Mo_300Sb_35Se_2 2026-07-09 11-07-31		Mo_300Sb_35Se_3 2026-07-09 11-09-22		Mo_300Sb_35Se_4 2026-07-09 11-10-46		Mo_300Sb_35Se_5 2026-07-09 11-13-26		Mo_300Sb_35Se_6 2026-07-09 11-14-48		Mo_300Sb_35Se_7 2026-07-09 11-18-27		Mo_300Sb_35Se_8 2026-07-09 11-27-24		Mo_300Sb_35Se_9 2026-07-09 11-33-11		Mo_300Sb_35Se_10 2026-07-09 11-38-09		Mo_300Sb_35Se_11 2026-07-09 11-44-14		Mo_300Sb_35Se_12 2026-07-09 11-50-03	
-0.03425000	0.00270329	-0.03425000	0.00257220	-0.03425000	0.00204418	-0.03425000	0.00308865	-0.03425000	0.00333017	-0.03425000	0.00222333	-0.03425000	0.00430983	-0.03425000	0.00224512	-0.03425000	0.00288057	-0.03425000	0.00289397	-0.03425000	0.00262077
-0.02955000	0.00263497	-0.02955000	0.00251099	-0.02955000	0.00201178	-0.02955000	0.00305150	-0.02955000	0.00328677	-0.02955000	0.00214756	-0.02955000	0.00408400	-0.02955000	0.00222050	-0.02955000	0.00285984	-0.02955000	0.00287868	-0.02955000	0.00261538
-0.02485000	0.00256518	-0.02485000	0.00245194	-0.02485000	0.00197855	-0.02485000	0.00301582	-0.02485000	0.00324501	-0.02485000	0.00207193	-0.02485000	0.00385468	-0.02485000	0.00219588	-0.02485000	0.00283966	-0.02485000	0.00286275	-0.02485000	0.00261128
-0.02015000	0.00249753	-0.02015000	0.00239203	-0.02015000	0.00194754	-0.02015000	0.00297849	-0.02015000	0.00320230	-0.02015000	0.00199548	-0.02015000	0.00362665	-0.02015000	0.00217023	-0.02015000	0.00281750	-0.02015000	0.00284627	-0.02015000	0.00260540
-0.01545000	0.00242847	-0.01545000	0.00232931	-0.01545000	0.00191407	-0.01545000	0.00294346	-0.01545000	0.00315733	-0.01545000	0.00191840	-0.01545000	0.00339640	-0.01545000	0.00214528	-0.01545000	0.00279253	-0.01545000	0.00282546	-0.01545000	0.00260059
-0.01075000	0.00235763	-0.01075000	0.00226684	-0.01075000	0.00188137	-0.01075000	0.00290786	-0.01075000	0.00311386	-0.01075000	0.00184120	-0.01075000	0.00316719	-0.01075000	0.00212027	-0.01075000	0.00277401	-0.01075000	0.00280966	-0.01075000	0.00259458
-0.00605000	0.00228766	-0.00605000	0.00220390	-0.00605000	0.00184771	-0.00605000	0.00286786	-0.00605000	0.00306843	-0.00605000	0.00176445	-0.00605000	0.00293758	-0.00605000	0.00209377	-0.00605000	0.00275113	-0.00605000	0.00279305	-0.00605000	0.00258932
-0.00135000	0.00221874	-0.00135000	0.00214038	-0.00135000	0.00181522	-0.00135000	0.00283409	-0.00135000	0.00302511	-0.00135000	0.00168591	-0.00135000	0.00270552	-0.00135000	0.00206924	-0.00135000	0.00273007	-0.00135000	0.00277663	-0.00135000	0.00258303
0.00335000	0.00214418	0.00335000	0.00207866	0.00335000	0.00178383	0.00335000	0.00279531	0.00335000	0.00298094	0.00335000	0.00160762	0.00335000	0.00247511	0.00335000	0.00204370	0.00335000	0.00270822	0.00335000	0.00275916	0.00335000	0.00257804
0.00805000	0.00207458	0.00805000	0.00201531	0.00805000	0.00175133	0.00805000	0.00275901	0.00805000	0.00293589	0.00805000	0.00152885	0.00805000	0.00224340	0.00805000	0.00201647	0.00805000	0.00268309	0.00805000	0.00274181	0.00805000	0.00257141
0.01275000	0.00200394	0.01275000	0.00195087	0.01275000	0.00171852	0.01275000	0.00272185	0.01275000	0.00288807	0.01275000	0.00144954	0.01275000	0.00201082	0.01275000	0.00198737	0.01275000	0.00266210	0.01275000	0.00272306	0.01275000	0.00256625
0.01745000	0.00193186	0.01745000	0.00188794	0.01745000	0.00168547	0.01745000	0.00268267	0.01745000	0.00284097	0.01745000	0.00137030	0.01745000	0.00177774	0.01745000	0.00196154	0.01745000	0.00264037	0.01745000	0.00270428	0.01745000	0.00255965
0.02215000	0.00186024	0.02215000	0.00182270	0.02215000	0.00165216	0.02215000	0.00264620	0.02215000	0.00279657	0.02215000	0.00129030	0.02215000	0.00154474	0.02215000	0.00193553	0.02215000	0.00261567	0.02215000	0.00268305	0.02215000	0.00255295
0.02685000	0.00178794	0.02685000	0.00175945	0.02685000	0.00161877	0.02685000	0.00260640	0.02685000	0.00274763	0.02685000	0.00121107	0.02685000	0.00130921	0.02685000	0.00190605	0.02685000	0.00259356	0.02685000	0.00266328	0.02685000	0.00254714
0.03155000	0.00171352	0.03155000	0.00169559	0.03155000	0.00158492	0.03155000	0.00256677	0.03155000	0.00269754	0.03155000	0.00113030	0.03155000	0.00107738	0.03155000	0.00187756	0.03155000	0.00257123	0.03155000	0.00264383	0.03155000	0.00253825
0.03625000	0.00164030	0.03625000	0.00163037	0.03625000	0.00155250	0.03625000	0.00252635	0.03625000	0.00265213	0.03625000	0.00104821	0.03625000	0.00084133	0.03625000	0.00185079	0.03625000	0.00254894	0.03625000	0.00262487	0.03625000	0.00253315
0.04095000	0.00156751	0.04095000	0.00156693	0.04095000	0.00151939	0.04095000	0.00248868	0.04095000	0.00260500	0.04095000	0.00096433	0.04095000	0.00060302	0.04095000	0.00182188	0.04095000	0.00252588	0.04095000	0.00260717	0.04095000	0.00252454
0.04565000	0.00149320	0.04565000	0.00149972	0.04565000	0.00148592	0.04565000	0.00244887	0.04565000	0.00255542	0.04565000	0.00088459	0.04565000	0.00036263	0.04565000	0.00179457	0.04565000	0.00250276	0.04565000	0.00258790	0.04565000	0.00251660
0.05035000	0.00141916	0.05035000	0.00143520	0.05035000	0.00145301	0.05035000	0.00240811	0.05035000	0.00250352	0.05035000	0.00080314	0.05035000	0.00012414	0.05035000	0.00176737	0.05035000	0.00247701	0.05035000	0.00256822	0.05035000	0.00250875
0.05505000	0.00134507	0.05505000	0.00137024	0.05505000	0.00141939	0.05505000	0.00236700	0.05505000	0.00245704	0.05505000	0.00071918	0.05505000	-0.00011515	0.05505000	0.00173854	0.05505000	0.00245154	0.05505000	0.00254391	0.05505000	0.00249901
0.05975000	0.00127025	0.05975000	0.00130550	0.05975000	0.00138398	0.05975000	0.00232528	0.05975000	0.00240676	0.05975000	0.00063540	0.05975000	-0.00035527	0.05975000	0.00170865	0.05975000	0.00242518	0.05975000	0.00252467	0.05975000	0.00249033
0.06445000	0.00119522	0.06445000	0.00123872	0.06445000	0.00135084	0.06445000	0.00228297	0.06445000	0.00235774	0.06445000	0.00055074	0.06445000	-0.00059586	0.06445000	0.00167876	0.06445000	0.00240158	0.06445000	0.00250396	0.06445000	0.00248188
0.06915000	0.00111896	0.06915000	0.00117265	0.06915000	0.00131616	0.06915000	0.00224043	0.06915000	0.00230672	0.06915000	0.00046620	0.06915000	-0.00083876	0.06915000	0.00165171	0.06915000	0.00237578	0.06915000	0.00248077	0.06915000	0.00247113
0.07385000	0.00104284	0.07385000	0.00110447	0.07385000	0.00128265	0.07385000	0.00220007	0.07385000	0.00225604	0.07385000	0.00038180	0.07385000	-0.00108420	0.07385000	0.00162254	0.07385000	0.00235061	0.07385000	0.00245909	0.07385000	0.00246005
0.07850000	0.00096723	0.07850000	0.00103801	0.07850000	0.00124949	0.07850000	0.00215765	0.07850000	0.00220618	0.07850000	0.00029821	0.07850000	-0.00132621	0.07850000	0.00159495	0.07850000	0.00232564	0.07850000	0.00243683	0.07850000	0.00244946
0.08320000	0.00088821	0.08320000	0.00097033	0.08320000	0.00121480	0.08320000	0.00211568	0.08320000	0.00215337	0.08320000	0.00021077	0.08320000	-0.00157219	0.08320000	0.00156415	0.08320000	0.00229710	0.08320000	0.00241190	0.08320000	0.00243836
0.08790000	0.00081094	0.08790000	0.00090280	0.08790000	0.00117990	0.08790000	0.00207168	0.08790000	0.00210263	0.08790000	0.00012385	0.08790000	-0.00182093	0.08790000	0.00153391	0.08790000	0.00227243	0.08790000	0.00238789	0.08790000	0.00242634
0.09260000	0.00073264	0.09260000	0.00083542	0.09260000	0.00114556	0.09260000	0.00202785	0.09260000	0.00205067	0.09260000	0.00003729	0.09260000	-0.00206805	0.09260000	0.00150443	0.09260000	0.00224576	0.09260000	0.00236511	0.09260000	0.00241359
0.09730000	0.00065320	0.09730000	0.00076631	0.09730000	0.00111083	0.09730000	0.00198451	0.09730000	0.00199592	0.09730000	-0.00005036	0.09730000	-0.00232073	0.09730000	0.00147394	0.09730000	0.00221535	0.09730000	0.00233951	0.09730000	0.00239928
0.10200000	0.00057317	0.10200000	0.00069890	0.10200000	0.00107613	0.10200000	0.00193961	0.10200000	0.00194466	0.10200000	-0.00014080	0.10200000	-0.00257098	0.10200000	0.00144418	0.10200000	0.00218881	0.10200000	0.00231428	0.10200000	0.00238729
0.10670000	0.00049564	0.10670000	0.00063020	0.10670000	0.00104223	0.10670000	0.00189418	0.10670000	0.00189185	0.10670000	-0.00022888	0.10670000	-0.00282718	0.10670000	0.00141360	0.10670000	0.00215975	0.10670000	0.00228782	0.10670000	0.00237196
0.11140000	0.00041492	0.11140000	0.00056199	0.11140000	0.00100479	0.11140000	0.00184850	0.11140000	0.00183661	0.11140000	-0.00032004	0.11140000	-0.00308313	0.11140000	0.00138141	0.11140000	0.00212897	0.11140000	0.00226369	0.11140000	0.00235646
0.11610000	0.00033594	0.11610000	0.00049150	0.11610000	0.00096946	0.11610000	0.00180205	0.11610000	0.00178328	0.11610000	-0.00041074	0.11610000	-0.00334178	0.11610000	0.00135069	0.11610000	0.00209743	0.11610000	0.00223795	0.11610000	0.00234123
0.12080000	0.00025408	0.12080000	0.00042234	0.12080000	0.00093511	0.12080000	0.00175460	0.12080000	0.00172573	0.12080000	-0.00050318	0.12080000	-0.00360223	0.12080000	0.00131965	0.12080000	0.00206558	0.12080000	0.00221039	0.12080000	0.00232741
0.12550000	0.00017370	0.12550000	0.00035158	0.12550000	0.00089922	0.12550000	0.00170833	0.12550000	0.00167204	0.12550000	-0.00059538	0.12550000	-0.00386246	0.12550000	0.00128819	0.12550000	0.00203461	0.12550000	0.00218176	0.12550000	0.00230916
0.13020000	0.00009138	0.13020000	0.00028118	0.13020000	0.00086428	0.13020000	0.00165977	0.13020000	0.00161484	0.13020000	-0.00068758	0.13020000	-0.00412780	0.13020000	0.00125662	0.13020000	0.00200217	0.13020000	0.00215288	0.13020000	0.00229105
0.13490000	0.00000844	0.13490000	0.00020877	0.13490000	0.00082750	0.13490000	0.00161208	0.13490000	0.00155729	0.13490000	-0.00078154	0.13490000	-0.00439643	0.13490000	0.00122575	0.13490000	0.00197003	0.13490000	0.00212155	0.13490000	0.00227190
0.13960000	-0.00007839	0.13960000	0.00013938	0.13960000	0.00079161	0.13960000	0.00156363	0.13960000	0.00149770	0.13960000	-0.00087671	0.13960000	-0.00466866	0.13960000	0.00119332	0.13960000	0.00193871	0.13960000	0.00209158	0.13960000	0.00225129
0.14430000	-0.00016250	0.14430000	0.00006744	0.14430000	0.00075586	0.14430000	0.00151514	0.14430000	0.00144073	0.14430000	-0.00097333	0.14430000	-0.00494111	0.14430000	0.00116134	0.14430000	0.00190358	0.14430000	0.00206423	0.14430000	0.00223218
0.14900000	-0.00024658	0.14900000	-0.00000690	0.14900000	0.00071921	0.14900000	0.00146558	0.14900000	0.00138182	0.14900000	-0.00106921	0.14900000	-0.00521932	0.14900000	0.00112826	0.14900000	0.00186779	0.14900000	0.00203218	0.14900000	0.00221004
0.15370000	-0.00033213	0.15370000	-0.00008131	0.15370000	0.00068349	0.15370000	0.00141524	0.15370000	0.00132444	0.15370000	-0.00116892	0.15370000	-0.00550012	0.15370000	0.00109302	0.15370000	0.00183277	0.15370000	0.00200108	0.15370000	0.00218762
0.15840000	-0.00041851	0.15840000	-0.00015598	0.15840000	0.00064625	0.15840000	0.00136455	0.15840000	0.00126551	0.15840000	-0.00126679	0.15840000	-0.00578620	0.15840000	0.00105975	0.15840000	0.00179608	0.15840000	0.00196872	0.15840000	0.00216436
0.16310000	-0.00050634	0.16310000	-0.00022888	0.16310000	0.00060957	0.16310000	0.00131405	0.16310000	0.00120638	0.16310000	-0.00136867	0.16310000	-0.00607568	0.16310000	0.00102460	0.16310000	0.00175903	0.16310000	0.00193797	0.16310000	0.00213929
0.16780000	-0.00059469	0.16780000	-0.00030440	0.16780000	0.00057084	0.16780000	0.00126048	0.16780000	0.00114561	0.16780000	-0.00147210	0.16780000	-0.00636920	0.16780000	0.00099099	0.16780000	0.00172037	0.16780000	0.00190338	0.16780000	0.00211408
0.17250000	-0.00068287	0.17250000	-0.00037863	0.17250000	0.00053346	0.17250000	0.00120984	0.17250000	0.00108446	0.17250000	-0.00157747	0.17250000	-0.00666936	0.17250000	0.00095609	0.17250000	0.00168166	0.17250000	0.00187039	0.17250000	0.00208580
0.17720000	-0.00077289	0.17720000	-0.00045475	0.17720000	0.00049661	0.17720000	0.00115790	0.17720000	0.00102270	0.17720000	-0.00168380	0.17720000	-0.00697378	0.17720000	0.00092132	0.17720000	0.00164283	0.17720000	0.00183616	0.17720000	0.00205750
0.18190000	-0.00086407	0.18190000	-0.00053058	0.18190000	0.00045888	0.18190000	0.00110622	0.18190000	0.00095971	0.18190000	-0.00179008	0.18190000	-0.00728804	0.18190000	0.00088516	0.18190000	0.00160319	0.18190000	0.00180086	0.18190000	0.00202823
0.18660000	-0.00095598	0.18660000	-0.00060615	0.18660000	0.00041960	0.18660000	0.00105045	0.18660000	0.00089792	0.18660000	-0.00190079	0.18660000	-0.00760757	0.18660000	0.00084954	0.18660000	0.00156045	0.18660000	0.00176533	0.18660000	0.00199744
0.19130000	-0.00105043	0.19130000	-0.00068340	0.19130000	0.00038092	0.19130000	0.00099656	0.19130000	0.00083476	0.19130000	-0.00201303	0.19130000	-0.00793420	0.19130000	0.00081452	0.19130000	0.00151899	0.19130000	0.00172856	0.19130000	0.00196436
0.19595000	-0.00114281	0.19595000	-0.00076077	0.19595000	0.00034269	0.19595000	0.00094176	0.19595000	0.00077073	0.19595000	-0.00212523	0.19595000	-0.00826601	0.19595000	0.00077853	0.19595000	0.00147671	0.19595000	0.00168962	0.19595000	0.00193276
0.20065000	-0.00124079	0.20065000	-0.00083947	0.20065000	0.00030138	0.20065000	0.00088655	0.20065000	0.00070706	0.20065000	-0.00224059	0.20065000	-0.00861372	0.20065000	0.00074143	0.20065000	0.00143300	0.20065000	0.00165121	0.20065000	0.00189937
0.20535000	-0.00133879	0.20535000	-0.00092053	0.20535000	0.00026190	0.20535000	0.00083028	0.20535000	0.00064186	0.20535000	-0.00235904	0.20535000	-0.00897526	0.20535000	0.00070527	0.20535000	0.00138657	0.20535000	0.00161157	0.20535000	0.00186439
0.21005000	-0.00143900	0.21005000	-0.00100109	0.21005000	0.00022259	0.21005000	0.00077341	0.21005000	0.00057691	0.21005000	-0.00248061	0.21005000	-0.00934981	0.21005000	0.00066726	0.21005000	0.00134178	0.21005000	0.00157200	0.21005000	0.00182601
0.21475000	-0.00154106	0.21475000	-0.00108481	0.21475000	0.00018257	0.21475000	0.00071554	0.21475000	0.00050990	0.21475000	-0.00260340	0.21475000	-0.00974266	0.21475000	0.00062807	0.21475000	0.00129424	0.21475000	0.00153132	0.21475000	0.00178824
0.21945000	-0.00164541	0.21945000	-0.00116915	0.21945000	0.00014192	0.21945000	0.00065809	0.21945000	0.00044076	0.21945000	-0.00273001	0.21945000	-0.01015832	0.21945000	0.00058938	0.21945000	0.00124722	0.21945000	0.00149093	0.21945000	0.00174745
0.22415000	-0.00175229	0.22415000	-0.00125534	0.22415000	0.00010064	0.22415000	0.00059956	0.22415000	0.00037009	0.22415000	-0.00285723	0.22415000	-0.01062005	0.22415000	0.00054873	0.22415000	0.00119816	0.22415000	0.00144735	0.22415000	0.00170421
0.22885000	-0.00186123	0.22885000	-0.00134134	0.22885000	0.00005907	0.22885000	0.00053944	0.22885000	0.00030066	0.22885000	-0.00298541	0.22885000	-0.01082485	0.22885000	0.00050692	0.22885000	0.00114734	0.22885000	0.00140424	0.22885000	0.00166208
0.23355000	-0.00197234	0.23355000	-0.00142959	0.23355000	0.00001655	0.23355000	0.00048140	0.23355000	0.00023226	0.23355000	-0.00311868	0.23355000	-0.01082484	0.23355000	0.00046528	0.23355000	0.00109658	0.23355000	0.00135931	0.23355000	0.00161928
0.23825000	-0.00208781	0.23825000	-0.00152117	0.23825000	-0.00002776	0.23825000	0.00042008	0.23825000	0.00016046	0.23825000	-0.00325332	0.23825000	-0.01082484	0.23825000	0.00042463	0.23825000	0.00104392	0.23825000	0.00131475	0.23825000	0.00157204
0.24295000	-0.00220583	0.24295000	-0.00161265	0.24295000	-0.00007271	0.24295000	0.00035742	0.24295000	0.00008620	0.24295000	-0.00338954	0.24295000	-0.01082484	0.24295000	0.00038152	0.24295000	0.00099014	0.24295000	0.00126879	0.24295000	0.00152393
0.24765000	-0.00232677	0.24765000	-0.00170728	0.24765000	-0.00011750	0.24765000	0.00029462	0.24765000	0.00001461	0.24765000	-0.00352852	0.24765000	-0.01082484	0.24765000	0.00033720	0.24765000	0.00093584	0.24765000	0.00122104	0.24765000	0.00147419
0.25235000	-0.00244957	0.25235000	-0.00180442	0.25235000	-0.00016471	0.25235000	0.00023083	0.25235000	-0.00006041	0.25235000	-0.00367156	0.25235000	-0.01082484	0.25235000	0.00029293	0.25235000	0.00088024	0.25235000	0.00117244	0.25235000	0.00142202
0.25705000	-0.00257739	0.25705000	-0.00190301	0.25705000	-0.00021204	0.25705000	0.00016724	0.25705000	-0.00013746	0.25705000	-0.00381745	0.25705000	-0.01082484	0.25705000	0.00024723	0.25705000	0.00082294	0.25705000	0.00112424	0.25705000	0.00136966
0.26175000	-0.00270555	0.26175000	-0.00200362	0.26175000	-0.00026140	0.26175000	0.00010227	0.26175000	-0.00021289	0.26175000	-0.00396497	0.26175000	-0.01082485	0.26175000	0.00020061	0.26175000	0.00076450	0.26175000	0.00107169	0.26175000	0.00131397
0.26645000	-0.00283968	0.26645000	-0.00210626	0.26645000	-0.00031106	0.26645000	0.00003560	0.26645000	-0.00029256	0.26645000	-0.00411602	0.26645000	-0.01082485	0.26645000	0.00015381	0.26645000	0.00070410	0.26645000	0.00102110	0.26645000	0.00125665
0.27115000	-0.00297703	0.27115000	-0.00221147	0.27115000	-0.00036185	0.27115000	-0.00003248	0.27115000	-0.00037357	0.27115000	-0.00427022	0.27115000	-0.01082484	0.27115000	0.00010545	0.27115000	0.00064208	0.27115000	0.00096827	0.27115000	0.00119817
0.27585000	-0.00311858	0.27585000	-0.00231933	0.27585000	-0.00041366	0.27585000	-0.00010269	0.27585000	-0.00045483	0.27585000	-0.00442803	0.27585000	-0.01082484	0.27585000	0.00005511	0.27585000	0.00057925	0.27585000	0.00091378	0.27585000	0.00113591
0.28055000	-0.00326474	0.28055000	-0.00243046	0.28055000	-0.00046766	0.28055000	-0.00017241	0.28055000	-0.00053902	0.28055000	-0.00458853	0.28055000	-0.01082484	0.28055000	0.00000478	0.28055000	0.00051468	0.28055000	0.00085710	0.28055000	0.00107423
0.28525000	-0.00341356	0.28525000	-0.00254352	0.28525000	-0.00052278	0.28525000	-0.00024433	0.28525000	-0.00062392	0.28525000	-0.00475164	0.28525000	-0.01082485	0.28525000	-0.00004888	0.28525000	0.00044732	0.28525000	0.00079968	0.28525000	0.00100823
0.28995000	-0.00356628	0.28995000	-0.00265908	0.28995000	-0.00058010	0.28995000	-0.00031760	0.28995000	-0.00071119	0.28995000	-0.00491796	0.28995000	-0.01082484	0.28995000	-0.00010177	0.28995000	0.00037919	0.28995000	0.00074002	0.28995000	0.00094079
0.29465000	-0.00372393	0.29465000	-0.00277758	0.29465000	-0.00063924	0.29465000	-0.00039298	0.29465000	-0.00079964	0.29465000	-0.00509034	0.29465000	-0.01082485	0.29465000	-0.00015717	0.29465000	0.00030782	0.29465000	0.00067883	0.29465000	0.00087058
0.29935000	-0.00388487	0.29935000	-0.00289877	0.29935000	-0.00070011	0.29935000	-0.00046895	0.29935000	-0.00089094	0.29935000	-0.00526462	0.29935000	-0.01082485	0.29935000	-0.00021247	0.29935000	0.00023634	0.29935000	0.00061534	0.29935000	0.00079791
0.30405000	-0.00405283	0.30405000	-0.00302382	0.30405000	-0.00076343	0.30405000	-0.00054799	0.30405000	-0.00098532	0.30405000	-0.00544315	0.30405000	-0.01082484	0.30405000	-0.00026938	0.30405000	0.00016458	0.30405000	0.00054948	0.30405000	0.00072244
0.30870000	-0.00422323	0.30870000	-0.00315132	0.30870000	-0.00082650	0.30870000	-0.00062676	0.30870000	-0.00108057	0.30870000	-0.00562446	0.30870000	-0.01082484	0.30870000	-0.00032743	0.30870000	0.00008854	0.30870000	0.00048479	0.30870000	0.00064553
0.31340000	-0.00440002	0.31340000	-0.00328265	0.31340000	-0.00089391	0.31340000	-0.00071145	0.31340000	-0.00117980	0.31340000	-0.00581186	0.31340000	-0.01082484	0.31340000	-0.00038796	0.31340000	0.00001119	0.31340000	0.00041475	0.31340000	0.00056582
0.31810000	-0.00458222	0.31810000	-0.00341722	0.31810000	-0.00096188	0.31810000	-0.00079800	0.31810000	-0.00128067	0.31810000	-0.00600417	0.31810000	-0.01082484	0.31810000	-0.00044937	0.31810000	-0.00006888	0.31810000	0.00034348	0.31810000	0.00048204
0.32280000	-0.00477147	0.32280000	-0.00355503	0.32280000	-0.00103391	0.32280000	-0.00088706	0.32280000	-0.00138595	0.32280000	-0.00620256	0.32280000	-0.01082484	0.32280000	-0.00051234	0.32280000	-0.00015580	0.32280000	0.00026975	0.32280000	0.00039619
0.32750000	-0.00496590	0.32750000	-0.00369747	0.32750000	-0.00110736	0.32750000	-0.00097924	0.32750000	-0.00149360	0.32750000	-0.00640478	0.32750000	-0.01082484	0.32750000	-0.00057682	0.32750000	-0.00023860	0.32750000	0.00019314	0.32750000	0.00030637
0.33220000	-0.00516808	0.33220000	-0.00384486	0.33220000	-0.00118528	0.33220000	-0.00107440	0.33220000	-0.00160442	0.33220000	-0.00661659	0.33220000	-0.01082484	0.33220000	-0.00064443	0.33220000	-0.00032488	0.33220000	0.00011382	0.33220000	0.00021307
0.33690000	-0.00537791	0.33690000	-0.00399453	0.33690000	-0.00126680	0.33690000	-0.00117270	0.33690000	-0.00171624	0.33690000	-0.00683406	0.33690000	-0.01082485	0.33690000	-0.00071366	0.33690000	-0.00041282	0.33690000	0.00003225	0.33690000	0.00011706
0.34160000	-0.00559637	0.34160000	-0.00414909	0.34160000	-0.00134990	0.34160000	-0.00127513	0.34160000	-0.00183281	0.34160000	-0.00706075	0.34160000	-0.01082484	0.34160000	-0.00078528	0.34160000	-0.00050409	0.34160000	-0.00005377	0.34160000	0.00001624
0.34630000	-0.00582521	0.34630000	-0.00430973	0.34630000	-0.00143655	0.34630000	-0.00138222	0.34630000	-0.00195133	0.34630000	-0.00729630	0.34630000	-0.01082485	0.34630000	-0.00085872	0.34630000	-0.00059579	0.34630000	-0.00014300	0.34630000	-0.00008946
