Mo_400Sb_30Se_1 2026-07-09 12-05-45		Mo_400Sb_30Se_2 2026-07-09 12-07-33		Mo_400Sb_30Se_3 2026-07-09 12-09-34		Mo_400Sb_30Se_5 2026-07-09 12-11-24		Mo_400Sb_30Se_6 2026-07-09 12-12-38		Mo_400Sb_30Se_7 2026-07-09 12-13-59		Mo_400Sb_30Se_8 2026-07-09 12-15-13		Mo_400Sb_30Se_9 2026-07-09 12-16-33		Mo_400Sb_30Se_10 2026-07-09 12-17-48		Mo_400Sb_30Se_11 2026-07-09 12-19-34		Mo_400Sb_30Se_12 2026-07-09 12-22-06	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.26645000	-0.00499289	0.26645000	-0.00462650	0.26645000	-0.00624284	0.26645000	-0.00403419	0.26645000	-0.00001231	0.26645000	-0.00240601	0.26645000	-0.00249821	0.26645000	-0.00188058	0.26645000	-0.00004997	0.26645000	0.00008630	0.26645000	-0.00017270
0.27115000	-0.00514281	0.27115000	-0.00476315	0.27115000	-0.00641492	0.27115000	-0.00416769	0.27115000	-0.00007658	0.27115000	-0.00249859	0.27115000	-0.00261555	0.27115000	-0.00195176	0.27115000	-0.00010240	0.27115000	0.00003085	0.27115000	-0.00023991
0.27585000	-0.00529578	0.27585000	-0.00490273	0.27585000	-0.00658767	0.27585000	-0.00430325	0.27585000	-0.00014018	0.27585000	-0.00259208	0.27585000	-0.00273439	0.27585000	-0.00202515	0.27585000	-0.00015816	0.27585000	-0.00002596	0.27585000	-0.00031017
0.28055000	-0.00545343	0.28055000	-0.00504596	0.28055000	-0.00676095	0.28055000	-0.00444056	0.28055000	-0.00020462	0.28055000	-0.00268758	0.28055000	-0.00285578	0.28055000	-0.00209839	0.28055000	-0.00021311	0.28055000	-0.00008439	0.28055000	-0.00038334
0.28525000	-0.00561543	0.28525000	-0.00518872	0.28525000	-0.00693694	0.28525000	-0.00458090	0.28525000	-0.00027096	0.28525000	-0.00278386	0.28525000	-0.00297856	0.28525000	-0.00217393	0.28525000	-0.00026940	0.28525000	-0.00014684	0.28525000	-0.00045866
0.28995000	-0.00578120	0.28995000	-0.00533638	0.28995000	-0.00711551	0.28995000	-0.00472181	0.28995000	-0.00033947	0.28995000	-0.00288173	0.28995000	-0.00310293	0.28995000	-0.00225168	0.28995000	-0.00032732	0.28995000	-0.00020893	0.28995000	-0.00053812
0.29465000	-0.00595066	0.29465000	-0.00548664	0.29465000	-0.00729522	0.29465000	-0.00486466	0.29465000	-0.00041022	0.29465000	-0.00298104	0.29465000	-0.00323063	0.29465000	-0.00233021	0.29465000	-0.00038591	0.29465000	-0.00027279	0.29465000	-0.00061975
0.29935000	-0.00612704	0.29935000	-0.00564072	0.29935000	-0.00747791	0.29935000	-0.00500952	0.29935000	-0.00048185	0.29935000	-0.00308099	0.29935000	-0.00336109	0.29935000	-0.00240956	0.29935000	-0.00044558	0.29935000	-0.00033671	0.29935000	-0.00070323
0.30405000	-0.00630875	0.30405000	-0.00579739	0.30405000	-0.00766057	0.30405000	-0.00515584	0.30405000	-0.00055376	0.30405000	-0.00318164	0.30405000	-0.00349344	0.30405000	-0.00249040	0.30405000	-0.00050654	0.30405000	-0.00040305	0.30405000	-0.00079015
0.30870000	-0.00649472	0.30870000	-0.00595688	0.30870000	-0.00784178	0.30870000	-0.00530190	0.30870000	-0.00062889	0.30870000	-0.00328226	0.30870000	-0.00362525	0.30870000	-0.00257295	0.30870000	-0.00056926	0.30870000	-0.00047080	0.30870000	-0.00087763
0.31340000	-0.00669297	0.31340000	-0.00612274	0.31340000	-0.00802918	0.31340000	-0.00545090	0.31340000	-0.00070546	0.31340000	-0.00338604	0.31340000	-0.00376345	0.31340000	-0.00265611	0.31340000	-0.00063404	0.31340000	-0.00054130	0.31340000	-0.00096985
0.31810000	-0.00690241	0.31810000	-0.00629451	0.31810000	-0.00821749	0.31810000	-0.00560180	0.31810000	-0.00078302	0.31810000	-0.00349181	0.31810000	-0.00390464	0.31810000	-0.00274192	0.31810000	-0.00070058	0.31810000	-0.00061253	0.31810000	-0.00106528
0.32280000	-0.00712175	0.32280000	-0.00647235	0.32280000	-0.00840765	0.32280000	-0.00575418	0.32280000	-0.00086370	0.32280000	-0.00359894	0.32280000	-0.00404718	0.32280000	-0.00282969	0.32280000	-0.00076775	0.32280000	-0.00068675	0.32280000	-0.00116179
0.32750000	-0.00735201	0.32750000	-0.00665273	0.32750000	-0.00860045	0.32750000	-0.00590873	0.32750000	-0.00094472	0.32750000	-0.00370641	0.32750000	-0.00419498	0.32750000	-0.00292074	0.32750000	-0.00083633	0.32750000	-0.00076329	0.32750000	-0.00126220
0.33220000	-0.00760168	0.33220000	-0.00681271	0.33220000	-0.00879521	0.33220000	-0.00606505	0.33220000	-0.00102813	0.33220000	-0.00381471	0.33220000	-0.00434524	0.33220000	-0.00301258	0.33220000	-0.00090763	0.33220000	-0.00084134	0.33220000	-0.00136363
0.33690000	-0.00787214	0.33690000	-0.00700350	0.33690000	-0.00899368	0.33690000	-0.00622219	0.33690000	-0.00111277	0.33690000	-0.00392593	0.33690000	-0.00449876	0.33690000	-0.00310727	0.33690000	-0.00097993	0.33690000	-0.00091984	0.33690000	-0.00146737
0.34160000	-0.00816812	0.34160000	-0.00721012	0.34160000	-0.00919328	0.34160000	-0.00638082	0.34160000	-0.00119975	0.34160000	-0.00403767	0.34160000	-0.00465792	0.34160000	-0.00320100	0.34160000	-0.00105428	0.34160000	-0.00100174	0.34160000	-0.00157297
0.34630000	-0.00849857	0.34630000	-0.00741937	0.34630000	-0.00939674	0.34630000	-0.00654186	0.34630000	-0.00128888	0.34630000	-0.00415245	0.34630000	-0.00482075	0.34630000	-0.00329876	0.34630000	-0.00112949	0.34630000	-0.00108316	0.34630000	-0.00167982
0.35100000	-0.00887127	0.35100000	-0.00764533	0.35100000	-0.00960316	0.35100000	-0.00670441	0.35100000	-0.00137916	0.35100000	-0.00426768	0.35100000	-0.00498791	0.35100000	-0.00339925	0.35100000	-0.00120776	0.35100000	-0.00116804	0.35100000	-0.00178861
0.35570000	-0.00932158	0.35570000	-0.00788213	0.35570000	-0.00981212	0.35570000	-0.00686856	0.35570000	-0.00147141	0.35570000	-0.00438462	0.35570000	-0.00516065	0.35570000	-0.00349917	0.35570000	-0.00128732	0.35570000	-0.00125502	0.35570000	-0.00189915
0.36040000	-0.00987439	0.36040000	-0.00813275	0.36040000	-0.00987726	0.36040000	-0.00703463	0.36040000	-0.00156486	0.36040000	-0.00450211	0.36040000	-0.00533723	0.36040000	-0.00360307	0.36040000	-0.00136833	0.36040000	-0.00134164	0.36040000	-0.00201202
0.36510000	-0.00987726	0.36510000	-0.00840737	0.36510000	-0.00987724	0.36510000	-0.00720147	0.36510000	-0.00165922	0.36510000	-0.00462236	0.36510000	-0.00552308	0.36510000	-0.00370960	0.36510000	-0.00145097	0.36510000	-0.00143015	0.36510000	-0.00212500
0.36980000	-0.00987725	0.36980000	-0.00870213	0.36980000	-0.00987723	0.36980000	-0.00737037	0.36980000	-0.00175483	0.36980000	-0.00474313	0.36980000	-0.00571297	0.36980000	-0.00381795	0.36980000	-0.00153468	0.36980000	-0.00152000	0.36980000	-0.00223998
0.37450000	-0.00987726	0.37450000	-0.00901947	0.37450000	-0.00987723	0.37450000	-0.00754034	0.37450000	-0.00185189	0.37450000	-0.00486468	0.37450000	-0.00591318	0.37450000	-0.00392864	0.37450000	-0.00161977	0.37450000	-0.00161063	0.37450000	-0.00235647
0.37920000	-0.00987725	0.37920000	-0.00931125	0.37920000	-0.00987724	0.37920000	-0.00771281	0.37920000	-0.00195125	0.37920000	-0.00498995	0.37920000	-0.00612145	0.37920000	-0.00404236	0.37920000	-0.00170720	0.37920000	-0.00170270	0.37920000	-0.00247339
0.38390000	-0.00987725	0.38390000	-0.00973033	0.38390000	-0.00987721	0.38390000	-0.00788599	0.38390000	-0.00204919	0.38390000	-0.00511490	0.38390000	-0.00633823	0.38390000	-0.00415608	0.38390000	-0.00179541	0.38390000	-0.00179562	0.38390000	-0.00259074
0.38860000	-0.00987724	0.38860000	-0.00987724	0.38860000	-0.00987725	0.38860000	-0.00806302	0.38860000	-0.00214945	0.38860000	-0.00524242	0.38860000	-0.00656882	0.38860000	-0.00427501	0.38860000	-0.00188580	0.38860000	-0.00188996	0.38860000	-0.00270957
0.39330000	-0.00987725	0.39330000	-0.00987724	0.39330000	-0.00987725	0.39330000	-0.00824027	0.39330000	-0.00225060	0.39330000	-0.00537280	0.39330000	-0.00680958	0.39330000	-0.00439646	0.39330000	-0.00197670	0.39330000	-0.00198548	0.39330000	-0.00282919
0.39800000	-0.00987724	0.39800000	-0.00987725	0.39800000	-0.00987724	0.39800000	-0.00842037	0.39800000	-0.00235283	0.39800000	-0.00550312	0.39800000	-0.00707025	0.39800000	-0.00452176	0.39800000	-0.00206892	0.39800000	-0.00208200	0.39800000	-0.00294990
0.40270000	-0.00987726	0.40270000	-0.00987725	0.40270000	-0.00987724	0.40270000	-0.00860292	0.40270000	-0.00245499	0.40270000	-0.00563484	0.40270000	-0.00735118	0.40270000	-0.00465003	0.40270000	-0.00216238	0.40270000	-0.00217931	0.40270000	-0.00307156
0.40740000	-0.00987731	0.40740000	-0.00987724	0.40740000	-0.00987725	0.40740000	-0.00878718	0.40740000	-0.00255880	0.40740000	-0.00577000	0.40740000	-0.00765953	0.40740000	-0.00478038	0.40740000	-0.00225637	0.40740000	-0.00227696	0.40740000	-0.00319470
0.41210000	-0.00987722	0.41210000	-0.00987724	0.41210000	-0.00987725	0.41210000	-0.00897422	0.41210000	-0.00266351	0.41210000	-0.00590616	0.41210000	-0.00799012	0.41210000	-0.00491703	0.41210000	-0.00235197	0.41210000	-0.00237573	0.41210000	-0.00331753
0.41680000	-0.00987723	0.41680000	-0.00987724	0.41680000	-0.00987723	0.41680000	-0.00916386	0.41680000	-0.00276877	0.41680000	-0.00604595	0.41680000	-0.00837548	0.41680000	-0.00505536	0.41680000	-0.00244860	0.41680000	-0.00247595	0.41680000	-0.00344220
0.42150000	-0.00987725	0.42150000	-0.00987723	0.42150000	-0.00987724	0.42150000	-0.00935628	0.42150000	-0.00287529	0.42150000	-0.00618668	0.42150000	-0.00880672	0.42150000	-0.00519824	0.42150000	-0.00254706	0.42150000	-0.00257643	0.42150000	-0.00356823
0.42615000	-0.00987725	0.42615000	-0.00987724	0.42615000	-0.00987726	0.42615000	-0.00955068	0.42615000	-0.00298094	0.42615000	-0.00633036	0.42615000	-0.00932272	0.42615000	-0.00534299	0.42615000	-0.00264537	0.42615000	-0.00267683	0.42615000	-0.00369189
0.43085000	-0.00987725	0.43085000	-0.00987724	0.43085000	-0.00987720	0.43085000	-0.00974902	0.43085000	-0.00308859	0.43085000	-0.00647685	0.43085000	-0.00987725	0.43085000	-0.00549589	0.43085000	-0.00274450	0.43085000	-0.00277907	0.43085000	-0.00381748
0.43555000	-0.00987725	0.43555000	-0.00987723	0.43555000	-0.00987725	0.43555000	-0.00987724	0.43555000	-0.00319675	0.43555000	-0.00662447	0.43555000	-0.00987724	0.43555000	-0.00565604	0.43555000	-0.00284539	0.43555000	-0.00288191	0.43555000	-0.00394475
0.44025000	-0.00987725	0.44025000	-0.00987724	0.44025000	-0.00987723	0.44025000	-0.00987724	0.44025000	-0.00330394	0.44025000	-0.00677533	0.44025000	-0.00987724	0.44025000	-0.00582202	0.44025000	-0.00294683	0.44025000	-0.00298578	0.44025000	-0.00407269
0.44495000	-0.00987725	0.44495000	-0.00987724	0.44495000	-0.00987724	0.44495000	-0.00987724	0.44495000	-0.00341311	0.44495000	-0.00692973	0.44495000	-0.00987724	0.44495000	-0.00599463	0.44495000	-0.00304968	0.44495000	-0.00308936	0.44495000	-0.00420206
0.44965000	-0.00987725	0.44965000	-0.00987724	0.44965000	-0.00987724	0.44965000	-0.00987724	0.44965000	-0.00352200	0.44965000	-0.00708668	0.44965000	-0.00987724	0.44965000	-0.00617441	0.44965000	-0.00315294	0.44965000	-0.00319327	0.44965000	-0.00433163
0.45435000	-0.00987725	0.45435000	-0.00987724	0.45435000	-0.00987724	0.45435000	-0.00987724	0.45435000	-0.00363123	0.45435000	-0.00724802	0.45435000	-0.00987723	0.45435000	-0.00636783	0.45435000	-0.00325883	0.45435000	-0.00329840	0.45435000	-0.00446444
0.45905000	-0.00987726	0.45905000	-0.00987724	0.45905000	-0.00987724	0.45905000	-0.00987724	0.45905000	-0.00374234	0.45905000	-0.00741297	0.45905000	-0.00987723	0.45905000	-0.00656863	0.45905000	-0.00336497	0.45905000	-0.00340509	0.45905000	-0.00459811
0.46375000	-0.00987725	0.46375000	-0.00987724	0.46375000	-0.00987724	0.46375000	-0.00987724	0.46375000	-0.00385414	0.46375000	-0.00758315	0.46375000	-0.00987723	0.46375000	-0.00678188	0.46375000	-0.00347161	0.46375000	-0.00351245	0.46375000	-0.00473239
0.46845000	-0.00987723	0.46845000	-0.00987724	0.46845000	-0.00987724	0.46845000	-0.00987724	0.46845000	-0.00396573	0.46845000	-0.00775681	0.46845000	-0.00987724	0.46845000	-0.00700961	0.46845000	-0.00357963	0.46845000	-0.00362031	0.46845000	-0.00486827
0.47315000	-0.00987725	0.47315000	-0.00987722	0.47315000	-0.00987724	0.47315000	-0.00987724	0.47315000	-0.00407805	0.47315000	-0.00793576	0.47315000	-0.00987724	0.47315000	-0.00725407	0.47315000	-0.00368958	0.47315000	-0.00372909	0.47315000	-0.00500509
0.47785000	-0.00987724	0.47785000	-0.00987725	0.47785000	-0.00987724	0.47785000	-0.00987724	0.47785000	-0.00419072	0.47785000	-0.00811882	0.47785000	-0.00987724	0.47785000	-0.00752568	0.47785000	-0.00380010	0.47785000	-0.00383887	0.47785000	-0.00514312
0.48255000	-0.00987724	0.48255000	-0.00987724	0.48255000	-0.00987724	0.48255000	-0.00987724	0.48255000	-0.00430449	0.48255000	-0.00831058	0.48255000	-0.00987724	0.48255000	-0.00782622	0.48255000	-0.00391266	0.48255000	-0.00394991	0.48255000	-0.00528290
0.48725000	-0.00987724	0.48725000	-0.00987724	0.48725000	-0.00987724	0.48725000	-0.00987724	0.48725000	-0.00441919	0.48725000	-0.00850869	0.48725000	-0.00987723	0.48725000	-0.00815990	0.48725000	-0.00402588	0.48725000	-0.00406168	0.48725000	-0.00542494
0.49195000	-0.00987723	0.49195000	-0.00987725	0.49195000	-0.00987725	0.49195000	-0.00987723	0.49195000	-0.00453421	0.49195000	-0.00871621	0.49195000	-0.00987724	0.49195000	-0.00855427	0.49195000	-0.00414133	0.49195000	-0.00417482	0.49195000	-0.00556885
0.49665000	-0.00987724	0.49665000	-0.00987723	0.49665000	-0.00987724	0.49665000	-0.00987724	0.49665000	-0.00464962	0.49665000	-0.00893206	0.49665000	-0.00987724	0.49665000	-0.00903822	0.49665000	-0.00425711	0.49665000	-0.00428884	0.49665000	-0.00571463
0.50135000	-0.00987724	0.50135000	-0.00987724	0.50135000	-0.00987725	0.50135000	-0.00987724	0.50135000	-0.00476593	0.50135000	-0.00916052	0.50135000	-0.00987723	0.50135000	-0.00972788	0.50135000	-0.00437471	0.50135000	-0.00440400	0.50135000	-0.00586282
0.50605000	-0.00987724	0.50605000	-0.00987725	0.50605000	-0.00987724	0.50605000	-0.00987724	0.50605000	-0.00488290	0.50605000	-0.00940205	0.50605000	-0.00987724	0.50605000	-0.00987726	0.50605000	-0.00449465	0.50605000	-0.00452105	0.50605000	-0.00601325
0.51075000	-0.00987723	0.51075000	-0.00987723	0.51075000	-0.00987724	0.51075000	-0.00987723	0.51075000	-0.00500168	0.51075000	-0.00965621	0.51075000	-0.00987724	0.51075000	-0.00987725	0.51075000	-0.00461692	0.51075000	-0.00463888	0.51075000	-0.00616673
0.51545000	-0.00987724	0.51545000	-0.00987724	0.51545000	-0.00987724	0.51545000	-0.00987724	0.51545000	-0.00512003	0.51545000	-0.00987724	0.51545000	-0.00987723	0.51545000	-0.00987723	0.51545000	-0.00474090	0.51545000	-0.00475802	0.51545000	-0.00632341
0.52015000	-0.00987725	0.52015000	-0.00987723	0.52015000	-0.00987724	0.52015000	-0.00987725	0.52015000	-0.00523968	0.52015000	-0.00987723	0.52015000	-0.00987723	0.52015000	-0.00987725	0.52015000	-0.00486709	0.52015000	-0.00487837	0.52015000	-0.00648261
0.52485000	-0.00987723	0.52485000	-0.00987723	0.52485000	-0.00987724	0.52485000	-0.00987724	0.52485000	-0.00535973	0.52485000	-0.00987723	0.52485000	-0.00987723	0.52485000	-0.00987724	0.52485000	-0.00499614	0.52485000	-0.00500083	0.52485000	-0.00664527
0.52955000	-0.00987723	0.52955000	-0.00987723	0.52955000	-0.00987723	0.52955000	-0.00987725	0.52955000	-0.00548089	0.52955000	-0.00987723	0.52955000	-0.00987723	0.52955000	-0.00987725	0.52955000	-0.00512972	0.52955000	-0.00512528	0.52955000	-0.00681142
0.53425000	-0.00987723	0.53425000	-0.00987724	0.53425000	-0.00987723	0.53425000	-0.00987725	0.53425000	-0.00560344	0.53425000	-0.00987723	0.53425000	-0.00987723	0.53425000	-0.00987724	0.53425000	-0.00526582	0.53425000	-0.00525076	0.53425000	-0.00698188
0.53895000	-0.00987723	0.53895000	-0.00987724	0.53895000	-0.00987723	0.53895000	-0.00987724	0.53895000	-0.00572719	0.53895000	-0.00987723	0.53895000	-0.00987723	0.53895000	-0.00987724	0.53895000	-0.00540535	0.53895000	-0.00537782	0.53895000	-0.00715734
0.54360000	-0.00987724	0.54360000	-0.00987723	0.54360000	-0.00987724	0.54360000	-0.00987725	0.54360000	-0.00584915	0.54360000	-0.00987723	0.54360000	-0.00987724	0.54360000	-0.00987723	0.54360000	-0.00554833	0.54360000	-0.00550519	0.54360000	-0.00733524
0.54830000	-0.00987723	0.54830000	-0.00987724	0.54830000	-0.00987724	0.54830000	-0.00987724	0.54830000	-0.00597200	0.54830000	-0.00987723	0.54830000	-0.00987723	0.54830000	-0.00987725	0.54830000	-0.00569612	0.54830000	-0.00563770	0.54830000	-0.00752012
0.55300000	-0.00987724	0.55300000	-0.00987723	0.55300000	-0.00987725	0.55300000	-0.00987725	0.55300000	-0.00609917	0.55300000	-0.00987723	0.55300000	-0.00987724	0.55300000	-0.00987724	0.55300000	-0.00584750	0.55300000	-0.00577183	0.55300000	-0.00770927
0.55770000	-0.00987723	0.55770000	-0.00987723	0.55770000	-0.00987724	0.55770000	-0.00987724	0.55770000	-0.00622758	0.55770000	-0.00987724	0.55770000	-0.00987723	0.55770000	-0.00987725	0.55770000	-0.00600576	0.55770000	-0.00590782	0.55770000	-0.00790624
0.56240000	-0.00987724	0.56240000	-0.00987724	0.56240000	-0.00987723	0.56240000	-0.00987724	0.56240000	-0.00636021	0.56240000	-0.00987723	0.56240000	-0.00987724	0.56240000	-0.00987725	0.56240000	-0.00616581	0.56240000	-0.00604621	0.56240000	-0.00811078
0.56710000	-0.00987723	0.56710000	-0.00987724	0.56710000	-0.00987723	0.56710000	-0.00987724	0.56710000	-0.00649543	0.56710000	-0.00987724	0.56710000	-0.00987724	0.56710000	-0.00987725	0.56710000	-0.00633686	0.56710000	-0.00618354	0.56710000	-0.00832463
0.57180000	-0.00987723	0.57180000	-0.00987723	0.57180000	-0.00987723	0.57180000	-0.00987724	0.57180000	-0.00663057	0.57180000	-0.00987724	0.57180000	-0.00987725	0.57180000	-0.00987724	0.57180000	-0.00651409	0.57180000	-0.00632538	0.57180000	-0.00854885
0.57650000	-0.00987723	0.57650000	-0.00987724	0.57650000	-0.00987723	0.57650000	-0.00987724	0.57650000	-0.00676554	0.57650000	-0.00987723	0.57650000	-0.00987723	0.57650000	-0.00987725	0.57650000	-0.00670159	0.57650000	-0.00647387	0.57650000	-0.00878436
0.58120000	-0.00987724	0.58120000	-0.00987724	0.58120000	-0.00987724	0.58120000	-0.00987724	0.58120000	-0.00690408	0.58120000	-0.00987723	0.58120000	-0.00987724	0.58120000	-0.00987726	0.58120000	-0.00689729	0.58120000	-0.00662251	0.58120000	-0.00903105
0.58590000	-0.00987724	0.58590000	-0.00987723	0.58590000	-0.00987724	0.58590000	-0.00987724	0.58590000	-0.00704667	0.58590000	-0.00987724	0.58590000	-0.00987723	0.58590000	-0.00987724	0.58590000	-0.00710602	0.58590000	-0.00677714	0.58590000	-0.00929729
0.59060000	-0.00987724	0.59060000	-0.00987723	0.59060000	-0.00987724	0.59060000	-0.00987724	0.59060000	-0.00718748	0.59060000	-0.00987723	0.59060000	-0.00987723	0.59060000	-0.00987724	0.59060000	-0.00732915	0.59060000	-0.00693583	0.59060000	-0.00958549
0.59530000	-0.00987724	0.59530000	-0.00987723	0.59530000	-0.00987723	0.59530000	-0.00987724	0.59530000	-0.00733437	0.59530000	-0.00987723	0.59530000	-0.00987724	0.59530000	-0.00987724	0.59530000	-0.00756803	0.59530000	-0.00710145	0.59530000	-0.00987729
0.60000000	-0.00987724	0.60000000	-0.00987723	0.60000000	-0.00987725	0.60000000	-0.00987724	0.60000000	-0.00748066	0.60000000	-0.00987724	0.60000000	-0.00987723	0.60000000	-0.00987724	0.60000000	-0.00782871	0.60000000	-0.00727207	0.60000000	-0.00987724
