Mo_400deg_400Sb_35Se_1 2026-07-09 13-06-40		Mo_400deg_400Sb_35Se_2 2026-07-09 13-08-33		Mo_400deg_400Sb_35Se_3 2026-07-09 13-10-06		Mo_400deg_400Sb_35Se_6 2026-07-09 13-11-56		Mo_400deg_400Sb_35Se_10 2026-07-09 13-20-38		Mo_400deg_400Sb_35Se_11 2026-07-09 13-22-13		Mo_400deg_400Sb_35Se_12 2026-07-09 13-23-33		Mo_400deg_400Sb_35Se_7 2026-07-09 13-25-31		Mo_400deg_400Sb_35Se_8 2026-07-09 13-26-50		Mo_400deg_400Sb_35Se_9 2026-07-09 13-28-07	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.30870000	-0.00100211	0.30870000	-0.00020901	0.30870000	-0.00083534	0.30870000	-0.00179425	0.30870000	-0.00201137	0.30870000	-0.00081273	0.30870000	-0.00103843	0.30870000	-0.00159779	0.30870000	-0.00300797	0.30870000	-0.00349315
0.31340000	-0.00103648	0.31340000	-0.00023824	0.31340000	-0.00087309	0.31340000	-0.00185989	0.31340000	-0.00206448	0.31340000	-0.00085195	0.31340000	-0.00107581	0.31340000	-0.00164928	0.31340000	-0.00309741	0.31340000	-0.00362490
0.31810000	-0.00107154	0.31810000	-0.00026887	0.31810000	-0.00091213	0.31810000	-0.00192745	0.31810000	-0.00211749	0.31810000	-0.00089098	0.31810000	-0.00111388	0.31810000	-0.00170081	0.31810000	-0.00319326	0.31810000	-0.00376605
0.32280000	-0.00110725	0.32280000	-0.00029994	0.32280000	-0.00095163	0.32280000	-0.00199641	0.32280000	-0.00217149	0.32280000	-0.00093065	0.32280000	-0.00115305	0.32280000	-0.00175319	0.32280000	-0.00329406	0.32280000	-0.00392075
0.32750000	-0.00114275	0.32750000	-0.00033191	0.32750000	-0.00099186	0.32750000	-0.00206532	0.32750000	-0.00222629	0.32750000	-0.00097122	0.32750000	-0.00119259	0.32750000	-0.00180687	0.32750000	-0.00339967	0.32750000	-0.00410655
0.33220000	-0.00117942	0.33220000	-0.00036474	0.33220000	-0.00103283	0.33220000	-0.00213615	0.33220000	-0.00228236	0.33220000	-0.00101305	0.33220000	-0.00123328	0.33220000	-0.00186114	0.33220000	-0.00351131	0.33220000	-0.00432480
0.33690000	-0.00121683	0.33690000	-0.00039830	0.33690000	-0.00107447	0.33690000	-0.00220697	0.33690000	-0.00233858	0.33690000	-0.00105581	0.33690000	-0.00127429	0.33690000	-0.00191634	0.33690000	-0.00363068	0.33690000	-0.00458887
0.34160000	-0.00125452	0.34160000	-0.00043301	0.34160000	-0.00111632	0.34160000	-0.00227953	0.34160000	-0.00239623	0.34160000	-0.00109876	0.34160000	-0.00131611	0.34160000	-0.00197214	0.34160000	-0.00375868	0.34160000	-0.00493230
0.34630000	-0.00129272	0.34630000	-0.00046857	0.34630000	-0.00115949	0.34630000	-0.00235317	0.34630000	-0.00245534	0.34630000	-0.00114333	0.34630000	-0.00135872	0.34630000	-0.00202865	0.34630000	-0.00389934	0.34630000	-0.00520141
0.35100000	-0.00133188	0.35100000	-0.00050434	0.35100000	-0.00120337	0.35100000	-0.00242822	0.35100000	-0.00251482	0.35100000	-0.00118724	0.35100000	-0.00140235	0.35100000	-0.00208573	0.35100000	-0.00405492	0.35100000	-0.00531716
0.35570000	-0.00137206	0.35570000	-0.00054106	0.35570000	-0.00124779	0.35570000	-0.00250458	0.35570000	-0.00257523	0.35570000	-0.00123278	0.35570000	-0.00144688	0.35570000	-0.00214423	0.35570000	-0.00422751	0.35570000	-0.00531716
0.36040000	-0.00141382	0.36040000	-0.00057936	0.36040000	-0.00129301	0.36040000	-0.00258182	0.36040000	-0.00262268	0.36040000	-0.00127831	0.36040000	-0.00149227	0.36040000	-0.00220319	0.36040000	-0.00442527	0.36040000	-0.00531716
0.36510000	-0.00145528	0.36510000	-0.00061734	0.36510000	-0.00133932	0.36510000	-0.00266099	0.36510000	-0.00268524	0.36510000	-0.00132516	0.36510000	-0.00153886	0.36510000	-0.00226314	0.36510000	-0.00465884	0.36510000	-0.00531716
0.36980000	-0.00149843	0.36980000	-0.00065664	0.36980000	-0.00138668	0.36980000	-0.00274077	0.36980000	-0.00274870	0.36980000	-0.00137295	0.36980000	-0.00158549	0.36980000	-0.00232300	0.36980000	-0.00495597	0.36980000	-0.00531716
0.37450000	-0.00154218	0.37450000	-0.00069666	0.37450000	-0.00143432	0.37450000	-0.00282149	0.37450000	-0.00281358	0.37450000	-0.00142198	0.37450000	-0.00163349	0.37450000	-0.00238455	0.37450000	-0.00531716	0.37450000	-0.00531718
0.37920000	-0.00158634	0.37920000	-0.00073734	0.37920000	-0.00148255	0.37920000	-0.00290438	0.37920000	-0.00288043	0.37920000	-0.00147118	0.37920000	-0.00168281	0.37920000	-0.00244716	0.37920000	-0.00531716	0.37920000	-0.00531716
0.38390000	-0.00163132	0.38390000	-0.00077904	0.38390000	-0.00153120	0.38390000	-0.00298814	0.38390000	-0.00294857	0.38390000	-0.00152077	0.38390000	-0.00173218	0.38390000	-0.00251028	0.38390000	-0.00531716	0.38390000	-0.00531716
0.38860000	-0.00167807	0.38860000	-0.00082193	0.38860000	-0.00158131	0.38860000	-0.00307357	0.38860000	-0.00301990	0.38860000	-0.00157161	0.38860000	-0.00178344	0.38860000	-0.00257541	0.38860000	-0.00531716	0.38860000	-0.00531716
0.39330000	-0.00172515	0.39330000	-0.00086602	0.39330000	-0.00163186	0.39330000	-0.00316043	0.39330000	-0.00309197	0.39330000	-0.00162334	0.39330000	-0.00183577	0.39330000	-0.00264217	0.39330000	-0.00531716	0.39330000	-0.00531716
0.39800000	-0.00177374	0.39800000	-0.00091094	0.39800000	-0.00168382	0.39800000	-0.00324853	0.39800000	-0.00316508	0.39800000	-0.00167581	0.39800000	-0.00188811	0.39800000	-0.00270884	0.39800000	-0.00531716	0.39800000	-0.00531716
0.40270000	-0.00182308	0.40270000	-0.00095620	0.40270000	-0.00173588	0.40270000	-0.00333840	0.40270000	-0.00323564	0.40270000	-0.00172887	0.40270000	-0.00194201	0.40270000	-0.00277699	0.40270000	-0.00531716	0.40270000	-0.00531715
0.40740000	-0.00187376	0.40740000	-0.00100243	0.40740000	-0.00178939	0.40740000	-0.00342954	0.40740000	-0.00330970	0.40740000	-0.00178279	0.40740000	-0.00199713	0.40740000	-0.00284631	0.40740000	-0.00531716	0.40740000	-0.00531716
0.41210000	-0.00192597	0.41210000	-0.00104995	0.41210000	-0.00184353	0.41210000	-0.00352351	0.41210000	-0.00338836	0.41210000	-0.00183731	0.41210000	-0.00205361	0.41210000	-0.00291731	0.41210000	-0.00531715	0.41210000	-0.00531716
0.41680000	-0.00197919	0.41680000	-0.00109782	0.41680000	-0.00190002	0.41680000	-0.00361828	0.41680000	-0.00346662	0.41680000	-0.00189292	0.41680000	-0.00211135	0.41680000	-0.00298934	0.41680000	-0.00531715	0.41680000	-0.00531716
0.42150000	-0.00203396	0.42150000	-0.00114664	0.42150000	-0.00195618	0.42150000	-0.00371575	0.42150000	-0.00355002	0.42150000	-0.00194919	0.42150000	-0.00217015	0.42150000	-0.00306289	0.42150000	-0.00531716	0.42150000	-0.00531716
0.42615000	-0.00209015	0.42615000	-0.00119616	0.42615000	-0.00201313	0.42615000	-0.00381457	0.42615000	-0.00364189	0.42615000	-0.00200592	0.42615000	-0.00222954	0.42615000	-0.00313746	0.42615000	-0.00531716	0.42615000	-0.00531716
0.43085000	-0.00214806	0.43085000	-0.00124682	0.43085000	-0.00207151	0.43085000	-0.00391604	0.43085000	-0.00374030	0.43085000	-0.00206387	0.43085000	-0.00229105	0.43085000	-0.00321538	0.43085000	-0.00531716	0.43085000	-0.00531716
0.43555000	-0.00220711	0.43555000	-0.00129807	0.43555000	-0.00213133	0.43555000	-0.00401988	0.43555000	-0.00382848	0.43555000	-0.00212267	0.43555000	-0.00235349	0.43555000	-0.00329356	0.43555000	-0.00531716	0.43555000	-0.00531716
0.44025000	-0.00226791	0.44025000	-0.00135105	0.44025000	-0.00219208	0.44025000	-0.00412674	0.44025000	-0.00391763	0.44025000	-0.00218206	0.44025000	-0.00241788	0.44025000	-0.00337432	0.44025000	-0.00531716	0.44025000	-0.00531716
0.44495000	-0.00233005	0.44495000	-0.00140446	0.44495000	-0.00225376	0.44495000	-0.00423554	0.44495000	-0.00401462	0.44495000	-0.00224288	0.44495000	-0.00248370	0.44495000	-0.00345763	0.44495000	-0.00531716	0.44495000	-0.00531716
0.44965000	-0.00239479	0.44965000	-0.00145803	0.44965000	-0.00231610	0.44965000	-0.00434705	0.44965000	-0.00411476	0.44965000	-0.00230351	0.44965000	-0.00255003	0.44965000	-0.00354207	0.44965000	-0.00531715	0.44965000	-0.00531716
0.45435000	-0.00246189	0.45435000	-0.00151314	0.45435000	-0.00238031	0.45435000	-0.00446308	0.45435000	-0.00421728	0.45435000	-0.00236597	0.45435000	-0.00261906	0.45435000	-0.00363027	0.45435000	-0.00531716	0.45435000	-0.00531716
0.45905000	-0.00253195	0.45905000	-0.00157003	0.45905000	-0.00244599	0.45905000	-0.00458298	0.45905000	-0.00431527	0.45905000	-0.00242880	0.45905000	-0.00268956	0.45905000	-0.00372031	0.45905000	-0.00531716	0.45905000	-0.00531716
0.46375000	-0.00260543	0.46375000	-0.00162694	0.46375000	-0.00251316	0.46375000	-0.00470663	0.46375000	-0.00442531	0.46375000	-0.00249234	0.46375000	-0.00276213	0.46375000	-0.00381356	0.46375000	-0.00531715	0.46375000	-0.00531716
0.46845000	-0.00268156	0.46845000	-0.00168547	0.46845000	-0.00258093	0.46845000	-0.00483341	0.46845000	-0.00454145	0.46845000	-0.00255696	0.46845000	-0.00283708	0.46845000	-0.00390930	0.46845000	-0.00531716	0.46845000	-0.00531716
0.47315000	-0.00276193	0.47315000	-0.00174457	0.47315000	-0.00265137	0.47315000	-0.00496730	0.47315000	-0.00466326	0.47315000	-0.00262312	0.47315000	-0.00291339	0.47315000	-0.00400916	0.47315000	-0.00531716	0.47315000	-0.00531716
0.47785000	-0.00284674	0.47785000	-0.00180445	0.47785000	-0.00272325	0.47785000	-0.00510607	0.47785000	-0.00479096	0.47785000	-0.00269022	0.47785000	-0.00299210	0.47785000	-0.00411190	0.47785000	-0.00531716	0.47785000	-0.00531716
0.48255000	-0.00292530	0.48255000	-0.00186613	0.48255000	-0.00279703	0.48255000	-0.00525289	0.48255000	-0.00492879	0.48255000	-0.00275848	0.48255000	-0.00307318	0.48255000	-0.00422084	0.48255000	-0.00531714	0.48255000	-0.00531715
0.48725000	-0.00301896	0.48725000	-0.00192868	0.48725000	-0.00287173	0.48725000	-0.00531715	0.48725000	-0.00508103	0.48725000	-0.00282738	0.48725000	-0.00315643	0.48725000	-0.00433421	0.48725000	-0.00531715	0.48725000	-0.00531715
0.49195000	-0.00311929	0.49195000	-0.00199222	0.49195000	-0.00294876	0.49195000	-0.00531716	0.49195000	-0.00523574	0.49195000	-0.00289757	0.49195000	-0.00324265	0.49195000	-0.00445237	0.49195000	-0.00531715	0.49195000	-0.00531715
0.49665000	-0.00322770	0.49665000	-0.00205704	0.49665000	-0.00302820	0.49665000	-0.00531715	0.49665000	-0.00531716	0.49665000	-0.00296801	0.49665000	-0.00333233	0.49665000	-0.00457800	0.49665000	-0.00531716	0.49665000	-0.00531715
0.50135000	-0.00334366	0.50135000	-0.00212395	0.50135000	-0.00310937	0.50135000	-0.00531715	0.50135000	-0.00531715	0.50135000	-0.00304038	0.50135000	-0.00342526	0.50135000	-0.00471072	0.50135000	-0.00531716	0.50135000	-0.00531716
0.50605000	-0.00346968	0.50605000	-0.00219137	0.50605000	-0.00319354	0.50605000	-0.00531716	0.50605000	-0.00531716	0.50605000	-0.00311466	0.50605000	-0.00352223	0.50605000	-0.00485277	0.50605000	-0.00531715	0.50605000	-0.00531716
0.51075000	-0.00361173	0.51075000	-0.00226081	0.51075000	-0.00327953	0.51075000	-0.00531715	0.51075000	-0.00531716	0.51075000	-0.00318981	0.51075000	-0.00362384	0.51075000	-0.00500389	0.51075000	-0.00531716	0.51075000	-0.00531715
0.51545000	-0.00377879	0.51545000	-0.00233086	0.51545000	-0.00336940	0.51545000	-0.00531716	0.51545000	-0.00531715	0.51545000	-0.00326559	0.51545000	-0.00372963	0.51545000	-0.00516788	0.51545000	-0.00531716	0.51545000	-0.00531716
0.52015000	-0.00397801	0.52015000	-0.00240206	0.52015000	-0.00345756	0.52015000	-0.00531716	0.52015000	-0.00531716	0.52015000	-0.00334342	0.52015000	-0.00384047	0.52015000	-0.00531716	0.52015000	-0.00531715	0.52015000	-0.00531715
0.52485000	-0.00423557	0.52485000	-0.00247530	0.52485000	-0.00355560	0.52485000	-0.00531715	0.52485000	-0.00531715	0.52485000	-0.00342215	0.52485000	-0.00395840	0.52485000	-0.00531716	0.52485000	-0.00531716	0.52485000	-0.00531715
0.52955000	-0.00459153	0.52955000	-0.00255063	0.52955000	-0.00365687	0.52955000	-0.00531715	0.52955000	-0.00531715	0.52955000	-0.00350258	0.52955000	-0.00408176	0.52955000	-0.00531716	0.52955000	-0.00531716	0.52955000	-0.00531716
0.53425000	-0.00476247	0.53425000	-0.00262746	0.53425000	-0.00376226	0.53425000	-0.00531716	0.53425000	-0.00531714	0.53425000	-0.00358467	0.53425000	-0.00421323	0.53425000	-0.00531716	0.53425000	-0.00531716	0.53425000	-0.00531716
0.53895000	-0.00531713	0.53895000	-0.00270653	0.53895000	-0.00386877	0.53895000	-0.00531716	0.53895000	-0.00531716	0.53895000	-0.00366904	0.53895000	-0.00435492	0.53895000	-0.00531716	0.53895000	-0.00531716	0.53895000	-0.00531715
0.54360000	-0.00531714	0.54360000	-0.00278636	0.54360000	-0.00397901	0.54360000	-0.00531715	0.54360000	-0.00531716	0.54360000	-0.00375465	0.54360000	-0.00450518	0.54360000	-0.00531716	0.54360000	-0.00531715	0.54360000	-0.00531715
0.54830000	-0.00531715	0.54830000	-0.00286929	0.54830000	-0.00409815	0.54830000	-0.00531715	0.54830000	-0.00531716	0.54830000	-0.00384283	0.54830000	-0.00467052	0.54830000	-0.00531716	0.54830000	-0.00531716	0.54830000	-0.00531716
0.55300000	-0.00531716	0.55300000	-0.00295516	0.55300000	-0.00422442	0.55300000	-0.00531716	0.55300000	-0.00531716	0.55300000	-0.00393316	0.55300000	-0.00484815	0.55300000	-0.00531716	0.55300000	-0.00531716	0.55300000	-0.00531716
0.55770000	-0.00531715	0.55770000	-0.00304374	0.55770000	-0.00430374	0.55770000	-0.00531716	0.55770000	-0.00531716	0.55770000	-0.00402709	0.55770000	-0.00505211	0.55770000	-0.00531716	0.55770000	-0.00531716	0.55770000	-0.00531715
0.56240000	-0.00531715	0.56240000	-0.00313457	0.56240000	-0.00444260	0.56240000	-0.00531716	0.56240000	-0.00531716	0.56240000	-0.00412323	0.56240000	-0.00528231	0.56240000	-0.00531716	0.56240000	-0.00531715	0.56240000	-0.00531715
0.56710000	-0.00531716	0.56710000	-0.00323002	0.56710000	-0.00460208	0.56710000	-0.00531715	0.56710000	-0.00531716	0.56710000	-0.00422192	0.56710000	-0.00531716	0.56710000	-0.00531716	0.56710000	-0.00531716	0.56710000	-0.00531715
0.57180000	-0.00531715	0.57180000	-0.00333004	0.57180000	-0.00477857	0.57180000	-0.00531715	0.57180000	-0.00531716	0.57180000	-0.00432269	0.57180000	-0.00531716	0.57180000	-0.00531717	0.57180000	-0.00531716	0.57180000	-0.00531716
0.57650000	-0.00531715	0.57650000	-0.00343478	0.57650000	-0.00496983	0.57650000	-0.00531716	0.57650000	-0.00531716	0.57650000	-0.00442649	0.57650000	-0.00531716	0.57650000	-0.00531716	0.57650000	-0.00531716	0.57650000	-0.00531716
0.58120000	-0.00531715	0.58120000	-0.00354310	0.58120000	-0.00517820	0.58120000	-0.00531716	0.58120000	-0.00531716	0.58120000	-0.00453171	0.58120000	-0.00531716	0.58120000	-0.00531717	0.58120000	-0.00531716	0.58120000	-0.00531716
0.58590000	-0.00531714	0.58590000	-0.00365637	0.58590000	-0.00531716	0.58590000	-0.00531715	0.58590000	-0.00531716	0.58590000	-0.00464191	0.58590000	-0.00531715	0.58590000	-0.00531716	0.58590000	-0.00531716	0.58590000	-0.00531715
0.59060000	-0.00531716	0.59060000	-0.00377505	0.59060000	-0.00531716	0.59060000	-0.00531716	0.59060000	-0.00531716	0.59060000	-0.00475838	0.59060000	-0.00531715	0.59060000	-0.00531716	0.59060000	-0.00531716	0.59060000	-0.00531716
0.59530000	-0.00531716	0.59530000	-0.00389734	0.59530000	-0.00531716	0.59530000	-0.00531716	0.59530000	-0.00531715	0.59530000	-0.00487884	0.59530000	-0.00531716	0.59530000	-0.00531715	0.59530000	-0.00531716	0.59530000	-0.00531715
0.60000000	-0.00531715	0.60000000	-0.00399309	0.60000000	-0.00531716	0.60000000	-0.00531716	0.60000000	-0.00531715	0.60000000	-0.00500515	0.60000000	-0.00531716	0.60000000	-0.00531716	0.60000000	-0.00531715	0.60000000	-0.00531716
