Mo_200Sb_25Se_1 2026-07-09 10-35-34		Mo_200Sb_25Se_2 2026-07-09 10-37-35		Mo_200Sb_25Se_3 2026-07-09 10-39-51		Mo_200Sb_25Se_4 2026-07-09 10-41-36		Mo_200Sb_25Se_5 2026-07-09 10-43-16		Mo_200Sb_25Se_6 2026-07-09 10-44-50		Mo_200Sb_25Se_7 2026-07-09 10-46-49		Mo_200Sb_25Se_9 2026-07-09 10-48-24		Mo_200Sb_25Se_10 2026-07-09 10-49-56		Mo_200Sb_25Se_11 2026-07-09 10-51-10		Mo_200Sb_25Se_12 2026-07-09 10-52-29		Mo_200Sb_25Se_13 2026-07-09 10-54-24		Mo_200Sb_25Se_14 2026-07-09 10-55-42	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.23825000	0.00108953	0.23825000	0.00041248	0.23825000	-0.00118583	0.23825000	0.00022841	0.23825000	0.00060342	0.23825000	-0.00089246	0.23825000	-0.00302868	0.23825000	-0.00543855	0.23825000	-0.00000681	0.23825000	-0.00048293	0.23825000	0.00094090	0.23825000	0.00051465	0.23825000	-0.00000222
0.24295000	0.00104640	0.24295000	0.00039773	0.24295000	-0.00129234	0.24295000	0.00018892	0.24295000	0.00056599	0.24295000	-0.00095265	0.24295000	-0.00312272	0.24295000	-0.00570887	0.24295000	-0.00005839	0.24295000	-0.00053697	0.24295000	0.00090580	0.24295000	0.00050433	0.24295000	-0.00005857
0.24765000	0.00100125	0.24765000	0.00038325	0.24765000	-0.00140247	0.24765000	0.00014885	0.24765000	0.00052802	0.24765000	-0.00101212	0.24765000	-0.00321803	0.24765000	-0.00598889	0.24765000	-0.00011394	0.24765000	-0.00059222	0.24765000	0.00087071	0.24765000	0.00049408	0.24765000	-0.00011920
0.25235000	0.00095398	0.25235000	0.00036737	0.25235000	-0.00151456	0.25235000	0.00010853	0.25235000	0.00048885	0.25235000	-0.00107436	0.25235000	-0.00331326	0.25235000	-0.00627965	0.25235000	-0.00017248	0.25235000	-0.00064800	0.25235000	0.00083370	0.25235000	0.00048259	0.25235000	-0.00018131
0.25705000	0.00090483	0.25705000	0.00035108	0.25705000	-0.00163089	0.25705000	0.00006466	0.25705000	0.00044843	0.25705000	-0.00113762	0.25705000	-0.00341002	0.25705000	-0.00658012	0.25705000	-0.00023293	0.25705000	-0.00070575	0.25705000	0.00079653	0.25705000	0.00047050	0.25705000	-0.00024391
0.26175000	0.00085485	0.26175000	0.00033427	0.26175000	-0.00175164	0.26175000	0.00002244	0.26175000	0.00040683	0.26175000	-0.00120174	0.26175000	-0.00350746	0.26175000	-0.00689189	0.26175000	-0.00029486	0.26175000	-0.00076570	0.26175000	0.00075716	0.26175000	0.00045674	0.26175000	-0.00030865
0.26645000	0.00080275	0.26645000	0.00031674	0.26645000	-0.00187567	0.26645000	-0.00002044	0.26645000	0.00036419	0.26645000	-0.00126705	0.26645000	-0.00360664	0.26645000	-0.00721768	0.26645000	-0.00035980	0.26645000	-0.00082629	0.26645000	0.00071704	0.26645000	0.00044201	0.26645000	-0.00037460
0.27115000	0.00074985	0.27115000	0.00029902	0.27115000	-0.00200405	0.27115000	-0.00006397	0.27115000	0.00032126	0.27115000	-0.00133356	0.27115000	-0.00370750	0.27115000	-0.00755840	0.27115000	-0.00042739	0.27115000	-0.00088865	0.27115000	0.00067448	0.27115000	0.00042690	0.27115000	-0.00044147
0.27585000	0.00069498	0.27585000	0.00028077	0.27585000	-0.00213554	0.27585000	-0.00011202	0.27585000	0.00027637	0.27585000	-0.00140124	0.27585000	-0.00380873	0.27585000	-0.00790987	0.27585000	-0.00049772	0.27585000	-0.00095360	0.27585000	0.00063146	0.27585000	0.00040942	0.27585000	-0.00051059
0.28055000	0.00063899	0.28055000	0.00026150	0.28055000	-0.00227177	0.28055000	-0.00015594	0.28055000	0.00023137	0.28055000	-0.00147064	0.28055000	-0.00391075	0.28055000	-0.00827889	0.28055000	-0.00057031	0.28055000	-0.00101939	0.28055000	0.00058715	0.28055000	0.00039102	0.28055000	-0.00058007
0.28525000	0.00057969	0.28525000	0.00024179	0.28525000	-0.00241189	0.28525000	-0.00020164	0.28525000	0.00018479	0.28525000	-0.00154110	0.28525000	-0.00401501	0.28525000	-0.00866610	0.28525000	-0.00064648	0.28525000	-0.00108711	0.28525000	0.00053915	0.28525000	0.00037108	0.28525000	-0.00065225
0.28995000	0.00051908	0.28995000	0.00022136	0.28995000	-0.00255660	0.28995000	-0.00024783	0.28995000	0.00013673	0.28995000	-0.00161296	0.28995000	-0.00412167	0.28995000	-0.00906998	0.28995000	-0.00072554	0.28995000	-0.00115601	0.28995000	0.00049165	0.28995000	0.00034978	0.28995000	-0.00072631
0.29465000	0.00045536	0.29465000	0.00020029	0.29465000	-0.00270521	0.29465000	-0.00029526	0.29465000	0.00008686	0.29465000	-0.00168638	0.29465000	-0.00423003	0.29465000	-0.00907385	0.29465000	-0.00080634	0.29465000	-0.00122714	0.29465000	0.00044128	0.29465000	0.00032646	0.29465000	-0.00080351
0.29935000	0.00039046	0.29935000	0.00017860	0.29935000	-0.00285800	0.29935000	-0.00034331	0.29935000	0.00003705	0.29935000	-0.00176134	0.29935000	-0.00433820	0.29935000	-0.00907384	0.29935000	-0.00089076	0.29935000	-0.00130074	0.29935000	0.00038913	0.29935000	0.00030043	0.29935000	-0.00088181
0.30405000	0.00032359	0.30405000	0.00015577	0.30405000	-0.00301566	0.30405000	-0.00039276	0.30405000	-0.00001401	0.30405000	-0.00183767	0.30405000	-0.00444815	0.30405000	-0.00907385	0.30405000	-0.00097658	0.30405000	-0.00137646	0.30405000	0.00033554	0.30405000	0.00027309	0.30405000	-0.00095998
0.30870000	0.00025610	0.30870000	0.00013234	0.30870000	-0.00317614	0.30870000	-0.00044218	0.30870000	-0.00006609	0.30870000	-0.00191387	0.30870000	-0.00455884	0.30870000	-0.00907384	0.30870000	-0.00106614	0.30870000	-0.00145294	0.30870000	0.00028108	0.30870000	0.00024345	0.30870000	-0.00104108
0.31340000	0.00018569	0.31340000	0.00010782	0.31340000	-0.00334393	0.31340000	-0.00049338	0.31340000	-0.00012106	0.31340000	-0.00199285	0.31340000	-0.00467346	0.31340000	-0.00907383	0.31340000	-0.00116031	0.31340000	-0.00153253	0.31340000	0.00022376	0.31340000	0.00021125	0.31340000	-0.00112455
0.31810000	0.00011167	0.31810000	0.00008162	0.31810000	-0.00351732	0.31810000	-0.00054526	0.31810000	-0.00017614	0.31810000	-0.00207410	0.31810000	-0.00478991	0.31810000	-0.00907383	0.31810000	-0.00125723	0.31810000	-0.00161481	0.31810000	0.00016538	0.31810000	0.00017614	0.31810000	-0.00121125
0.32280000	0.00003642	0.32280000	0.00005620	0.32280000	-0.00369582	0.32280000	-0.00059849	0.32280000	-0.00023165	0.32280000	-0.00215603	0.32280000	-0.00490830	0.32280000	-0.00907383	0.32280000	-0.00135804	0.32280000	-0.00169839	0.32280000	0.00010522	0.32280000	0.00013828	0.32280000	-0.00130002
0.32750000	-0.00004150	0.32750000	0.00002881	0.32750000	-0.00388132	0.32750000	-0.00065260	0.32750000	-0.00028946	0.32750000	-0.00224047	0.32750000	-0.00502715	0.32750000	-0.00907384	0.32750000	-0.00146147	0.32750000	-0.00178537	0.32750000	0.00004186	0.32750000	0.00009759	0.32750000	-0.00139159
0.33220000	-0.00012177	0.33220000	0.00000071	0.33220000	-0.00407286	0.33220000	-0.00070788	0.33220000	-0.00034896	0.33220000	-0.00232606	0.33220000	-0.00514353	0.33220000	-0.00907383	0.33220000	-0.00156861	0.33220000	-0.00187451	0.33220000	-0.00002321	0.33220000	0.00005313	0.33220000	-0.00148555
0.33690000	-0.00020493	0.33690000	-0.00002853	0.33690000	-0.00427073	0.33690000	-0.00076438	0.33690000	-0.00040861	0.33690000	-0.00241449	0.33690000	-0.00526689	0.33690000	-0.00907385	0.33690000	-0.00167917	0.33690000	-0.00196626	0.33690000	-0.00009042	0.33690000	0.00000519	0.33690000	-0.00158121
0.34160000	-0.00029053	0.34160000	-0.00005778	0.34160000	-0.00447491	0.34160000	-0.00082237	0.34160000	-0.00047081	0.34160000	-0.00250398	0.34160000	-0.00539356	0.34160000	-0.00907384	0.34160000	-0.00179229	0.34160000	-0.00206071	0.34160000	-0.00015874	0.34160000	-0.00004696	0.34160000	-0.00168051
0.34630000	-0.00037980	0.34630000	-0.00008817	0.34630000	-0.00468218	0.34630000	-0.00088137	0.34630000	-0.00053453	0.34630000	-0.00259583	0.34630000	-0.00552458	0.34630000	-0.00907384	0.34630000	-0.00190923	0.34630000	-0.00215742	0.34630000	-0.00022931	0.34630000	-0.00010268	0.34630000	-0.00178249
0.35100000	-0.00047129	0.35100000	-0.00011961	0.35100000	-0.00489514	0.35100000	-0.00094123	0.35100000	-0.00059897	0.35100000	-0.00268959	0.35100000	-0.00565650	0.35100000	-0.00907385	0.35100000	-0.00202978	0.35100000	-0.00225638	0.35100000	-0.00030135	0.35100000	-0.00016012	0.35100000	-0.00188710
0.35570000	-0.00056562	0.35570000	-0.00015212	0.35570000	-0.00511704	0.35570000	-0.00100228	0.35570000	-0.00066564	0.35570000	-0.00278561	0.35570000	-0.00579202	0.35570000	-0.00907384	0.35570000	-0.00215380	0.35570000	-0.00235880	0.35570000	-0.00037581	0.35570000	-0.00022068	0.35570000	-0.00199440
0.36040000	-0.00066401	0.36040000	-0.00018581	0.36040000	-0.00534630	0.36040000	-0.00106470	0.36040000	-0.00073403	0.36040000	-0.00288383	0.36040000	-0.00593140	0.36040000	-0.00907384	0.36040000	-0.00228169	0.36040000	-0.00246420	0.36040000	-0.00045254	0.36040000	-0.00028557	0.36040000	-0.00210407
0.36510000	-0.00076499	0.36510000	-0.00022048	0.36510000	-0.00558386	0.36510000	-0.00112890	0.36510000	-0.00080387	0.36510000	-0.00298370	0.36510000	-0.00607437	0.36510000	-0.00907385	0.36510000	-0.00241280	0.36510000	-0.00257281	0.36510000	-0.00053144	0.36510000	-0.00035424	0.36510000	-0.00221641
0.36980000	-0.00086863	0.36980000	-0.00025670	0.36980000	-0.00583158	0.36980000	-0.00119426	0.36980000	-0.00087503	0.36980000	-0.00308586	0.36980000	-0.00622086	0.36980000	-0.00907384	0.36980000	-0.00254729	0.36980000	-0.00268291	0.36980000	-0.00061203	0.36980000	-0.00042646	0.36980000	-0.00233226
0.37450000	-0.00097533	0.37450000	-0.00029411	0.37450000	-0.00608939	0.37450000	-0.00126115	0.37450000	-0.00094832	0.37450000	-0.00319019	0.37450000	-0.00637033	0.37450000	-0.00907383	0.37450000	-0.00268588	0.37450000	-0.00279706	0.37450000	-0.00069462	0.37450000	-0.00050200	0.37450000	-0.00245071
0.37920000	-0.00108506	0.37920000	-0.00033292	0.37920000	-0.00635679	0.37920000	-0.00132924	0.37920000	-0.00102289	0.37920000	-0.00329688	0.37920000	-0.00652404	0.37920000	-0.00907384	0.37920000	-0.00282865	0.37920000	-0.00291463	0.37920000	-0.00077970	0.37920000	-0.00058192	0.37920000	-0.00257201
0.38390000	-0.00119650	0.38390000	-0.00037258	0.38390000	-0.00662891	0.38390000	-0.00139851	0.38390000	-0.00109857	0.38390000	-0.00340545	0.38390000	-0.00668160	0.38390000	-0.00907384	0.38390000	-0.00297390	0.38390000	-0.00303521	0.38390000	-0.00086624	0.38390000	-0.00066417	0.38390000	-0.00269528
0.38860000	-0.00131143	0.38860000	-0.00041385	0.38860000	-0.00691679	0.38860000	-0.00146962	0.38860000	-0.00117669	0.38860000	-0.00351678	0.38860000	-0.00684342	0.38860000	-0.00907384	0.38860000	-0.00312415	0.38860000	-0.00315967	0.38860000	-0.00095399	0.38860000	-0.00075069	0.38860000	-0.00282234
0.39330000	-0.00143033	0.39330000	-0.00045624	0.39330000	-0.00720075	0.39330000	-0.00154263	0.39330000	-0.00125687	0.39330000	-0.00363148	0.39330000	-0.00701057	0.39330000	-0.00907385	0.39330000	-0.00327870	0.39330000	-0.00328582	0.39330000	-0.00104467	0.39330000	-0.00084074	0.39330000	-0.00295260
0.39800000	-0.00155287	0.39800000	-0.00049998	0.39800000	-0.00750284	0.39800000	-0.00161690	0.39800000	-0.00133892	0.39800000	-0.00374777	0.39800000	-0.00718331	0.39800000	-0.00907384	0.39800000	-0.00343801	0.39800000	-0.00341649	0.39800000	-0.00113747	0.39800000	-0.00093496	0.39800000	-0.00308532
0.40270000	-0.00167764	0.40270000	-0.00054542	0.40270000	-0.00782324	0.40270000	-0.00169243	0.40270000	-0.00142247	0.40270000	-0.00386711	0.40270000	-0.00736098	0.40270000	-0.00907383	0.40270000	-0.00360183	0.40270000	-0.00355113	0.40270000	-0.00123264	0.40270000	-0.00103348	0.40270000	-0.00322217
0.40740000	-0.00180440	0.40740000	-0.00059228	0.40740000	-0.00817342	0.40740000	-0.00176951	0.40740000	-0.00150762	0.40740000	-0.00398839	0.40740000	-0.00754439	0.40740000	-0.00907385	0.40740000	-0.00377208	0.40740000	-0.00368778	0.40740000	-0.00132857	0.40740000	-0.00113440	0.40740000	-0.00336120
0.41210000	-0.00193432	0.41210000	-0.00064040	0.41210000	-0.00852625	0.41210000	-0.00184810	0.41210000	-0.00159453	0.41210000	-0.00411289	0.41210000	-0.00773695	0.41210000	-0.00907385	0.41210000	-0.00394647	0.41210000	-0.00382920	0.41210000	-0.00142732	0.41210000	-0.00123932	0.41210000	-0.00350373
0.41680000	-0.00206769	0.41680000	-0.00069036	0.41680000	-0.00889851	0.41680000	-0.00192863	0.41680000	-0.00168349	0.41680000	-0.00424101	0.41680000	-0.00793514	0.41680000	-0.00907384	0.41680000	-0.00412833	0.41680000	-0.00397444	0.41680000	-0.00152793	0.41680000	-0.00134858	0.41680000	-0.00364877
0.42150000	-0.00220431	0.42150000	-0.00074174	0.42150000	-0.00907384	0.42150000	-0.00201069	0.42150000	-0.00177407	0.42150000	-0.00437199	0.42150000	-0.00814145	0.42150000	-0.00907385	0.42150000	-0.00431595	0.42150000	-0.00412435	0.42150000	-0.00163054	0.42150000	-0.00146113	0.42150000	-0.00379723
0.42615000	-0.00234201	0.42615000	-0.00079434	0.42615000	-0.00907384	0.42615000	-0.00209345	0.42615000	-0.00186550	0.42615000	-0.00450421	0.42615000	-0.00835390	0.42615000	-0.00907385	0.42615000	-0.00450994	0.42615000	-0.00427689	0.42615000	-0.00173288	0.42615000	-0.00157625	0.42615000	-0.00394760
0.43085000	-0.00248457	0.43085000	-0.00084862	0.43085000	-0.00907385	0.43085000	-0.00217862	0.43085000	-0.00195955	0.43085000	-0.00464122	0.43085000	-0.00857697	0.43085000	-0.00907385	0.43085000	-0.00471320	0.43085000	-0.00443490	0.43085000	-0.00183828	0.43085000	-0.00169535	0.43085000	-0.00410287
0.43555000	-0.00262970	0.43555000	-0.00090472	0.43555000	-0.00907379	0.43555000	-0.00226525	0.43555000	-0.00205541	0.43555000	-0.00478043	0.43555000	-0.00880698	0.43555000	-0.00907385	0.43555000	-0.00492701	0.43555000	-0.00459834	0.43555000	-0.00194537	0.43555000	-0.00181850	0.43555000	-0.00426166
0.44025000	-0.00277828	0.44025000	-0.00096067	0.44025000	-0.00907383	0.44025000	-0.00235325	0.44025000	-0.00215336	0.44025000	-0.00492337	0.44025000	-0.00904985	0.44025000	-0.00907385	0.44025000	-0.00515025	0.44025000	-0.00476777	0.44025000	-0.00205421	0.44025000	-0.00194580	0.44025000	-0.00442439
0.44495000	-0.00293116	0.44495000	-0.00101989	0.44495000	-0.00907383	0.44495000	-0.00244299	0.44495000	-0.00225253	0.44495000	-0.00506973	0.44495000	-0.00907385	0.44495000	-0.00907383	0.44495000	-0.00538442	0.44495000	-0.00494175	0.44495000	-0.00216480	0.44495000	-0.00207717	0.44495000	-0.00459162
0.44965000	-0.00308579	0.44965000	-0.00108012	0.44965000	-0.00907384	0.44965000	-0.00253363	0.44965000	-0.00235321	0.44965000	-0.00521971	0.44965000	-0.00907385	0.44965000	-0.00907384	0.44965000	-0.00563226	0.44965000	-0.00512105	0.44965000	-0.00227580	0.44965000	-0.00221077	0.44965000	-0.00476105
0.45435000	-0.00324462	0.45435000	-0.00114215	0.45435000	-0.00907384	0.45435000	-0.00262649	0.45435000	-0.00245607	0.45435000	-0.00537894	0.45435000	-0.00907388	0.45435000	-0.00907384	0.45435000	-0.00589951	0.45435000	-0.00530845	0.45435000	-0.00239001	0.45435000	-0.00234948	0.45435000	-0.00493626
0.45905000	-0.00340820	0.45905000	-0.00120519	0.45905000	-0.00907384	0.45905000	-0.00272120	0.45905000	-0.00256024	0.45905000	-0.00554039	0.45905000	-0.00907383	0.45905000	-0.00907384	0.45905000	-0.00618688	0.45905000	-0.00550168	0.45905000	-0.00250701	0.45905000	-0.00249255	0.45905000	-0.00511537
0.46375000	-0.00357436	0.46375000	-0.00126985	0.46375000	-0.00907383	0.46375000	-0.00281710	0.46375000	-0.00266640	0.46375000	-0.00570695	0.46375000	-0.00907384	0.46375000	-0.00907383	0.46375000	-0.00650200	0.46375000	-0.00570480	0.46375000	-0.00262323	0.46375000	-0.00264071	0.46375000	-0.00530000
0.46845000	-0.00374293	0.46845000	-0.00133542	0.46845000	-0.00907383	0.46845000	-0.00291457	0.46845000	-0.00277457	0.46845000	-0.00587355	0.46845000	-0.00907383	0.46845000	-0.00907384	0.46845000	-0.00685349	0.46845000	-0.00591749	0.46845000	-0.00274157	0.46845000	-0.00279333	0.46845000	-0.00549001
0.47315000	-0.00391568	0.47315000	-0.00140282	0.47315000	-0.00907383	0.47315000	-0.00301416	0.47315000	-0.00288436	0.47315000	-0.00604873	0.47315000	-0.00907382	0.47315000	-0.00907384	0.47315000	-0.00725190	0.47315000	-0.00613872	0.47315000	-0.00286189	0.47315000	-0.00295183	0.47315000	-0.00568616
0.47785000	-0.00409204	0.47785000	-0.00147179	0.47785000	-0.00907384	0.47785000	-0.00311517	0.47785000	-0.00299657	0.47785000	-0.00622633	0.47785000	-0.00907382	0.47785000	-0.00907384	0.47785000	-0.00771829	0.47785000	-0.00637176	0.47785000	-0.00298318	0.47785000	-0.00311672	0.47785000	-0.00588837
0.48255000	-0.00427194	0.48255000	-0.00154136	0.48255000	-0.00907384	0.48255000	-0.00321776	0.48255000	-0.00310973	0.48255000	-0.00640511	0.48255000	-0.00907384	0.48255000	-0.00907383	0.48255000	-0.00830469	0.48255000	-0.00661738	0.48255000	-0.00310627	0.48255000	-0.00328829	0.48255000	-0.00609712
0.48725000	-0.00445851	0.48725000	-0.00161275	0.48725000	-0.00907382	0.48725000	-0.00332204	0.48725000	-0.00322507	0.48725000	-0.00659358	0.48725000	-0.00907386	0.48725000	-0.00907384	0.48725000	-0.00907339	0.48725000	-0.00687765	0.48725000	-0.00323055	0.48725000	-0.00346637	0.48725000	-0.00631394
0.49195000	-0.00465081	0.49195000	-0.00168562	0.49195000	-0.00907383	0.49195000	-0.00342808	0.49195000	-0.00334201	0.49195000	-0.00678739	0.49195000	-0.00907383	0.49195000	-0.00907383	0.49195000	-0.00907384	0.49195000	-0.00715736	0.49195000	-0.00335780	0.49195000	-0.00364974	0.49195000	-0.00653880
0.49665000	-0.00484843	0.49665000	-0.00175883	0.49665000	-0.00907384	0.49665000	-0.00353559	0.49665000	-0.00346061	0.49665000	-0.00698943	0.49665000	-0.00907383	0.49665000	-0.00907384	0.49665000	-0.00907384	0.49665000	-0.00745445	0.49665000	-0.00348597	0.49665000	-0.00383843	0.49665000	-0.00677404
0.50135000	-0.00505158	0.50135000	-0.00183374	0.50135000	-0.00907385	0.50135000	-0.00364468	0.50135000	-0.00358120	0.50135000	-0.00719817	0.50135000	-0.00907384	0.50135000	-0.00907385	0.50135000	-0.00907384	0.50135000	-0.00778081	0.50135000	-0.00361606	0.50135000	-0.00403682	0.50135000	-0.00702034
0.50605000	-0.00526081	0.50605000	-0.00191010	0.50605000	-0.00907384	0.50605000	-0.00375520	0.50605000	-0.00370338	0.50605000	-0.00741375	0.50605000	-0.00907384	0.50605000	-0.00907383	0.50605000	-0.00907385	0.50605000	-0.00813639	0.50605000	-0.00374725	0.50605000	-0.00424356	0.50605000	-0.00727658
0.51075000	-0.00547870	0.51075000	-0.00198806	0.51075000	-0.00907383	0.51075000	-0.00386763	0.51075000	-0.00382763	0.51075000	-0.00762518	0.51075000	-0.00907383	0.51075000	-0.00907383	0.51075000	-0.00907385	0.51075000	-0.00853356	0.51075000	-0.00387976	0.51075000	-0.00445903	0.51075000	-0.00754592
0.51545000	-0.00570620	0.51545000	-0.00206763	0.51545000	-0.00907383	0.51545000	-0.00398188	0.51545000	-0.00395361	0.51545000	-0.00785127	0.51545000	-0.00907383	0.51545000	-0.00907384	0.51545000	-0.00907385	0.51545000	-0.00898688	0.51545000	-0.00401413	0.51545000	-0.00468684	0.51545000	-0.00783060
0.52015000	-0.00594334	0.52015000	-0.00214843	0.52015000	-0.00907383	0.52015000	-0.00409754	0.52015000	-0.00408163	0.52015000	-0.00809005	0.52015000	-0.00907383	0.52015000	-0.00907383	0.52015000	-0.00907385	0.52015000	-0.00907384	0.52015000	-0.00415010	0.52015000	-0.00492872	0.52015000	-0.00813378
0.52485000	-0.00618920	0.52485000	-0.00223106	0.52485000	-0.00907384	0.52485000	-0.00421520	0.52485000	-0.00421157	0.52485000	-0.00834077	0.52485000	-0.00907383	0.52485000	-0.00907383	0.52485000	-0.00907385	0.52485000	-0.00907383	0.52485000	-0.00428769	0.52485000	-0.00518465	0.52485000	-0.00845768
0.52955000	-0.00644751	0.52955000	-0.00231560	0.52955000	-0.00907384	0.52955000	-0.00433430	0.52955000	-0.00434339	0.52955000	-0.00860438	0.52955000	-0.00907383	0.52955000	-0.00907383	0.52955000	-0.00907384	0.52955000	-0.00907384	0.52955000	-0.00442738	0.52955000	-0.00545850	0.52955000	-0.00880386
0.53425000	-0.00672000	0.53425000	-0.00240110	0.53425000	-0.00907384	0.53425000	-0.00445568	0.53425000	-0.00447731	0.53425000	-0.00887846	0.53425000	-0.00907384	0.53425000	-0.00907384	0.53425000	-0.00907384	0.53425000	-0.00907384	0.53425000	-0.00456931	0.53425000	-0.00573899	0.53425000	-0.00907382
0.53895000	-0.00700908	0.53895000	-0.00248815	0.53895000	-0.00907383	0.53895000	-0.00457893	0.53895000	-0.00461366	0.53895000	-0.00907385	0.53895000	-0.00907384	0.53895000	-0.00907382	0.53895000	-0.00907384	0.53895000	-0.00907384	0.53895000	-0.00471322	0.53895000	-0.00604924	0.53895000	-0.00907382
0.54360000	-0.00731230	0.54360000	-0.00257521	0.54360000	-0.00907384	0.54360000	-0.00470208	0.54360000	-0.00474932	0.54360000	-0.00907384	0.54360000	-0.00907383	0.54360000	-0.00907384	0.54360000	-0.00907385	0.54360000	-0.00907385	0.54360000	-0.00485715	0.54360000	-0.00638183	0.54360000	-0.00907385
0.54830000	-0.00764344	0.54830000	-0.00266479	0.54830000	-0.00907384	0.54830000	-0.00482909	0.54830000	-0.00488903	0.54830000	-0.00907384	0.54830000	-0.00907383	0.54830000	-0.00907383	0.54830000	-0.00907384	0.54830000	-0.00907385	0.54830000	-0.00500565	0.54830000	-0.00674553	0.54830000	-0.00907385
0.55300000	-0.00800797	0.55300000	-0.00275528	0.55300000	-0.00907384	0.55300000	-0.00495761	0.55300000	-0.00503109	0.55300000	-0.00907382	0.55300000	-0.00907385	0.55300000	-0.00907383	0.55300000	-0.00907385	0.55300000	-0.00907384	0.55300000	-0.00515644	0.55300000	-0.00714357	0.55300000	-0.00907384
0.55770000	-0.00841086	0.55770000	-0.00284702	0.55770000	-0.00907384	0.55770000	-0.00508879	0.55770000	-0.00517566	0.55770000	-0.00907384	0.55770000	-0.00907382	0.55770000	-0.00907384	0.55770000	-0.00907384	0.55770000	-0.00907384	0.55770000	-0.00530853	0.55770000	-0.00759106	0.55770000	-0.00907384
0.56240000	-0.00886675	0.56240000	-0.00293981	0.56240000	-0.00907384	0.56240000	-0.00522198	0.56240000	-0.00532219	0.56240000	-0.00907385	0.56240000	-0.00907385	0.56240000	-0.00907383	0.56240000	-0.00907384	0.56240000	-0.00907385	0.56240000	-0.00546300	0.56240000	-0.00809716	0.56240000	-0.00907382
0.56710000	-0.00907384	0.56710000	-0.00303411	0.56710000	-0.00907383	0.56710000	-0.00535712	0.56710000	-0.00547124	0.56710000	-0.00907382	0.56710000	-0.00907385	0.56710000	-0.00907382	0.56710000	-0.00907384	0.56710000	-0.00907384	0.56710000	-0.00561992	0.56710000	-0.00868990	0.56710000	-0.00907384
0.57180000	-0.00907384	0.57180000	-0.00313044	0.57180000	-0.00907383	0.57180000	-0.00549577	0.57180000	-0.00562250	0.57180000	-0.00907383	0.57180000	-0.00907384	0.57180000	-0.00907383	0.57180000	-0.00907383	0.57180000	-0.00907384	0.57180000	-0.00578012	0.57180000	-0.00907383	0.57180000	-0.00907385
0.57650000	-0.00907383	0.57650000	-0.00322807	0.57650000	-0.00907384	0.57650000	-0.00563490	0.57650000	-0.00577672	0.57650000	-0.00907383	0.57650000	-0.00907384	0.57650000	-0.00907383	0.57650000	-0.00907383	0.57650000	-0.00907385	0.57650000	-0.00594300	0.57650000	-0.00907388	0.57650000	-0.00907383
0.58120000	-0.00907384	0.58120000	-0.00332729	0.58120000	-0.00907383	0.58120000	-0.00577690	0.58120000	-0.00593405	0.58120000	-0.00907384	0.58120000	-0.00907383	0.58120000	-0.00907383	0.58120000	-0.00907384	0.58120000	-0.00907385	0.58120000	-0.00610865	0.58120000	-0.00907387	0.58120000	-0.00907385
0.58590000	-0.00907383	0.58590000	-0.00342910	0.58590000	-0.00907383	0.58590000	-0.00592116	0.58590000	-0.00609416	0.58590000	-0.00907384	0.58590000	-0.00907383	0.58590000	-0.00907383	0.58590000	-0.00907384	0.58590000	-0.00907384	0.58590000	-0.00627844	0.58590000	-0.00907385	0.58590000	-0.00907383
0.59060000	-0.00907382	0.59060000	-0.00353195	0.59060000	-0.00907383	0.59060000	-0.00606941	0.59060000	-0.00625719	0.59060000	-0.00907384	0.59060000	-0.00907383	0.59060000	-0.00907382	0.59060000	-0.00907384	0.59060000	-0.00907384	0.59060000	-0.00645182	0.59060000	-0.00907386	0.59060000	-0.00907383
0.59530000	-0.00907383	0.59530000	-0.00363647	0.59530000	-0.00907384	0.59530000	-0.00621843	0.59530000	-0.00642419	0.59530000	-0.00907383	0.59530000	-0.00907384	0.59530000	-0.00907383	0.59530000	-0.00907384	0.59530000	-0.00907385	0.59530000	-0.00662870	0.59530000	-0.00907384	0.59530000	-0.00907384
0.60000000	-0.00907383	0.60000000	-0.00374248	0.60000000	-0.00907384	0.60000000	-0.00637036	0.60000000	-0.00659548	0.60000000	-0.00907383	0.60000000	-0.00907384	0.60000000	-0.00907383	0.60000000	-0.00907384	0.60000000	-0.00907385	0.60000000	-0.00680885	0.60000000	-0.00907385	0.60000000	-0.00907384
