Plane (hkl),I_exp_raw,I_exp_normalized,I_reference,I_ratio,TC,TC_Error
120,221.27,3.1673346693386777,55.0,0.05758790307888505,0.12251975154417209,0.0
101,510.0,7.300314915545377,12.0,0.608359576295448,1.2943007151195474,0.08121102526240295
310,720.0,10.306326939593474,16.0,0.6441454337245921,1.3704360513030502,0.03806766809175139
021,530.0,7.586601774978528,12.0,0.632216814581544,1.345057605908549,0.06090826894680223
230,350.0,5.01002004008016,70.0,0.071571714858288,0.15227067236700556,0.009571299405926064
211,4921.0,70.44088176352705,75.0,0.9392117568470273,1.9981972765814249,0.017866425557728657
221,6986.0,100.0,100.0,1.0,2.1275258343118018,0.014008901857764513
301,3032.0,43.401087890065845,60.0,0.7233514648344308,1.5389489287225364,0.01878004959193069
311,1011.0,14.471800744345833,20.0,0.7235900372172916,1.5394564976304261,0.042635788262761556
240,272.0,3.8935012882908673,60.0,0.06489168813818112,0.13805874294608506,0.011674084881470427
420,90.0,1.2882908674491842,20.0,0.06441454337245921,0.13704360513030503,0.025886014302390944
321,1484.0,21.24248496993988,30.0,0.7080828323313294,1.5064645186175754,0.020302756315600745
041,565.0,8.087603778986544,25.0,0.3235041511594618,0.6882634390988652,0.020708811441912757
141,893.0,12.782708273690238,35.0,0.36522023639114964,0.7770154881356341,0.015662126300606285
411,348.0,4.9813913541368455,12.0,0.41511594617807046,0.8831698997286324,0.053294735328451956
250,724.0,10.363584311480103,35.0,0.2961024088994315,0.6299655245354974,0.019142598811852127
520,140.0,2.004008016032064,20.0,0.1002004008016032,0.21317894131380777,0.019795187407710725
431,656.0,9.390208989407386,35.0,0.2682916854116396,0.570797491844318,0.014792008172794826
501,738.0,10.56398511308331,30.0,0.35213283710277704,0.7491717080456676,0.02537844539450093
002,1901.0,27.2115659891211,25.0,1.088462639564844,2.3157323853574208,0.02923596909446507
610,70.0,1.002004008016032,8.0,0.125250501002004,0.26647367664225974,0.06471503575597737
212,316.0,4.523332379043802,8.0,0.5654165473804752,1.202938311699344,0.06090826894680223
531,246.0,3.5213283710277694,16.0,0.2200830231892356,0.46823231752854205,0.02664736766422597
061,423.0,6.054967077011166,45.0,0.13455482393358145,0.2862688640499705,0.010828136701653727
360,239.0,3.4211279702261668,20.0,0.17105639851130833,0.3639269069571433,0.019795187407710725
322,714.0,10.220440881763528,14.0,0.7300314915545377,1.553160858143457,0.032629429792929765
242,794.0,11.365588319496135,18.0,0.6314215733053409,1.3433657095489158,0.02537844539450093
422,794.0,11.365588319496135,10.0,1.1365588319496136,2.4180582771880488,0.045681201710101677
