Dataset,Data Source,Matched Peaks,Mean TC,Std Dev,Min TC,Max TC,R Factor,Preferred,Suppressed
Mo_200Sb_25Se,Excel,22,1.0000000000000002,0.838700748695875,0.07090178029656131,4.105758477480874,0.590696638699216,9,13
Mo_300Sb_35Se,Excel,28,1.0000000000000002,0.69514889937147,0.12251975154417209,2.4180582771880488,0.4700295450576625,13,15
Mo_400deg_25Se_400Sb_35Se,Excel,32,0.9999999999999999,0.8287178147380705,0.11463755277057884,3.330075005645426,0.40227137430007487,13,19
Mo_400Sb_30Se,Excel,26,0.9999999999999999,1.122772935039181,0.031038298695772973,5.541318541837747,0.6884616169002159,10,16
Mo_room_25Se_400Sb_35Se,Excel,29,0.9999999999999999,0.6098354767142502,0.0,2.3783730438985677,0.5103764858819129,12,17
