Mo_200Sb_25Se_1 2026-07-09 10-35-34		Mo_200Sb_25Se_2 2026-07-09 10-37-35		Mo_200Sb_25Se_3 2026-07-09 10-39-51		Mo_200Sb_25Se_4 2026-07-09 10-41-36		Mo_200Sb_25Se_5 2026-07-09 10-43-16		Mo_200Sb_25Se_6 2026-07-09 10-44-50		Mo_200Sb_25Se_7 2026-07-09 10-46-49		Mo_200Sb_25Se_9 2026-07-09 10-48-24		Mo_200Sb_25Se_10 2026-07-09 10-49-56		Mo_200Sb_25Se_11 2026-07-09 10-51-10		Mo_200Sb_25Se_12 2026-07-09 10-52-29		Mo_200Sb_25Se_13 2026-07-09 10-54-24		Mo_200Sb_25Se_14 2026-07-09 10-55-42	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.19130000	0.00161081	0.19130000	0.00059102	0.19130000	-0.00031306	0.19130000	0.00064983	0.19130000	0.00103065	0.19130000	-0.00038270	0.19130000	-0.00235275	0.19130000	-0.00350366	0.19130000	0.00049593	0.19130000	-0.00001542	0.19130000	0.00134008	0.19130000	0.00064871	0.19130000	0.00056872
0.19595000	0.00157552	0.19595000	0.00057918	0.19595000	-0.00039821	0.19595000	0.00061377	0.19595000	0.00099616	0.19595000	-0.00043830	0.19595000	-0.00244646	0.19595000	-0.00371411	0.19595000	0.00045205	0.19595000	-0.00006110	0.19595000	0.00131456	0.19595000	0.00064186	0.19595000	0.00051877
0.20065000	0.00153908	0.20065000	0.00056720	0.20065000	-0.00048802	0.20065000	0.00057682	0.20065000	0.00096331	0.20065000	-0.00049446	0.20065000	-0.00254282	0.20065000	-0.00393498	0.20065000	0.00040821	0.20065000	-0.00010858	0.20065000	0.00128912	0.20065000	0.00063511	0.20065000	0.00046384
0.20535000	0.00150206	0.20535000	0.00055459	0.20535000	-0.00058028	0.20535000	0.00053764	0.20535000	0.00092979	0.20535000	-0.00055180	0.20535000	-0.00264023	0.20535000	-0.00416295	0.20535000	0.00036141	0.20535000	-0.00015715	0.20535000	0.00126219	0.20535000	0.00062817	0.20535000	0.00040993
0.21005000	0.00146328	0.21005000	0.00054146	0.21005000	-0.00067473	0.21005000	0.00049944	0.21005000	0.00089470	0.21005000	-0.00061077	0.21005000	-0.00273700	0.21005000	-0.00440192	0.21005000	0.00031324	0.21005000	-0.00020690	0.21005000	0.00123361	0.21005000	0.00062074	0.21005000	0.00035375
0.21475000	0.00142363	0.21475000	0.00052837	0.21475000	-0.00077214	0.21475000	0.00046000	0.21475000	0.00085936	0.21475000	-0.00066986	0.21475000	-0.00283530	0.21475000	-0.00464602	0.21475000	0.00026382	0.21475000	-0.00025822	0.21475000	0.00120305	0.21475000	0.00061325	0.21475000	0.00029620
0.21945000	0.00138252	0.21945000	0.00051489	0.21945000	-0.00087383	0.21945000	0.00042007	0.21945000	0.00082253	0.21945000	-0.00073040	0.21945000	-0.00293321	0.21945000	-0.00489786	0.21945000	0.00021226	0.21945000	-0.00031057	0.21945000	0.00117232	0.21945000	0.00060561	0.21945000	0.00023908
0.22415000	0.00133910	0.22415000	0.00050040	0.22415000	-0.00097770	0.22415000	0.00037871	0.22415000	0.00078521	0.22415000	-0.00079264	0.22415000	-0.00303348	0.22415000	-0.00515786	0.22415000	0.00016036	0.22415000	-0.00036321	0.22415000	0.00114058	0.22415000	0.00059700	0.22415000	0.00018038
0.22885000	0.00129359	0.22885000	0.00048522	0.22885000	-0.00108348	0.22885000	0.00033628	0.22885000	0.00074515	0.22885000	-0.00085423	0.22885000	-0.00313411	0.22885000	-0.00542705	0.22885000	0.00010735	0.22885000	-0.00041827	0.22885000	0.00110800	0.22885000	0.00058777	0.22885000	0.00012127
0.23355000	0.00124659	0.23355000	0.00047056	0.23355000	-0.00119299	0.23355000	0.00029406	0.23355000	0.00070498	0.23355000	-0.00091795	0.23355000	-0.00323523	0.23355000	-0.00570541	0.23355000	0.00005086	0.23355000	-0.00047533	0.23355000	0.00107269	0.23355000	0.00057779	0.23355000	0.00006063
0.23825000	0.00120073	0.23825000	0.00045458	0.23825000	-0.00130686	0.23825000	0.00025172	0.23825000	0.00066500	0.23825000	-0.00098354	0.23825000	-0.00333778	0.23825000	-0.00599360	0.23825000	-0.00000750	0.23825000	-0.00053222	0.23825000	0.00103693	0.23825000	0.00056717	0.23825000	-0.00000245
0.24295000	0.00115319	0.24295000	0.00043832	0.24295000	-0.00142424	0.24295000	0.00020820	0.24295000	0.00062375	0.24295000	-0.00104988	0.24295000	-0.00344142	0.24295000	-0.00629151	0.24295000	-0.00006435	0.24295000	-0.00059177	0.24295000	0.00099824	0.24295000	0.00055580	0.24295000	-0.00006455
0.24765000	0.00110344	0.24765000	0.00042236	0.24765000	-0.00154560	0.24765000	0.00016404	0.24765000	0.00058191	0.24765000	-0.00111542	0.24765000	-0.00354646	0.24765000	-0.00660011	0.24765000	-0.00012557	0.24765000	-0.00065266	0.24765000	0.00095957	0.24765000	0.00054451	0.24765000	-0.00013137
0.25235000	0.00105134	0.25235000	0.00040486	0.25235000	-0.00166914	0.25235000	0.00011961	0.25235000	0.00053874	0.25235000	-0.00118401	0.25235000	-0.00365141	0.25235000	-0.00692055	0.25235000	-0.00019008	0.25235000	-0.00071413	0.25235000	0.00091879	0.25235000	0.00053184	0.25235000	-0.00019981
0.25705000	0.00099718	0.25705000	0.00038691	0.25705000	-0.00179734	0.25705000	0.00007126	0.25705000	0.00049420	0.25705000	-0.00125373	0.25705000	-0.00375804	0.25705000	-0.00725168	0.25705000	-0.00025670	0.25705000	-0.00077778	0.25705000	0.00087782	0.25705000	0.00051852	0.25705000	-0.00026880
0.26175000	0.00094210	0.26175000	0.00036839	0.26175000	-0.00193041	0.26175000	0.00002473	0.26175000	0.00044835	0.26175000	-0.00132439	0.26175000	-0.00386543	0.26175000	-0.00759527	0.26175000	-0.00032495	0.26175000	-0.00084385	0.26175000	0.00083444	0.26175000	0.00050336	0.26175000	-0.00034015
0.26645000	0.00088468	0.26645000	0.00034907	0.26645000	-0.00206710	0.26645000	-0.00002253	0.26645000	0.00040136	0.26645000	-0.00139636	0.26645000	-0.00397473	0.26645000	-0.00795431	0.26645000	-0.00039652	0.26645000	-0.00091062	0.26645000	0.00079022	0.26645000	0.00048712	0.26645000	-0.00041283
0.27115000	0.00082638	0.27115000	0.00032954	0.27115000	-0.00220858	0.27115000	-0.00007050	0.27115000	0.00035405	0.27115000	-0.00146966	0.27115000	-0.00408589	0.27115000	-0.00832981	0.27115000	-0.00047101	0.27115000	-0.00097934	0.27115000	0.00074332	0.27115000	0.00047047	0.27115000	-0.00048653
0.27585000	0.00076591	0.27585000	0.00030942	0.27585000	-0.00235349	0.27585000	-0.00012345	0.27585000	0.00030458	0.27585000	-0.00154425	0.27585000	-0.00419745	0.27585000	-0.00871715	0.27585000	-0.00054852	0.27585000	-0.00105092	0.27585000	0.00069591	0.27585000	0.00045121	0.27585000	-0.00056270
0.28055000	0.00070420	0.28055000	0.00028819	0.28055000	-0.00250362	0.28055000	-0.00017186	0.28055000	0.00025498	0.28055000	-0.00162073	0.28055000	-0.00430988	0.28055000	-0.00912383	0.28055000	-0.00062851	0.28055000	-0.00112343	0.28055000	0.00064707	0.28055000	0.00043093	0.28055000	-0.00063927
0.28525000	0.00063885	0.28525000	0.00026647	0.28525000	-0.00265805	0.28525000	-0.00022222	0.28525000	0.00020365	0.28525000	-0.00169838	0.28525000	-0.00442478	0.28525000	-0.00955056	0.28525000	-0.00071246	0.28525000	-0.00119806	0.28525000	0.00059417	0.28525000	0.00040895	0.28525000	-0.00071882
0.28995000	0.00057206	0.28995000	0.00024395	0.28995000	-0.00281752	0.28995000	-0.00027312	0.28995000	0.00015069	0.28995000	-0.00177758	0.28995000	-0.00454232	0.28995000	-0.00999566	0.28995000	-0.00079959	0.28995000	-0.00127399	0.28995000	0.00054183	0.28995000	0.00038548	0.28995000	-0.00080044
0.29465000	0.00050183	0.29465000	0.00022073	0.29465000	-0.00298130	0.29465000	-0.00032539	0.29465000	0.00009572	0.29465000	-0.00185849	0.29465000	-0.00466174	0.29465000	-0.00999992	0.29465000	-0.00088864	0.29465000	-0.00135238	0.29465000	0.00048632	0.29465000	0.00035978	0.29465000	-0.00088552
0.29935000	0.00043031	0.29935000	0.00019683	0.29935000	-0.00314969	0.29935000	-0.00037835	0.29935000	0.00004083	0.29935000	-0.00194110	0.29935000	-0.00478095	0.29935000	-0.00999991	0.29935000	-0.00098167	0.29935000	-0.00143349	0.29935000	0.00042884	0.29935000	0.00033109	0.29935000	-0.00097181
0.30405000	0.00035661	0.30405000	0.00017167	0.30405000	-0.00332344	0.30405000	-0.00043284	0.30405000	-0.00001544	0.30405000	-0.00202522	0.30405000	-0.00490212	0.30405000	-0.00999992	0.30405000	-0.00107625	0.30405000	-0.00151694	0.30405000	0.00036979	0.30405000	0.00030096	0.30405000	-0.00105795
0.30870000	0.00028224	0.30870000	0.00014585	0.30870000	-0.00350030	0.30870000	-0.00048731	0.30870000	-0.00007284	0.30870000	-0.00210920	0.30870000	-0.00502411	0.30870000	-0.00999991	0.30870000	-0.00117495	0.30870000	-0.00160123	0.30870000	0.00030977	0.30870000	0.00026830	0.30870000	-0.00114733
0.31340000	0.00020464	0.31340000	0.00011882	0.31340000	-0.00368521	0.31340000	-0.00054373	0.31340000	-0.00013341	0.31340000	-0.00219624	0.31340000	-0.00515043	0.31340000	-0.00999990	0.31340000	-0.00127873	0.31340000	-0.00168894	0.31340000	0.00024660	0.31340000	0.00023281	0.31340000	-0.00123932
0.31810000	0.00012307	0.31810000	0.00008995	0.31810000	-0.00387629	0.31810000	-0.00060091	0.31810000	-0.00019412	0.31810000	-0.00228578	0.31810000	-0.00527876	0.31810000	-0.00999990	0.31810000	-0.00138554	0.31810000	-0.00177962	0.31810000	0.00018226	0.31810000	0.00019412	0.31810000	-0.00133487
0.32280000	0.00004014	0.32280000	0.00006194	0.32280000	-0.00407301	0.32280000	-0.00065957	0.32280000	-0.00025529	0.32280000	-0.00237607	0.32280000	-0.00540924	0.32280000	-0.00999990	0.32280000	-0.00149664	0.32280000	-0.00187173	0.32280000	0.00011596	0.32280000	0.00015239	0.32280000	-0.00143270
0.32750000	-0.00004574	0.32750000	0.00003175	0.32750000	-0.00427745	0.32750000	-0.00071920	0.32750000	-0.00031900	0.32750000	-0.00246913	0.32750000	-0.00554022	0.32750000	-0.00999991	0.32750000	-0.00161063	0.32750000	-0.00196758	0.32750000	0.00004613	0.32750000	0.00010755	0.32750000	-0.00153362
0.33220000	-0.00013420	0.33220000	0.00000078	0.33220000	-0.00448853	0.33220000	-0.00078013	0.33220000	-0.00038457	0.33220000	-0.00256346	0.33220000	-0.00566847	0.33220000	-0.00999990	0.33220000	-0.00172870	0.33220000	-0.00206582	0.33220000	-0.00002558	0.33220000	0.00005855	0.33220000	-0.00163716
0.33690000	-0.00022584	0.33690000	-0.00003144	0.33690000	-0.00470660	0.33690000	-0.00084239	0.33690000	-0.00045031	0.33690000	-0.00266091	0.33690000	-0.00580443	0.33690000	-0.00999992	0.33690000	-0.00185054	0.33690000	-0.00216693	0.33690000	-0.00009965	0.33690000	0.00000572	0.33690000	-0.00174259
0.34160000	-0.00032018	0.34160000	-0.00006368	0.34160000	-0.00493162	0.34160000	-0.00090630	0.34160000	-0.00051886	0.34160000	-0.00275953	0.34160000	-0.00594402	0.34160000	-0.00999991	0.34160000	-0.00197521	0.34160000	-0.00227103	0.34160000	-0.00017494	0.34160000	-0.00005175	0.34160000	-0.00185202
0.34630000	-0.00041856	0.34630000	-0.00009717	0.34630000	-0.00516004	0.34630000	-0.00097132	0.34630000	-0.00058908	0.34630000	-0.00286076	0.34630000	-0.00608842	0.34630000	-0.00999991	0.34630000	-0.00210409	0.34630000	-0.00237760	0.34630000	-0.00025271	0.34630000	-0.00011316	0.34630000	-0.00196441
0.35100000	-0.00051939	0.35100000	-0.00013182	0.35100000	-0.00539473	0.35100000	-0.00103729	0.35100000	-0.00066010	0.35100000	-0.00296409	0.35100000	-0.00623380	0.35100000	-0.00999992	0.35100000	-0.00223694	0.35100000	-0.00248667	0.35100000	-0.00033211	0.35100000	-0.00017646	0.35100000	-0.00207970
0.35570000	-0.00062335	0.35570000	-0.00016765	0.35570000	-0.00563928	0.35570000	-0.00110457	0.35570000	-0.00073357	0.35570000	-0.00306991	0.35570000	-0.00638315	0.35570000	-0.00999991	0.35570000	-0.00237361	0.35570000	-0.00259954	0.35570000	-0.00041417	0.35570000	-0.00024320	0.35570000	-0.00219795
0.36040000	-0.00073178	0.36040000	-0.00020477	0.36040000	-0.00589194	0.36040000	-0.00117336	0.36040000	-0.00080895	0.36040000	-0.00317815	0.36040000	-0.00653676	0.36040000	-0.00999991	0.36040000	-0.00251456	0.36040000	-0.00271569	0.36040000	-0.00049873	0.36040000	-0.00031471	0.36040000	-0.00231881
0.36510000	-0.00084306	0.36510000	-0.00024298	0.36510000	-0.00615375	0.36510000	-0.00124411	0.36510000	-0.00088591	0.36510000	-0.00328821	0.36510000	-0.00669432	0.36510000	-0.00999992	0.36510000	-0.00265905	0.36510000	-0.00283539	0.36510000	-0.00058568	0.36510000	-0.00039039	0.36510000	-0.00244262
0.36980000	-0.00095728	0.36980000	-0.00028290	0.36980000	-0.00642675	0.36980000	-0.00131614	0.36980000	-0.00096433	0.36980000	-0.00340080	0.36980000	-0.00685576	0.36980000	-0.00999991	0.36980000	-0.00280727	0.36980000	-0.00295673	0.36980000	-0.00067449	0.36980000	-0.00046998	0.36980000	-0.00257029
0.37450000	-0.00107487	0.37450000	-0.00032413	0.37450000	-0.00671087	0.37450000	-0.00138986	0.37450000	-0.00104510	0.37450000	-0.00351578	0.37450000	-0.00702048	0.37450000	-0.00999990	0.37450000	-0.00296000	0.37450000	-0.00308253	0.37450000	-0.00076551	0.37450000	-0.00055323	0.37450000	-0.00270083
0.37920000	-0.00119580	0.37920000	-0.00036690	0.37920000	-0.00700556	0.37920000	-0.00146490	0.37920000	-0.00112729	0.37920000	-0.00363336	0.37920000	-0.00718988	0.37920000	-0.00999991	0.37920000	-0.00311734	0.37920000	-0.00321210	0.37920000	-0.00085928	0.37920000	-0.00064131	0.37920000	-0.00283451
0.38390000	-0.00131861	0.38390000	-0.00041060	0.38390000	-0.00730545	0.38390000	-0.00154124	0.38390000	-0.00121069	0.38390000	-0.00375301	0.38390000	-0.00736352	0.38390000	-0.00999991	0.38390000	-0.00327741	0.38390000	-0.00334498	0.38390000	-0.00095465	0.38390000	-0.00073196	0.38390000	-0.00297036
0.38860000	-0.00144527	0.38860000	-0.00045609	0.38860000	-0.00762271	0.38860000	-0.00161961	0.38860000	-0.00129678	0.38860000	-0.00387570	0.38860000	-0.00754186	0.38860000	-0.00999991	0.38860000	-0.00344300	0.38860000	-0.00348214	0.38860000	-0.00105135	0.38860000	-0.00082730	0.38860000	-0.00311039
0.39330000	-0.00157631	0.39330000	-0.00050280	0.39330000	-0.00793565	0.39330000	-0.00170007	0.39330000	-0.00138514	0.39330000	-0.00400211	0.39330000	-0.00772606	0.39330000	-0.00999992	0.39330000	-0.00361332	0.39330000	-0.00362117	0.39330000	-0.00115129	0.39330000	-0.00092654	0.39330000	-0.00325394
0.39800000	-0.00171136	0.39800000	-0.00055101	0.39800000	-0.00826857	0.39800000	-0.00178192	0.39800000	-0.00147557	0.39800000	-0.00413027	0.39800000	-0.00791643	0.39800000	-0.00999991	0.39800000	-0.00378889	0.39800000	-0.00376517	0.39800000	-0.00125356	0.39800000	-0.00103038	0.39800000	-0.00340021
0.40270000	-0.00184886	0.40270000	-0.00060108	0.40270000	-0.00862167	0.40270000	-0.00186516	0.40270000	-0.00156765	0.40270000	-0.00426179	0.40270000	-0.00811224	0.40270000	-0.00999990	0.40270000	-0.00396943	0.40270000	-0.00391356	0.40270000	-0.00135844	0.40270000	-0.00113896	0.40270000	-0.00355102
0.40740000	-0.00198856	0.40740000	-0.00065273	0.40740000	-0.00900759	0.40740000	-0.00195011	0.40740000	-0.00166149	0.40740000	-0.00439544	0.40740000	-0.00831437	0.40740000	-0.00999992	0.40740000	-0.00415706	0.40740000	-0.00406415	0.40740000	-0.00146416	0.40740000	-0.00125018	0.40740000	-0.00370424
0.41210000	-0.00213174	0.41210000	-0.00070576	0.41210000	-0.00939643	0.41210000	-0.00203672	0.41210000	-0.00175727	0.41210000	-0.00453265	0.41210000	-0.00852658	0.41210000	-0.00999992	0.41210000	-0.00434924	0.41210000	-0.00422001	0.41210000	-0.00157299	0.41210000	-0.00136580	0.41210000	-0.00386132
0.41680000	-0.00227872	0.41680000	-0.00076082	0.41680000	-0.00980669	0.41680000	-0.00212547	0.41680000	-0.00185531	0.41680000	-0.00467385	0.41680000	-0.00874499	0.41680000	-0.00999991	0.41680000	-0.00454966	0.41680000	-0.00438007	0.41680000	-0.00168387	0.41680000	-0.00148622	0.41680000	-0.00402116
0.42150000	-0.00242928	0.42150000	-0.00081744	0.42150000	-0.00999991	0.42150000	-0.00221590	0.42150000	-0.00195513	0.42150000	-0.00481819	0.42150000	-0.00897236	0.42150000	-0.00999992	0.42150000	-0.00475643	0.42150000	-0.00454528	0.42150000	-0.00179695	0.42150000	-0.00161025	0.42150000	-0.00418477
0.42615000	-0.00258103	0.42615000	-0.00087541	0.42615000	-0.00999991	0.42615000	-0.00230711	0.42615000	-0.00205589	0.42615000	-0.00496391	0.42615000	-0.00920649	0.42615000	-0.00999992	0.42615000	-0.00497022	0.42615000	-0.00471339	0.42615000	-0.00190974	0.42615000	-0.00173712	0.42615000	-0.00435049
0.43085000	-0.00273814	0.43085000	-0.00093523	0.43085000	-0.00999992	0.43085000	-0.00240097	0.43085000	-0.00215954	0.43085000	-0.00511490	0.43085000	-0.00945233	0.43085000	-0.00999992	0.43085000	-0.00519423	0.43085000	-0.00488752	0.43085000	-0.00202589	0.43085000	-0.00186838	0.43085000	-0.00452161
0.43555000	-0.00289808	0.43555000	-0.00099705	0.43555000	-0.00999985	0.43555000	-0.00249644	0.43555000	-0.00226518	0.43555000	-0.00526832	0.43555000	-0.00970582	0.43555000	-0.00999992	0.43555000	-0.00542986	0.43555000	-0.00506764	0.43555000	-0.00214391	0.43555000	-0.00200410	0.43555000	-0.00469660
0.44025000	-0.00306183	0.44025000	-0.00105872	0.44025000	-0.00999990	0.44025000	-0.00259342	0.44025000	-0.00237313	0.44025000	-0.00542585	0.44025000	-0.00997347	0.44025000	-0.00999992	0.44025000	-0.00567588	0.44025000	-0.00525437	0.44025000	-0.00226386	0.44025000	-0.00214439	0.44025000	-0.00487594
0.44495000	-0.00323031	0.44495000	-0.00112398	0.44495000	-0.00999990	0.44495000	-0.00269232	0.44495000	-0.00248242	0.44495000	-0.00558714	0.44495000	-0.00999992	0.44495000	-0.00999990	0.44495000	-0.00593395	0.44495000	-0.00544610	0.44495000	-0.00238574	0.44495000	-0.00228916	0.44495000	-0.00506024
0.44965000	-0.00340072	0.44965000	-0.00119036	0.44965000	-0.00999991	0.44965000	-0.00279221	0.44965000	-0.00259338	0.44965000	-0.00575243	0.44965000	-0.00999992	0.44965000	-0.00999991	0.44965000	-0.00620709	0.44965000	-0.00564370	0.44965000	-0.00250807	0.44965000	-0.00243640	0.44965000	-0.00524696
0.45435000	-0.00357576	0.45435000	-0.00125872	0.45435000	-0.00999991	0.45435000	-0.00289455	0.45435000	-0.00270673	0.45435000	-0.00592791	0.45435000	-0.00999995	0.45435000	-0.00999991	0.45435000	-0.00650161	0.45435000	-0.00585023	0.45435000	-0.00263393	0.45435000	-0.00258927	0.45435000	-0.00544005
0.45905000	-0.00375604	0.45905000	-0.00132819	0.45905000	-0.00999991	0.45905000	-0.00299892	0.45905000	-0.00282154	0.45905000	-0.00610584	0.45905000	-0.00999990	0.45905000	-0.00999991	0.45905000	-0.00681831	0.45905000	-0.00606318	0.45905000	-0.00276287	0.45905000	-0.00274694	0.45905000	-0.00563744
0.46375000	-0.00393916	0.46375000	-0.00139945	0.46375000	-0.00999990	0.46375000	-0.00310461	0.46375000	-0.00293853	0.46375000	-0.00628940	0.46375000	-0.00999991	0.46375000	-0.00999990	0.46375000	-0.00716559	0.46375000	-0.00628703	0.46375000	-0.00289095	0.46375000	-0.00291022	0.46375000	-0.00584091
0.46845000	-0.00412493	0.46845000	-0.00147171	0.46845000	-0.00999990	0.46845000	-0.00321203	0.46845000	-0.00305774	0.46845000	-0.00647300	0.46845000	-0.00999990	0.46845000	-0.00999991	0.46845000	-0.00755295	0.46845000	-0.00652143	0.46845000	-0.00302137	0.46845000	-0.00307841	0.46845000	-0.00605032
0.47315000	-0.00431531	0.47315000	-0.00154599	0.47315000	-0.00999990	0.47315000	-0.00332178	0.47315000	-0.00317874	0.47315000	-0.00666606	0.47315000	-0.00999989	0.47315000	-0.00999991	0.47315000	-0.00799202	0.47315000	-0.00676523	0.47315000	-0.00315397	0.47315000	-0.00325309	0.47315000	-0.00626649
0.47785000	-0.00450967	0.47785000	-0.00162200	0.47785000	-0.00999991	0.47785000	-0.00343310	0.47785000	-0.00330240	0.47785000	-0.00686178	0.47785000	-0.00999989	0.47785000	-0.00999991	0.47785000	-0.00850601	0.47785000	-0.00702206	0.47785000	-0.00328764	0.47785000	-0.00343481	0.47785000	-0.00648933
0.48255000	-0.00470793	0.48255000	-0.00169867	0.48255000	-0.00999991	0.48255000	-0.00354616	0.48255000	-0.00342711	0.48255000	-0.00705881	0.48255000	-0.00999991	0.48255000	-0.00999990	0.48255000	-0.00915226	0.48255000	-0.00729274	0.48255000	-0.00342329	0.48255000	-0.00362389	0.48255000	-0.00671939
0.48725000	-0.00491354	0.48725000	-0.00177735	0.48725000	-0.00999989	0.48725000	-0.00366109	0.48725000	-0.00355422	0.48725000	-0.00726652	0.48725000	-0.00999993	0.48725000	-0.00999991	0.48725000	-0.00999941	0.48725000	-0.00757958	0.48725000	-0.00356026	0.48725000	-0.00382015	0.48725000	-0.00695834
0.49195000	-0.00512547	0.49195000	-0.00185765	0.49195000	-0.00999990	0.49195000	-0.00377795	0.49195000	-0.00368309	0.49195000	-0.00748011	0.49195000	-0.00999990	0.49195000	-0.00999990	0.49195000	-0.00999991	0.49195000	-0.00788784	0.49195000	-0.00370049	0.49195000	-0.00402223	0.49195000	-0.00720615
0.49665000	-0.00534326	0.49665000	-0.00193834	0.49665000	-0.00999991	0.49665000	-0.00389643	0.49665000	-0.00381380	0.49665000	-0.00770277	0.49665000	-0.00999990	0.49665000	-0.00999991	0.49665000	-0.00999991	0.49665000	-0.00821525	0.49665000	-0.00384175	0.49665000	-0.00423018	0.49665000	-0.00746539
0.50135000	-0.00556714	0.50135000	-0.00202089	0.50135000	-0.00999992	0.50135000	-0.00401665	0.50135000	-0.00394670	0.50135000	-0.00793281	0.50135000	-0.00999991	0.50135000	-0.00999992	0.50135000	-0.00999991	0.50135000	-0.00857491	0.50135000	-0.00398511	0.50135000	-0.00444882	0.50135000	-0.00773683
0.50605000	-0.00579773	0.50605000	-0.00210504	0.50605000	-0.00999991	0.50605000	-0.00413845	0.50605000	-0.00408135	0.50605000	-0.00817039	0.50605000	-0.00999991	0.50605000	-0.00999990	0.50605000	-0.00999992	0.50605000	-0.00896678	0.50605000	-0.00412969	0.50605000	-0.00467666	0.50605000	-0.00801922
0.51075000	-0.00603785	0.51075000	-0.00219096	0.51075000	-0.00999990	0.51075000	-0.00426236	0.51075000	-0.00421827	0.51075000	-0.00840340	0.51075000	-0.00999990	0.51075000	-0.00999990	0.51075000	-0.00999992	0.51075000	-0.00940449	0.51075000	-0.00427573	0.51075000	-0.00491412	0.51075000	-0.00831605
0.51545000	-0.00628857	0.51545000	-0.00227865	0.51545000	-0.00999990	0.51545000	-0.00438827	0.51545000	-0.00435711	0.51545000	-0.00865256	0.51545000	-0.00999990	0.51545000	-0.00999991	0.51545000	-0.00999992	0.51545000	-0.00990407	0.51545000	-0.00442381	0.51545000	-0.00516518	0.51545000	-0.00862979
0.52015000	-0.00654991	0.52015000	-0.00236770	0.52015000	-0.00999990	0.52015000	-0.00451573	0.52015000	-0.00449820	0.52015000	-0.00891572	0.52015000	-0.00999990	0.52015000	-0.00999990	0.52015000	-0.00999992	0.52015000	-0.00999991	0.52015000	-0.00457366	0.52015000	-0.00543174	0.52015000	-0.00896391
0.52485000	-0.00682087	0.52485000	-0.00245876	0.52485000	-0.00999991	0.52485000	-0.00464540	0.52485000	-0.00464140	0.52485000	-0.00919202	0.52485000	-0.00999990	0.52485000	-0.00999990	0.52485000	-0.00999992	0.52485000	-0.00999990	0.52485000	-0.00472529	0.52485000	-0.00571379	0.52485000	-0.00932087
0.52955000	-0.00710554	0.52955000	-0.00255193	0.52955000	-0.00999991	0.52955000	-0.00477666	0.52955000	-0.00478667	0.52955000	-0.00948254	0.52955000	-0.00999990	0.52955000	-0.00999990	0.52955000	-0.00999991	0.52955000	-0.00999991	0.52955000	-0.00487923	0.52955000	-0.00601559	0.52955000	-0.00970238
0.53425000	-0.00740584	0.53425000	-0.00264616	0.53425000	-0.00999991	0.53425000	-0.00491042	0.53425000	-0.00493426	0.53425000	-0.00978459	0.53425000	-0.00999991	0.53425000	-0.00999991	0.53425000	-0.00999991	0.53425000	-0.00999991	0.53425000	-0.00503565	0.53425000	-0.00632471	0.53425000	-0.00999989
0.53895000	-0.00772442	0.53895000	-0.00274209	0.53895000	-0.00999990	0.53895000	-0.00504625	0.53895000	-0.00508453	0.53895000	-0.00999992	0.53895000	-0.00999991	0.53895000	-0.00999989	0.53895000	-0.00999991	0.53895000	-0.00999991	0.53895000	-0.00519425	0.53895000	-0.00666662	0.53895000	-0.00999989
0.54360000	-0.00805859	0.54360000	-0.00283803	0.54360000	-0.00999991	0.54360000	-0.00518197	0.54360000	-0.00523403	0.54360000	-0.00999991	0.54360000	-0.00999990	0.54360000	-0.00999991	0.54360000	-0.00999992	0.54360000	-0.00999992	0.54360000	-0.00535287	0.54360000	-0.00703316	0.54360000	-0.00999992
0.54830000	-0.00842352	0.54830000	-0.00293676	0.54830000	-0.00999991	0.54830000	-0.00532194	0.54830000	-0.00538800	0.54830000	-0.00999991	0.54830000	-0.00999990	0.54830000	-0.00999990	0.54830000	-0.00999991	0.54830000	-0.00999992	0.54830000	-0.00551652	0.54830000	-0.00743397	0.54830000	-0.00999992
0.55300000	-0.00882526	0.55300000	-0.00303648	0.55300000	-0.00999991	0.55300000	-0.00546358	0.55300000	-0.00554456	0.55300000	-0.00999989	0.55300000	-0.00999992	0.55300000	-0.00999990	0.55300000	-0.00999992	0.55300000	-0.00999991	0.55300000	-0.00568270	0.55300000	-0.00787264	0.55300000	-0.00999991
0.55770000	-0.00926927	0.55770000	-0.00313759	0.55770000	-0.00999991	0.55770000	-0.00560815	0.55770000	-0.00570388	0.55770000	-0.00999991	0.55770000	-0.00999989	0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00585031	0.55770000	-0.00836580	0.55770000	-0.00999991
0.56240000	-0.00977168	0.56240000	-0.00323984	0.56240000	-0.00999991	0.56240000	-0.00575493	0.56240000	-0.00586537	0.56240000	-0.00999992	0.56240000	-0.00999992	0.56240000	-0.00999990	0.56240000	-0.00999991	0.56240000	-0.00999992	0.56240000	-0.00602055	0.56240000	-0.00892355	0.56240000	-0.00999989
