Mo_400Sb_30Se_1 2026-07-09 12-05-45		Mo_400Sb_30Se_2 2026-07-09 12-07-33		Mo_400Sb_30Se_3 2026-07-09 12-09-34		Mo_400Sb_30Se_5 2026-07-09 12-11-24		Mo_400Sb_30Se_6 2026-07-09 12-12-38		Mo_400Sb_30Se_7 2026-07-09 12-13-59		Mo_400Sb_30Se_8 2026-07-09 12-15-13		Mo_400Sb_30Se_9 2026-07-09 12-16-33		Mo_400Sb_30Se_10 2026-07-09 12-17-48		Mo_400Sb_30Se_11 2026-07-09 12-19-34		Mo_400Sb_30Se_12 2026-07-09 12-22-06	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.27585000	-0.00536156	0.27585000	-0.00496363	0.27585000	-0.00666949	0.27585000	-0.00435670	0.27585000	-0.00014192	0.27585000	-0.00262428	0.27585000	-0.00276835	0.27585000	-0.00205030	0.27585000	-0.00016012	0.27585000	-0.00002628	0.27585000	-0.00031402
0.28055000	-0.00552117	0.28055000	-0.00510864	0.28055000	-0.00684493	0.28055000	-0.00449572	0.28055000	-0.00020716	0.28055000	-0.00272096	0.28055000	-0.00289125	0.28055000	-0.00212445	0.28055000	-0.00021576	0.28055000	-0.00008544	0.28055000	-0.00038810
0.28525000	-0.00568518	0.28525000	-0.00525317	0.28525000	-0.00702310	0.28525000	-0.00463780	0.28525000	-0.00027433	0.28525000	-0.00281844	0.28525000	-0.00301556	0.28525000	-0.00220093	0.28525000	-0.00027275	0.28525000	-0.00014866	0.28525000	-0.00046436
0.28995000	-0.00585301	0.28995000	-0.00540266	0.28995000	-0.00720389	0.28995000	-0.00478046	0.28995000	-0.00034369	0.28995000	-0.00291752	0.28995000	-0.00314147	0.28995000	-0.00227965	0.28995000	-0.00033139	0.28995000	-0.00021153	0.28995000	-0.00054480
0.29465000	-0.00602457	0.29465000	-0.00555479	0.29465000	-0.00738583	0.29465000	-0.00492508	0.29465000	-0.00041532	0.29465000	-0.00301807	0.29465000	-0.00327076	0.29465000	-0.00235915	0.29465000	-0.00039070	0.29465000	-0.00027618	0.29465000	-0.00062745
0.29935000	-0.00620314	0.29935000	-0.00571078	0.29935000	-0.00757079	0.29935000	-0.00507174	0.29935000	-0.00048783	0.29935000	-0.00311926	0.29935000	-0.00340284	0.29935000	-0.00243949	0.29935000	-0.00045111	0.29935000	-0.00034089	0.29935000	-0.00071196
0.30405000	-0.00638711	0.30405000	-0.00586940	0.30405000	-0.00775572	0.30405000	-0.00521988	0.30405000	-0.00056064	0.30405000	-0.00322116	0.30405000	-0.00353683	0.30405000	-0.00252133	0.30405000	-0.00051283	0.30405000	-0.00040806	0.30405000	-0.00079996
0.30870000	-0.00657539	0.30870000	-0.00603087	0.30870000	-0.00793918	0.30870000	-0.00536775	0.30870000	-0.00063670	0.30870000	-0.00332303	0.30870000	-0.00367028	0.30870000	-0.00260491	0.30870000	-0.00057633	0.30870000	-0.00047665	0.30870000	-0.00088853
0.31340000	-0.00677610	0.31340000	-0.00619879	0.31340000	-0.00812891	0.31340000	-0.00551860	0.31340000	-0.00071422	0.31340000	-0.00342810	0.31340000	-0.00381020	0.31340000	-0.00268910	0.31340000	-0.00064192	0.31340000	-0.00054802	0.31340000	-0.00098190
0.31810000	-0.00698814	0.31810000	-0.00637269	0.31810000	-0.00831956	0.31810000	-0.00567138	0.31810000	-0.00079275	0.31810000	-0.00353518	0.31810000	-0.00395314	0.31810000	-0.00277598	0.31810000	-0.00070928	0.31810000	-0.00062014	0.31810000	-0.00107851
0.32280000	-0.00721021	0.32280000	-0.00655274	0.32280000	-0.00851208	0.32280000	-0.00582565	0.32280000	-0.00087443	0.32280000	-0.00364364	0.32280000	-0.00409745	0.32280000	-0.00286484	0.32280000	-0.00077729	0.32280000	-0.00069528	0.32280000	-0.00117622
0.32750000	-0.00744333	0.32750000	-0.00673536	0.32750000	-0.00870727	0.32750000	-0.00598212	0.32750000	-0.00095645	0.32750000	-0.00375245	0.32750000	-0.00424709	0.32750000	-0.00295702	0.32750000	-0.00084672	0.32750000	-0.00077277	0.32750000	-0.00127788
0.33220000	-0.00769610	0.33220000	-0.00689733	0.33220000	-0.00890445	0.33220000	-0.00614038	0.33220000	-0.00104090	0.33220000	-0.00386209	0.33220000	-0.00439921	0.33220000	-0.00305000	0.33220000	-0.00091890	0.33220000	-0.00085179	0.33220000	-0.00138057
0.33690000	-0.00796992	0.33690000	-0.00709049	0.33690000	-0.00910539	0.33690000	-0.00629947	0.33690000	-0.00112659	0.33690000	-0.00397469	0.33690000	-0.00455464	0.33690000	-0.00314586	0.33690000	-0.00099210	0.33690000	-0.00093127	0.33690000	-0.00148560
0.34160000	-0.00826957	0.34160000	-0.00729968	0.34160000	-0.00930747	0.34160000	-0.00646008	0.34160000	-0.00121465	0.34160000	-0.00408782	0.34160000	-0.00471578	0.34160000	-0.00324076	0.34160000	-0.00106738	0.34160000	-0.00101418	0.34160000	-0.00159251
0.34630000	-0.00860413	0.34630000	-0.00751152	0.34630000	-0.00951346	0.34630000	-0.00662312	0.34630000	-0.00130489	0.34630000	-0.00420403	0.34630000	-0.00488063	0.34630000	-0.00333973	0.34630000	-0.00114352	0.34630000	-0.00109661	0.34630000	-0.00170068
0.35100000	-0.00898146	0.35100000	-0.00774029	0.35100000	-0.00972244	0.35100000	-0.00678768	0.35100000	-0.00139629	0.35100000	-0.00432069	0.35100000	-0.00504986	0.35100000	-0.00344147	0.35100000	-0.00122276	0.35100000	-0.00118255	0.35100000	-0.00181083
0.35570000	-0.00943736	0.35570000	-0.00798003	0.35570000	-0.00993399	0.35570000	-0.00695387	0.35570000	-0.00148969	0.35570000	-0.00443908	0.35570000	-0.00522475	0.35570000	-0.00354263	0.35570000	-0.00130331	0.35570000	-0.00127061	0.35570000	-0.00192274
0.36040000	-0.00999704	0.36040000	-0.00823377	0.36040000	-0.00999994	0.36040000	-0.00712201	0.36040000	-0.00158430	0.36040000	-0.00455803	0.36040000	-0.00540352	0.36040000	-0.00364782	0.36040000	-0.00138533	0.36040000	-0.00135830	0.36040000	-0.00203701
0.36510000	-0.00999994	0.36510000	-0.00851180	0.36510000	-0.00999992	0.36510000	-0.00729092	0.36510000	-0.00167983	0.36510000	-0.00467977	0.36510000	-0.00559168	0.36510000	-0.00375568	0.36510000	-0.00146899	0.36510000	-0.00144791	0.36510000	-0.00215139
0.36980000	-0.00999993	0.36980000	-0.00881022	0.36980000	-0.00999991	0.36980000	-0.00746192	0.36980000	-0.00177663	0.36980000	-0.00480204	0.36980000	-0.00578393	0.36980000	-0.00386537	0.36980000	-0.00155374	0.36980000	-0.00153888	0.36980000	-0.00226780
0.37450000	-0.00999994	0.37450000	-0.00913150	0.37450000	-0.00999991	0.37450000	-0.00763400	0.37450000	-0.00187489	0.37450000	-0.00492510	0.37450000	-0.00598663	0.37450000	-0.00397744	0.37450000	-0.00163989	0.37450000	-0.00163064	0.37450000	-0.00238574
0.37920000	-0.00999993	0.37920000	-0.00942690	0.37920000	-0.00999992	0.37920000	-0.00780861	0.37920000	-0.00197549	0.37920000	-0.00505193	0.37920000	-0.00619748	0.37920000	-0.00409257	0.37920000	-0.00172840	0.37920000	-0.00172385	0.37920000	-0.00250411
0.38390000	-0.00999993	0.38390000	-0.00985119	0.38390000	-0.00999989	0.38390000	-0.00798394	0.38390000	-0.00207464	0.38390000	-0.00517843	0.38390000	-0.00641696	0.38390000	-0.00420770	0.38390000	-0.00181771	0.38390000	-0.00181792	0.38390000	-0.00262292
0.38860000	-0.00999992	0.38860000	-0.00999992	0.38860000	-0.00999993	0.38860000	-0.00816317	0.38860000	-0.00217615	0.38860000	-0.00530754	0.38860000	-0.00665041	0.38860000	-0.00432811	0.38860000	-0.00190922	0.38860000	-0.00191343	0.38860000	-0.00274323
0.39330000	-0.00999993	0.39330000	-0.00999992	0.39330000	-0.00999993	0.39330000	-0.00834262	0.39330000	-0.00227855	0.39330000	-0.00543953	0.39330000	-0.00689416	0.39330000	-0.00445107	0.39330000	-0.00200125	0.39330000	-0.00201014	0.39330000	-0.00286433
0.39800000	-0.00999992	0.39800000	-0.00999993	0.39800000	-0.00999992	0.39800000	-0.00852496	0.39800000	-0.00238205	0.39800000	-0.00557147	0.39800000	-0.00715807	0.39800000	-0.00457792	0.39800000	-0.00209462	0.39800000	-0.00210786	0.39800000	-0.00298654
0.40270000	-0.00999994	0.40270000	-0.00999993	0.40270000	-0.00999992	0.40270000	-0.00870978	0.40270000	-0.00248548	0.40270000	-0.00570483	0.40270000	-0.00744249	0.40270000	-0.00470779	0.40270000	-0.00218924	0.40270000	-0.00220638	0.40270000	-0.00310971
0.40740000	-0.00999999	0.40740000	-0.00999992	0.40740000	-0.00999993	0.40740000	-0.00889632	0.40740000	-0.00259058	0.40740000	-0.00584167	0.40740000	-0.00775467	0.40740000	-0.00483976	0.40740000	-0.00228440	0.40740000	-0.00230524	0.40740000	-0.00323438
0.41210000	-0.00999990	0.41210000	-0.00999992	0.41210000	-0.00999993	0.41210000	-0.00908569	0.41210000	-0.00269659	0.41210000	-0.00597952	0.41210000	-0.00808936	0.41210000	-0.00497810	0.41210000	-0.00238118	0.41210000	-0.00240524	0.41210000	-0.00335874
0.41680000	-0.00999991	0.41680000	-0.00999992	0.41680000	-0.00999991	0.41680000	-0.00927768	0.41680000	-0.00280316	0.41680000	-0.00612105	0.41680000	-0.00847951	0.41680000	-0.00511815	0.41680000	-0.00247901	0.41680000	-0.00250670	0.41680000	-0.00348496
0.42150000	-0.00999993	0.42150000	-0.00999991	0.42150000	-0.00999992	0.42150000	-0.00947249	0.42150000	-0.00291100	0.42150000	-0.00626352	0.42150000	-0.00891611	0.42150000	-0.00526281	0.42150000	-0.00257870	0.42150000	-0.00260843	0.42150000	-0.00361255
0.42615000	-0.00999993	0.42615000	-0.00999992	0.42615000	-0.00999994	0.42615000	-0.00966931	0.42615000	-0.00301797	0.42615000	-0.00640899	0.42615000	-0.00943852	0.42615000	-0.00540935	0.42615000	-0.00267823	0.42615000	-0.00271008	0.42615000	-0.00373775
0.43085000	-0.00999993	0.43085000	-0.00999992	0.43085000	-0.00999988	0.43085000	-0.00987011	0.43085000	-0.00312695	0.43085000	-0.00655730	0.43085000	-0.00999993	0.43085000	-0.00556415	0.43085000	-0.00277859	0.43085000	-0.00281359	0.43085000	-0.00386490
0.43555000	-0.00999993	0.43555000	-0.00999991	0.43555000	-0.00999993	0.43555000	-0.00999992	0.43555000	-0.00323646	0.43555000	-0.00670675	0.43555000	-0.00999992	0.43555000	-0.00572629	0.43555000	-0.00288073	0.43555000	-0.00291771	0.43555000	-0.00399375
0.44025000	-0.00999993	0.44025000	-0.00999992	0.44025000	-0.00999991	0.44025000	-0.00999992	0.44025000	-0.00334498	0.44025000	-0.00685949	0.44025000	-0.00999992	0.44025000	-0.00589433	0.44025000	-0.00298343	0.44025000	-0.00302287	0.44025000	-0.00412328
0.44495000	-0.00999993	0.44495000	-0.00999992	0.44495000	-0.00999992	0.44495000	-0.00999992	0.44495000	-0.00345550	0.44495000	-0.00701580	0.44495000	-0.00999992	0.44495000	-0.00606909	0.44495000	-0.00308756	0.44495000	-0.00312773	0.44495000	-0.00425425
0.44965000	-0.00999993	0.44965000	-0.00999992	0.44965000	-0.00999992	0.44965000	-0.00999992	0.44965000	-0.00356575	0.44965000	-0.00717470	0.44965000	-0.00999992	0.44965000	-0.00625110	0.44965000	-0.00319210	0.44965000	-0.00323293	0.44965000	-0.00438543
0.45435000	-0.00999993	0.45435000	-0.00999992	0.45435000	-0.00999992	0.45435000	-0.00999992	0.45435000	-0.00367633	0.45435000	-0.00733805	0.45435000	-0.00999991	0.45435000	-0.00644692	0.45435000	-0.00329931	0.45435000	-0.00333937	0.45435000	-0.00451989
0.45905000	-0.00999994	0.45905000	-0.00999992	0.45905000	-0.00999992	0.45905000	-0.00999992	0.45905000	-0.00378882	0.45905000	-0.00750505	0.45905000	-0.00999991	0.45905000	-0.00665022	0.45905000	-0.00340677	0.45905000	-0.00344738	0.45905000	-0.00465522
0.46375000	-0.00999993	0.46375000	-0.00999992	0.46375000	-0.00999992	0.46375000	-0.00999992	0.46375000	-0.00390201	0.46375000	-0.00767734	0.46375000	-0.00999991	0.46375000	-0.00686612	0.46375000	-0.00351473	0.46375000	-0.00355608	0.46375000	-0.00479117
0.46845000	-0.00999991	0.46845000	-0.00999992	0.46845000	-0.00999992	0.46845000	-0.00999992	0.46845000	-0.00401499	0.46845000	-0.00785316	0.46845000	-0.00999992	0.46845000	-0.00709668	0.46845000	-0.00362409	0.46845000	-0.00366528	0.46845000	-0.00492874
0.47315000	-0.00999993	0.47315000	-0.00999990	0.47315000	-0.00999992	0.47315000	-0.00999992	0.47315000	-0.00412870	0.47315000	-0.00803433	0.47315000	-0.00999992	0.47315000	-0.00734417	0.47315000	-0.00373541	0.47315000	-0.00377541	0.47315000	-0.00506726
0.47785000	-0.00999992	0.47785000	-0.00999993	0.47785000	-0.00999992	0.47785000	-0.00999992	0.47785000	-0.00424277	0.47785000	-0.00821966	0.47785000	-0.00999992	0.47785000	-0.00761916	0.47785000	-0.00384730	0.47785000	-0.00388655	0.47785000	-0.00520700
0.48255000	-0.00999992	0.48255000	-0.00999992	0.48255000	-0.00999992	0.48255000	-0.00999992	0.48255000	-0.00435796	0.48255000	-0.00841380	0.48255000	-0.00999992	0.48255000	-0.00792343	0.48255000	-0.00396126	0.48255000	-0.00399897	0.48255000	-0.00534852
0.48725000	-0.00999992	0.48725000	-0.00999992	0.48725000	-0.00999992	0.48725000	-0.00999992	0.48725000	-0.00447408	0.48725000	-0.00861438	0.48725000	-0.00999991	0.48725000	-0.00826125	0.48725000	-0.00407588	0.48725000	-0.00411213	0.48725000	-0.00549232
0.49195000	-0.00999991	0.49195000	-0.00999993	0.49195000	-0.00999993	0.49195000	-0.00999991	0.49195000	-0.00459053	0.49195000	-0.00882447	0.49195000	-0.00999992	0.49195000	-0.00866052	0.49195000	-0.00419277	0.49195000	-0.00422667	0.49195000	-0.00563802
0.49665000	-0.00999992	0.49665000	-0.00999991	0.49665000	-0.00999992	0.49665000	-0.00999992	0.49665000	-0.00470737	0.49665000	-0.00904300	0.49665000	-0.00999992	0.49665000	-0.00915048	0.49665000	-0.00430999	0.49665000	-0.00434211	0.49665000	-0.00578561
0.50135000	-0.00999992	0.50135000	-0.00999992	0.50135000	-0.00999993	0.50135000	-0.00999992	0.50135000	-0.00482513	0.50135000	-0.00927430	0.50135000	-0.00999991	0.50135000	-0.00984871	0.50135000	-0.00442905	0.50135000	-0.00445870	0.50135000	-0.00593564
0.50605000	-0.00999992	0.50605000	-0.00999993	0.50605000	-0.00999992	0.50605000	-0.00999992	0.50605000	-0.00494355	0.50605000	-0.00951883	0.50605000	-0.00999992	0.50605000	-0.00999994	0.50605000	-0.00455048	0.50605000	-0.00457721	0.50605000	-0.00608794
0.51075000	-0.00999991	0.51075000	-0.00999991	0.51075000	-0.00999992	0.51075000	-0.00999991	0.51075000	-0.00506381	0.51075000	-0.00977615	0.51075000	-0.00999992	0.51075000	-0.00999993	0.51075000	-0.00467427	0.51075000	-0.00469650	0.51075000	-0.00624333
0.51545000	-0.00999992	0.51545000	-0.00999992	0.51545000	-0.00999992	0.51545000	-0.00999992	0.51545000	-0.00518362	0.51545000	-0.00999992	0.51545000	-0.00999991	0.51545000	-0.00999991	0.51545000	-0.00479979	0.51545000	-0.00481712	0.51545000	-0.00640195
0.52015000	-0.00999993	0.52015000	-0.00999991	0.52015000	-0.00999992	0.52015000	-0.00999993	0.52015000	-0.00530476	0.52015000	-0.00999991	0.52015000	-0.00999991	0.52015000	-0.00999993	0.52015000	-0.00492754	0.52015000	-0.00493896	0.52015000	-0.00656313
0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00999992	0.52485000	-0.00999992	0.52485000	-0.00542630	0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00999992	0.52485000	-0.00505820	0.52485000	-0.00506294	0.52485000	-0.00672781
0.52955000	-0.00999991	0.52955000	-0.00999991	0.52955000	-0.00999991	0.52955000	-0.00999993	0.52955000	-0.00554897	0.52955000	-0.00999991	0.52955000	-0.00999991	0.52955000	-0.00999993	0.52955000	-0.00519344	0.52955000	-0.00518894	0.52955000	-0.00689602
0.53425000	-0.00999991	0.53425000	-0.00999992	0.53425000	-0.00999991	0.53425000	-0.00999993	0.53425000	-0.00567304	0.53425000	-0.00999991	0.53425000	-0.00999991	0.53425000	-0.00999992	0.53425000	-0.00533123	0.53425000	-0.00531598	0.53425000	-0.00706860
0.53895000	-0.00999991	0.53895000	-0.00999992	0.53895000	-0.00999991	0.53895000	-0.00999992	0.53895000	-0.00579833	0.53895000	-0.00999991	0.53895000	-0.00999991	0.53895000	-0.00999992	0.53895000	-0.00547249	0.53895000	-0.00544462	0.53895000	-0.00724624
0.54360000	-0.00999992	0.54360000	-0.00999991	0.54360000	-0.00999992	0.54360000	-0.00999993	0.54360000	-0.00592180	0.54360000	-0.00999991	0.54360000	-0.00999992	0.54360000	-0.00999991	0.54360000	-0.00561724	0.54360000	-0.00557357	0.54360000	-0.00742635
0.54830000	-0.00999991	0.54830000	-0.00999992	0.54830000	-0.00999992	0.54830000	-0.00999992	0.54830000	-0.00604618	0.54830000	-0.00999991	0.54830000	-0.00999991	0.54830000	-0.00999993	0.54830000	-0.00576687	0.54830000	-0.00570772	0.54830000	-0.00761353
0.55300000	-0.00999992	0.55300000	-0.00999991	0.55300000	-0.00999993	0.55300000	-0.00999993	0.55300000	-0.00617493	0.55300000	-0.00999991	0.55300000	-0.00999992	0.55300000	-0.00999992	0.55300000	-0.00592013	0.55300000	-0.00584352	0.55300000	-0.00780503
0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00999992	0.55770000	-0.00999992	0.55770000	-0.00630493	0.55770000	-0.00999992	0.55770000	-0.00999991	0.55770000	-0.00999993	0.55770000	-0.00608036	0.55770000	-0.00598120	0.55770000	-0.00800444
0.56240000	-0.00999992	0.56240000	-0.00999992	0.56240000	-0.00999991	0.56240000	-0.00999992	0.56240000	-0.00643921	0.56240000	-0.00999991	0.56240000	-0.00999992	0.56240000	-0.00999993	0.56240000	-0.00624239	0.56240000	-0.00612131	0.56240000	-0.00821152
0.56710000	-0.00999991	0.56710000	-0.00999992	0.56710000	-0.00999991	0.56710000	-0.00999992	0.56710000	-0.00657611	0.56710000	-0.00999992	0.56710000	-0.00999992	0.56710000	-0.00999993	0.56710000	-0.00641557	0.56710000	-0.00626034	0.56710000	-0.00842803
0.57180000	-0.00999991	0.57180000	-0.00999991	0.57180000	-0.00999991	0.57180000	-0.00999992	0.57180000	-0.00671293	0.57180000	-0.00999992	0.57180000	-0.00999993	0.57180000	-0.00999992	0.57180000	-0.00659500	0.57180000	-0.00640395	0.57180000	-0.00865503
0.57650000	-0.00999991	0.57650000	-0.00999992	0.57650000	-0.00999991	0.57650000	-0.00999992	0.57650000	-0.00684957	0.57650000	-0.00999991	0.57650000	-0.00999991	0.57650000	-0.00999993	0.57650000	-0.00678483	0.57650000	-0.00655428	0.57650000	-0.00889347
0.58120000	-0.00999992	0.58120000	-0.00999992	0.58120000	-0.00999992	0.58120000	-0.00999992	0.58120000	-0.00698983	0.58120000	-0.00999991	0.58120000	-0.00999992	0.58120000	-0.00999994	0.58120000	-0.00698296	0.58120000	-0.00670477	0.58120000	-0.00914322
0.58590000	-0.00999992	0.58590000	-0.00999991	0.58590000	-0.00999992	0.58590000	-0.00999992	0.58590000	-0.00713420	0.58590000	-0.00999992	0.58590000	-0.00999991	0.58590000	-0.00999992	0.58590000	-0.00719428	0.58590000	-0.00686132	0.58590000	-0.00941277
0.59060000	-0.00999992	0.59060000	-0.00999991	0.59060000	-0.00999992	0.59060000	-0.00999992	0.59060000	-0.00727675	0.59060000	-0.00999991	0.59060000	-0.00999991	0.59060000	-0.00999992	0.59060000	-0.00742018	0.59060000	-0.00702198	0.59060000	-0.00970455
0.59530000	-0.00999992	0.59530000	-0.00999991	0.59530000	-0.00999991	0.59530000	-0.00999992	0.59530000	-0.00742547	0.59530000	-0.00999991	0.59530000	-0.00999992	0.59530000	-0.00999992	0.59530000	-0.00766203	0.59530000	-0.00718966	0.59530000	-0.00999997
0.60000000	-0.00999992	0.60000000	-0.00999991	0.60000000	-0.00999993	0.60000000	-0.00999992	0.60000000	-0.00757358	0.60000000	-0.00999992	0.60000000	-0.00999991	0.60000000	-0.00999992	0.60000000	-0.00792595	0.60000000	-0.00736240	0.60000000	-0.00999992
