Mo_400deg_400Sb_35Se_1 2026-07-09 13-06-40		Mo_400deg_400Sb_35Se_2 2026-07-09 13-08-33		Mo_400deg_400Sb_35Se_3 2026-07-09 13-10-06		Mo_400deg_400Sb_35Se_6 2026-07-09 13-11-56		Mo_400deg_400Sb_35Se_10 2026-07-09 13-20-38		Mo_400deg_400Sb_35Se_11 2026-07-09 13-22-13		Mo_400deg_400Sb_35Se_12 2026-07-09 13-23-33		Mo_400deg_400Sb_35Se_7 2026-07-09 13-25-31		Mo_400deg_400Sb_35Se_8 2026-07-09 13-26-50		Mo_400deg_400Sb_35Se_9 2026-07-09 13-28-07	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.31340000	-0.00194929	0.31340000	-0.00044806	0.31340000	-0.00164201	0.31340000	-0.00349788	0.31340000	-0.00388265	0.31340000	-0.00160225	0.31340000	-0.00202327	0.31340000	-0.00310179	0.31340000	-0.00582526	0.31340000	-0.00681731
0.31810000	-0.00201524	0.31810000	-0.00050567	0.31810000	-0.00171544	0.31810000	-0.00362494	0.31810000	-0.00398235	0.31810000	-0.00167565	0.31810000	-0.00209487	0.31810000	-0.00319870	0.31810000	-0.00600553	0.31810000	-0.00708278
0.32280000	-0.00208239	0.32280000	-0.00056410	0.32280000	-0.00178972	0.32280000	-0.00375462	0.32280000	-0.00408390	0.32280000	-0.00175027	0.32280000	-0.00216852	0.32280000	-0.00329720	0.32280000	-0.00619511	0.32280000	-0.00737372
0.32750000	-0.00214916	0.32750000	-0.00062422	0.32750000	-0.00186539	0.32750000	-0.00388423	0.32750000	-0.00418696	0.32750000	-0.00182656	0.32750000	-0.00224289	0.32750000	-0.00339816	0.32750000	-0.00639372	0.32750000	-0.00772315
0.33220000	-0.00221813	0.33220000	-0.00068596	0.33220000	-0.00194243	0.33220000	-0.00401743	0.33220000	-0.00429242	0.33220000	-0.00190523	0.33220000	-0.00231942	0.33220000	-0.00350023	0.33220000	-0.00660368	0.33220000	-0.00813361
0.33690000	-0.00228848	0.33690000	-0.00074907	0.33690000	-0.00202074	0.33690000	-0.00415062	0.33690000	-0.00439814	0.33690000	-0.00198565	0.33690000	-0.00239655	0.33690000	-0.00360404	0.33690000	-0.00682818	0.33690000	-0.00863025
0.34160000	-0.00235936	0.34160000	-0.00081435	0.34160000	-0.00209945	0.34160000	-0.00428708	0.34160000	-0.00450656	0.34160000	-0.00206642	0.34160000	-0.00247520	0.34160000	-0.00370899	0.34160000	-0.00706891	0.34160000	-0.00927612
0.34630000	-0.00243121	0.34630000	-0.00088123	0.34630000	-0.00218065	0.34630000	-0.00442558	0.34630000	-0.00461773	0.34630000	-0.00215024	0.34630000	-0.00255533	0.34630000	-0.00381526	0.34630000	-0.00733344	0.34630000	-0.00978223
0.35100000	-0.00250485	0.35100000	-0.00094850	0.35100000	-0.00226317	0.35100000	-0.00456673	0.35100000	-0.00472959	0.35100000	-0.00223283	0.35100000	-0.00263739	0.35100000	-0.00392261	0.35100000	-0.00762604	0.35100000	-0.00999992
0.35570000	-0.00258041	0.35570000	-0.00101757	0.35570000	-0.00234671	0.35570000	-0.00471033	0.35570000	-0.00484321	0.35570000	-0.00231847	0.35570000	-0.00272114	0.35570000	-0.00403263	0.35570000	-0.00795063	0.35570000	-0.00999993
0.36040000	-0.00265896	0.36040000	-0.00108960	0.36040000	-0.00243176	0.36040000	-0.00485561	0.36040000	-0.00493244	0.36040000	-0.00240411	0.36040000	-0.00280649	0.36040000	-0.00414351	0.36040000	-0.00832256	0.36040000	-0.00999993
0.36510000	-0.00273693	0.36510000	-0.00116103	0.36510000	-0.00251884	0.36510000	-0.00500450	0.36510000	-0.00505010	0.36510000	-0.00249222	0.36510000	-0.00289412	0.36510000	-0.00425626	0.36510000	-0.00876184	0.36510000	-0.00999993
0.36980000	-0.00281808	0.36980000	-0.00123494	0.36980000	-0.00260791	0.36980000	-0.00515453	0.36980000	-0.00516946	0.36980000	-0.00258209	0.36980000	-0.00298181	0.36980000	-0.00436884	0.36980000	-0.00932065	0.36980000	-0.00999992
0.37450000	-0.00290037	0.37450000	-0.00131020	0.37450000	-0.00269752	0.37450000	-0.00530634	0.37450000	-0.00529147	0.37450000	-0.00267430	0.37450000	-0.00307208	0.37450000	-0.00448460	0.37450000	-0.00999993	0.37450000	-0.00999996
0.37920000	-0.00298342	0.37920000	-0.00138671	0.37920000	-0.00278822	0.37920000	-0.00546223	0.37920000	-0.00541720	0.37920000	-0.00276683	0.37920000	-0.00316484	0.37920000	-0.00460235	0.37920000	-0.00999993	0.37920000	-0.00999992
0.38390000	-0.00306801	0.38390000	-0.00146513	0.38390000	-0.00287971	0.38390000	-0.00561976	0.38390000	-0.00554535	0.38390000	-0.00286009	0.38390000	-0.00325769	0.38390000	-0.00472106	0.38390000	-0.00999992	0.38390000	-0.00999993
0.38860000	-0.00315593	0.38860000	-0.00154580	0.38860000	-0.00297395	0.38860000	-0.00578044	0.38860000	-0.00567950	0.38860000	-0.00295572	0.38860000	-0.00335410	0.38860000	-0.00484354	0.38860000	-0.00999992	0.38860000	-0.00999992
0.39330000	-0.00324448	0.39330000	-0.00162872	0.39330000	-0.00306902	0.39330000	-0.00594379	0.39330000	-0.00581503	0.39330000	-0.00305300	0.39330000	-0.00345252	0.39330000	-0.00496910	0.39330000	-0.00999992	0.39330000	-0.00999992
0.39800000	-0.00333585	0.39800000	-0.00171319	0.39800000	-0.00316675	0.39800000	-0.00610947	0.39800000	-0.00595254	0.39800000	-0.00315168	0.39800000	-0.00355094	0.39800000	-0.00509449	0.39800000	-0.00999992	0.39800000	-0.00999992
0.40270000	-0.00342865	0.40270000	-0.00179831	0.40270000	-0.00326465	0.40270000	-0.00627850	0.40270000	-0.00608524	0.40270000	-0.00325147	0.40270000	-0.00365231	0.40270000	-0.00522265	0.40270000	-0.00999992	0.40270000	-0.00999991
0.40740000	-0.00352397	0.40740000	-0.00188526	0.40740000	-0.00336528	0.40740000	-0.00644991	0.40740000	-0.00622452	0.40740000	-0.00335288	0.40740000	-0.00375599	0.40740000	-0.00535302	0.40740000	-0.00999992	0.40740000	-0.00999992
0.41210000	-0.00362215	0.41210000	-0.00197463	0.41210000	-0.00346711	0.41210000	-0.00662662	0.41210000	-0.00637245	0.41210000	-0.00345541	0.41210000	-0.00386221	0.41210000	-0.00548655	0.41210000	-0.00999991	0.41210000	-0.00999992
0.41680000	-0.00372225	0.41680000	-0.00206465	0.41680000	-0.00357334	0.41680000	-0.00680487	0.41680000	-0.00651963	0.41680000	-0.00356000	0.41680000	-0.00397079	0.41680000	-0.00562202	0.41680000	-0.00999991	0.41680000	-0.00999992
0.42150000	-0.00382525	0.42150000	-0.00215648	0.42150000	-0.00367897	0.42150000	-0.00698818	0.42150000	-0.00667648	0.42150000	-0.00366583	0.42150000	-0.00408137	0.42150000	-0.00576035	0.42150000	-0.00999992	0.42150000	-0.00999992
0.42615000	-0.00393092	0.42615000	-0.00224960	0.42615000	-0.00378608	0.42615000	-0.00717403	0.42615000	-0.00684926	0.42615000	-0.00377251	0.42615000	-0.00419308	0.42615000	-0.00590058	0.42615000	-0.00999993	0.42615000	-0.00999993
0.43085000	-0.00403984	0.43085000	-0.00234489	0.43085000	-0.00389586	0.43085000	-0.00736486	0.43085000	-0.00703434	0.43085000	-0.00388150	0.43085000	-0.00430875	0.43085000	-0.00604714	0.43085000	-0.00999992	0.43085000	-0.00999993
0.43555000	-0.00415089	0.43555000	-0.00244126	0.43555000	-0.00400837	0.43555000	-0.00756014	0.43555000	-0.00720018	0.43555000	-0.00399209	0.43555000	-0.00442619	0.43555000	-0.00619417	0.43555000	-0.00999993	0.43555000	-0.00999992
0.44025000	-0.00426523	0.44025000	-0.00254090	0.44025000	-0.00412262	0.44025000	-0.00776112	0.44025000	-0.00736784	0.44025000	-0.00410378	0.44025000	-0.00454729	0.44025000	-0.00634605	0.44025000	-0.00999992	0.44025000	-0.00999992
0.44495000	-0.00438211	0.44495000	-0.00264136	0.44495000	-0.00423862	0.44495000	-0.00796574	0.44495000	-0.00755026	0.44495000	-0.00421817	0.44495000	-0.00467107	0.44495000	-0.00650273	0.44495000	-0.00999992	0.44495000	-0.00999992
0.44965000	-0.00450385	0.44965000	-0.00274211	0.44965000	-0.00435586	0.44965000	-0.00817546	0.44965000	-0.00773858	0.44965000	-0.00433219	0.44965000	-0.00479582	0.44965000	-0.00666154	0.44965000	-0.00999991	0.44965000	-0.00999993
0.45435000	-0.00463006	0.45435000	-0.00284574	0.45435000	-0.00447662	0.45435000	-0.00839366	0.45435000	-0.00793140	0.45435000	-0.00444966	0.45435000	-0.00492564	0.45435000	-0.00682742	0.45435000	-0.00999992	0.45435000	-0.00999992
0.45905000	-0.00476182	0.45905000	-0.00295274	0.45905000	-0.00460015	0.45905000	-0.00861917	0.45905000	-0.00811568	0.45905000	-0.00456782	0.45905000	-0.00505823	0.45905000	-0.00699674	0.45905000	-0.00999992	0.45905000	-0.00999993
0.46375000	-0.00490000	0.46375000	-0.00305977	0.46375000	-0.00472647	0.46375000	-0.00885172	0.46375000	-0.00832263	0.46375000	-0.00468732	0.46375000	-0.00519471	0.46375000	-0.00717213	0.46375000	-0.00999991	0.46375000	-0.00999993
0.46845000	-0.00504318	0.46845000	-0.00316984	0.46845000	-0.00485393	0.46845000	-0.00909015	0.46845000	-0.00854106	0.46845000	-0.00480885	0.46845000	-0.00533567	0.46845000	-0.00735219	0.46845000	-0.00999992	0.46845000	-0.00999992
0.47315000	-0.00519433	0.47315000	-0.00328099	0.47315000	-0.00498640	0.47315000	-0.00934195	0.47315000	-0.00877015	0.47315000	-0.00493327	0.47315000	-0.00547918	0.47315000	-0.00753999	0.47315000	-0.00999992	0.47315000	-0.00999992
0.47785000	-0.00535383	0.47785000	-0.00339361	0.47785000	-0.00512159	0.47785000	-0.00960294	0.47785000	-0.00901031	0.47785000	-0.00505946	0.47785000	-0.00562722	0.47785000	-0.00773321	0.47785000	-0.00999992	0.47785000	-0.00999993
0.48255000	-0.00550158	0.48255000	-0.00350962	0.48255000	-0.00526035	0.48255000	-0.00987905	0.48255000	-0.00926953	0.48255000	-0.00518785	0.48255000	-0.00577970	0.48255000	-0.00793810	0.48255000	-0.00999990	0.48255000	-0.00999991
0.48725000	-0.00567773	0.48725000	-0.00362724	0.48725000	-0.00540083	0.48725000	-0.00999991	0.48725000	-0.00955585	0.48725000	-0.00531743	0.48725000	-0.00593627	0.48725000	-0.00815130	0.48725000	-0.00999991	0.48725000	-0.00999991
0.49195000	-0.00586641	0.49195000	-0.00374674	0.49195000	-0.00554571	0.49195000	-0.00999992	0.49195000	-0.00984680	0.49195000	-0.00544943	0.49195000	-0.00609841	0.49195000	-0.00837352	0.49195000	-0.00999991	0.49195000	-0.00999991
0.49665000	-0.00607030	0.49665000	-0.00386865	0.49665000	-0.00569511	0.49665000	-0.00999991	0.49665000	-0.00999992	0.49665000	-0.00558190	0.49665000	-0.00626708	0.49665000	-0.00860979	0.49665000	-0.00999992	0.49665000	-0.00999991
0.50135000	-0.00628838	0.50135000	-0.00399450	0.50135000	-0.00584776	0.50135000	-0.00999991	0.50135000	-0.00999991	0.50135000	-0.00571801	0.50135000	-0.00644185	0.50135000	-0.00885941	0.50135000	-0.00999992	0.50135000	-0.00999992
0.50605000	-0.00652539	0.50605000	-0.00412128	0.50605000	-0.00600606	0.50605000	-0.00999992	0.50605000	-0.00999993	0.50605000	-0.00585771	0.50605000	-0.00662422	0.50605000	-0.00912656	0.50605000	-0.00999991	0.50605000	-0.00999992
0.51075000	-0.00679255	0.51075000	-0.00425188	0.51075000	-0.00616778	0.51075000	-0.00999991	0.51075000	-0.00999992	0.51075000	-0.00599905	0.51075000	-0.00681532	0.51075000	-0.00941076	0.51075000	-0.00999992	0.51075000	-0.00999991
0.51545000	-0.00710673	0.51545000	-0.00438363	0.51545000	-0.00633679	0.51545000	-0.00999993	0.51545000	-0.00999991	0.51545000	-0.00614156	0.51545000	-0.00701427	0.51545000	-0.00971918	0.51545000	-0.00999992	0.51545000	-0.00999992
0.52015000	-0.00748140	0.52015000	-0.00451753	0.52015000	-0.00650260	0.52015000	-0.00999993	0.52015000	-0.00999992	0.52015000	-0.00628793	0.52015000	-0.00722273	0.52015000	-0.00999992	0.52015000	-0.00999991	0.52015000	-0.00999991
0.52485000	-0.00796579	0.52485000	-0.00465528	0.52485000	-0.00668698	0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00643601	0.52485000	-0.00744452	0.52485000	-0.00999992	0.52485000	-0.00999993	0.52485000	-0.00999991
0.52955000	-0.00863525	0.52955000	-0.00479694	0.52955000	-0.00687744	0.52955000	-0.00999991	0.52955000	-0.00999991	0.52955000	-0.00658727	0.52955000	-0.00767653	0.52955000	-0.00999992	0.52955000	-0.00999992	0.52955000	-0.00999993
0.53425000	-0.00895673	0.53425000	-0.00494144	0.53425000	-0.00707564	0.53425000	-0.00999992	0.53425000	-0.00999990	0.53425000	-0.00674166	0.53425000	-0.00792377	0.53425000	-0.00999992	0.53425000	-0.00999992	0.53425000	-0.00999993
0.53895000	-0.00999987	0.53895000	-0.00509014	0.53895000	-0.00727596	0.53895000	-0.00999992	0.53895000	-0.00999993	0.53895000	-0.00690033	0.53895000	-0.00819025	0.53895000	-0.00999992	0.53895000	-0.00999992	0.53895000	-0.00999991
0.54360000	-0.00999989	0.54360000	-0.00524028	0.54360000	-0.00748329	0.54360000	-0.00999991	0.54360000	-0.00999992	0.54360000	-0.00706134	0.54360000	-0.00847284	0.54360000	-0.00999992	0.54360000	-0.00999991	0.54360000	-0.00999991
0.54830000	-0.00999991	0.54830000	-0.00539624	0.54830000	-0.00770734	0.54830000	-0.00999991	0.54830000	-0.00999992	0.54830000	-0.00722718	0.54830000	-0.00878379	0.54830000	-0.00999993	0.54830000	-0.00999992	0.54830000	-0.00999992
0.55300000	-0.00999992	0.55300000	-0.00555774	0.55300000	-0.00794483	0.55300000	-0.00999993	0.55300000	-0.00999992	0.55300000	-0.00739706	0.55300000	-0.00911786	0.55300000	-0.00999993	0.55300000	-0.00999993	0.55300000	-0.00999992
0.55770000	-0.00999991	0.55770000	-0.00572433	0.55770000	-0.00809400	0.55770000	-0.00999992	0.55770000	-0.00999992	0.55770000	-0.00757370	0.55770000	-0.00950145	0.55770000	-0.00999993	0.55770000	-0.00999993	0.55770000	-0.00999991
0.56240000	-0.00999991	0.56240000	-0.00589516	0.56240000	-0.00835516	0.56240000	-0.00999992	0.56240000	-0.00999992	0.56240000	-0.00775451	0.56240000	-0.00993438	0.56240000	-0.00999993	0.56240000	-0.00999991	0.56240000	-0.00999991
0.56710000	-0.00999992	0.56710000	-0.00607467	0.56710000	-0.00865508	0.56710000	-0.00999991	0.56710000	-0.00999992	0.56710000	-0.00794012	0.56710000	-0.00999992	0.56710000	-0.00999993	0.56710000	-0.00999992	0.56710000	-0.00999991
0.57180000	-0.00999991	0.57180000	-0.00626277	0.57180000	-0.00898700	0.57180000	-0.00999991	0.57180000	-0.00999992	0.57180000	-0.00812964	0.57180000	-0.00999993	0.57180000	-0.00999994	0.57180000	-0.00999992	0.57180000	-0.00999993
0.57650000	-0.00999991	0.57650000	-0.00645975	0.57650000	-0.00934671	0.57650000	-0.00999992	0.57650000	-0.00999993	0.57650000	-0.00832486	0.57650000	-0.00999992	0.57650000	-0.00999993	0.57650000	-0.00999992	0.57650000	-0.00999992
0.58120000	-0.00999991	0.58120000	-0.00666347	0.58120000	-0.00973859	0.58120000	-0.00999992	0.58120000	-0.00999993	0.58120000	-0.00852275	0.58120000	-0.00999992	0.58120000	-0.00999994	0.58120000	-0.00999992	0.58120000	-0.00999993
0.58590000	-0.00999990	0.58590000	-0.00687649	0.58590000	-0.00999992	0.58590000	-0.00999991	0.58590000	-0.00999993	0.58590000	-0.00872999	0.58590000	-0.00999991	0.58590000	-0.00999992	0.58590000	-0.00999992	0.58590000	-0.00999991
0.59060000	-0.00999992	0.59060000	-0.00709970	0.59060000	-0.00999993	0.59060000	-0.00999992	0.59060000	-0.00999993	0.59060000	-0.00894904	0.59060000	-0.00999991	0.59060000	-0.00999992	0.59060000	-0.00999992	0.59060000	-0.00999993
0.59530000	-0.00999992	0.59530000	-0.00732968	0.59530000	-0.00999992	0.59530000	-0.00999992	0.59530000	-0.00999991	0.59530000	-0.00917559	0.59530000	-0.00999993	0.59530000	-0.00999991	0.59530000	-0.00999992	0.59530000	-0.00999991
0.60000000	-0.00999991	0.60000000	-0.00750976	0.60000000	-0.00999993	0.60000000	-0.00999992	0.60000000	-0.00999991	0.60000000	-0.00941314	0.60000000	-0.00999992	0.60000000	-0.00999992	0.60000000	-0.00999991	0.60000000	-0.00999992
