Mo_room_400Sb_35Se_1 2026-07-09 12-37-33		Mo_room_400Sb_35Se_2 2026-07-09 12-39-10		Mo_room_400Sb_35Se_3 2026-07-09 12-40-56		Mo_room_400Sb_35Se_5 2026-07-09 12-44-35		Mo_room_400Sb_35Se_6 2026-07-09 12-46-48		Mo_room_400Sb_35Se_7 2026-07-09 12-48-47		Mo_room_400Sb_35Se_8 2026-07-09 12-49-56		Mo_room_400Sb_35Se_9 2026-07-09 12-51-28		Mo_room_400Sb_35Se_10 2026-07-09 12-54-37		Mo_room_400Sb_35Se_11 2026-07-09 12-55-41		Mo_room_400Sb_35Se_12 2026-07-09 12-57-17	
Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas	Vmeas	Imeas
0.25705000	-0.00999992	0.25705000	-0.00999991	0.25705000	-0.00999991	0.25705000	-0.00999992	0.25705000	-0.00999993	0.25705000	-0.00999992	0.25705000	-0.00999993	0.25705000	-0.00999992	0.25705000	-0.00999991	0.25705000	-0.00999992	0.25705000	-0.00999991
0.26175000	-0.00999991	0.26175000	-0.01000021	0.26175000	-0.00999991	0.26175000	-0.00999992	0.26175000	-0.00999993	0.26175000	-0.00999991	0.26175000	-0.00999992	0.26175000	-0.00999991	0.26175000	-0.00999991	0.26175000	-0.00999992	0.26175000	-0.00999990
0.26645000	-0.00999991	0.26645000	-0.00999992	0.26645000	-0.00999991	0.26645000	-0.00999992	0.26645000	-0.00999993	0.26645000	-0.00999996	0.26645000	-0.00999993	0.26645000	-0.00999991	0.26645000	-0.00999991	0.26645000	-0.00999991	0.26645000	-0.00999992
0.27115000	-0.00999992	0.27115000	-0.00999992	0.27115000	-0.00999991	0.27115000	-0.00999991	0.27115000	-0.00999993	0.27115000	-0.01000005	0.27115000	-0.00999993	0.27115000	-0.00999991	0.27115000	-0.00999992	0.27115000	-0.00999995	0.27115000	-0.00999992
0.27585000	-0.00999993	0.27585000	-0.00999991	0.27585000	-0.00999992	0.27585000	-0.00999992	0.27585000	-0.00999994	0.27585000	-0.00999990	0.27585000	-0.00999993	0.27585000	-0.00999992	0.27585000	-0.00999991	0.27585000	-0.00999993	0.27585000	-0.00999992
0.28055000	-0.00999991	0.28055000	-0.00999992	0.28055000	-0.00999992	0.28055000	-0.00999992	0.28055000	-0.00999992	0.28055000	-0.00999992	0.28055000	-0.00999993	0.28055000	-0.00999992	0.28055000	-0.00999993	0.28055000	-0.00999994	0.28055000	-0.00999993
0.28525000	-0.00999991	0.28525000	-0.00999991	0.28525000	-0.00999991	0.28525000	-0.00999992	0.28525000	-0.00999992	0.28525000	-0.00999991	0.28525000	-0.00999992	0.28525000	-0.00999992	0.28525000	-0.00999992	0.28525000	-0.00999996	0.28525000	-0.00999992
0.28995000	-0.00999992	0.28995000	-0.00999992	0.28995000	-0.00999993	0.28995000	-0.00999993	0.28995000	-0.00999993	0.28995000	-0.00999991	0.28995000	-0.00999993	0.28995000	-0.00999991	0.28995000	-0.00999991	0.28995000	-0.00999994	0.28995000	-0.00999991
0.29465000	-0.00999991	0.29465000	-0.00999992	0.29465000	-0.00999992	0.29465000	-0.00999991	0.29465000	-0.00999993	0.29465000	-0.00999991	0.29465000	-0.00999992	0.29465000	-0.00999986	0.29465000	-0.00999992	0.29465000	-0.00999990	0.29465000	-0.00999993
0.29935000	-0.00999992	0.29935000	-0.00999992	0.29935000	-0.00999991	0.29935000	-0.00999991	0.29935000	-0.00999992	0.29935000	-0.00999991	0.29935000	-0.00999993	0.29935000	-0.00999997	0.29935000	-0.00999993	0.29935000	-0.00999994	0.29935000	-0.00999992
0.30405000	-0.00999991	0.30405000	-0.00999991	0.30405000	-0.00999991	0.30405000	-0.00999992	0.30405000	-0.00999992	0.30405000	-0.00999989	0.30405000	-0.00999993	0.30405000	-0.00999988	0.30405000	-0.00999992	0.30405000	-0.00999983	0.30405000	-0.00999992
0.30870000	-0.00999991	0.30870000	-0.00999992	0.30870000	-0.00999992	0.30870000	-0.00999992	0.30870000	-0.00999991	0.30870000	-0.00999992	0.30870000	-0.00999993	0.30870000	-0.00999985	0.30870000	-0.00999992	0.30870000	-0.00999994	0.30870000	-0.00999991
0.31340000	-0.00999991	0.31340000	-0.00999992	0.31340000	-0.00999991	0.31340000	-0.00999991	0.31340000	-0.00999991	0.31340000	-0.00999998	0.31340000	-0.00999991	0.31340000	-0.00999997	0.31340000	-0.00999991	0.31340000	-0.00999994	0.31340000	-0.00999992
0.31810000	-0.00999992	0.31810000	-0.00999991	0.31810000	-0.00999991	0.31810000	-0.00999991	0.31810000	-0.00999992	0.31810000	-0.00999988	0.31810000	-0.00999993	0.31810000	-0.00999987	0.31810000	-0.00999992	0.31810000	-0.00999994	0.31810000	-0.00999991
0.32280000	-0.00999991	0.32280000	-0.00999992	0.32280000	-0.00999991	0.32280000	-0.00999991	0.32280000	-0.00999992	0.32280000	-0.00999994	0.32280000	-0.00999992	0.32280000	-0.00999991	0.32280000	-0.00999993	0.32280000	-0.00999994	0.32280000	-0.00999991
0.32750000	-0.00999992	0.32750000	-0.00999991	0.32750000	-0.00999993	0.32750000	-0.00999991	0.32750000	-0.00999992	0.32750000	-0.00999989	0.32750000	-0.00999993	0.32750000	-0.00999989	0.32750000	-0.00999992	0.32750000	-0.00999992	0.32750000	-0.00999991
0.33220000	-0.00999992	0.33220000	-0.00999991	0.33220000	-0.00999992	0.33220000	-0.00999992	0.33220000	-0.00999991	0.33220000	-0.00999988	0.33220000	-0.00999992	0.33220000	-0.00999991	0.33220000	-0.00999991	0.33220000	-0.00999991	0.33220000	-0.00999991
0.33690000	-0.00999991	0.33690000	-0.00999991	0.33690000	-0.00999992	0.33690000	-0.00999992	0.33690000	-0.00999991	0.33690000	-0.00999979	0.33690000	-0.00999992	0.33690000	-0.00999992	0.33690000	-0.00999991	0.33690000	-0.00999993	0.33690000	-0.00999992
0.34160000	-0.00999991	0.34160000	-0.00999991	0.34160000	-0.00999992	0.34160000	-0.00999991	0.34160000	-0.00999991	0.34160000	-0.01000002	0.34160000	-0.00999993	0.34160000	-0.00999985	0.34160000	-0.00999991	0.34160000	-0.00999992	0.34160000	-0.00999992
0.34630000	-0.00999990	0.34630000	-0.00999990	0.34630000	-0.00999991	0.34630000	-0.00999992	0.34630000	-0.00999992	0.34630000	-0.00999992	0.34630000	-0.00999993	0.34630000	-0.00999993	0.34630000	-0.00999991	0.34630000	-0.00999992	0.34630000	-0.00999993
0.35100000	-0.00999992	0.35100000	-0.00999991	0.35100000	-0.00999992	0.35100000	-0.00999992	0.35100000	-0.00999992	0.35100000	-0.01000000	0.35100000	-0.00999992	0.35100000	-0.00999988	0.35100000	-0.00999991	0.35100000	-0.00999991	0.35100000	-0.00999992
0.35570000	-0.00999992	0.35570000	-0.00999991	0.35570000	-0.00999992	0.35570000	-0.00999992	0.35570000	-0.00999993	0.35570000	-0.01000005	0.35570000	-0.00999991	0.35570000	-0.00999991	0.35570000	-0.00999992	0.35570000	-0.00999992	0.35570000	-0.00999992
0.36040000	-0.00999991	0.36040000	-0.00999990	0.36040000	-0.00999991	0.36040000	-0.00999991	0.36040000	-0.00999992	0.36040000	-0.01000004	0.36040000	-0.00999993	0.36040000	-0.00999993	0.36040000	-0.00999990	0.36040000	-0.00999991	0.36040000	-0.00999993
0.36510000	-0.00999992	0.36510000	-0.00999990	0.36510000	-0.00999992	0.36510000	-0.00999992	0.36510000	-0.00999992	0.36510000	-0.00999988	0.36510000	-0.00999992	0.36510000	-0.00999990	0.36510000	-0.00999991	0.36510000	-0.00999992	0.36510000	-0.00999992
0.36980000	-0.00999991	0.36980000	-0.00999990	0.36980000	-0.00999992	0.36980000	-0.00999992	0.36980000	-0.00999990	0.36980000	-0.00999989	0.36980000	-0.00999993	0.36980000	-0.00999989	0.36980000	-0.00999992	0.36980000	-0.00999992	0.36980000	-0.00999991
0.37450000	-0.00999992	0.37450000	-0.00999987	0.37450000	-0.00999991	0.37450000	-0.00999992	0.37450000	-0.00999991	0.37450000	-0.00999993	0.37450000	-0.00999992	0.37450000	-0.00999988	0.37450000	-0.00999992	0.37450000	-0.00999992	0.37450000	-0.00999992
0.37920000	-0.00999991	0.37920000	-0.00999992	0.37920000	-0.00999992	0.37920000	-0.00999992	0.37920000	-0.00999991	0.37920000	-0.00999987	0.37920000	-0.00999992	0.37920000	-0.00999990	0.37920000	-0.00999992	0.37920000	-0.00999993	0.37920000	-0.00999992
0.38390000	-0.00999990	0.38390000	-0.00999991	0.38390000	-0.00999992	0.38390000	-0.00999992	0.38390000	-0.00999991	0.38390000	-0.00999986	0.38390000	-0.00999992	0.38390000	-0.00999990	0.38390000	-0.00999991	0.38390000	-0.00999992	0.38390000	-0.00999991
0.38860000	-0.00999990	0.38860000	-0.00999988	0.38860000	-0.00999992	0.38860000	-0.00999991	0.38860000	-0.00999991	0.38860000	-0.00999980	0.38860000	-0.00999992	0.38860000	-0.00999992	0.38860000	-0.00999991	0.38860000	-0.00999993	0.38860000	-0.00999992
0.39330000	-0.00999991	0.39330000	-0.00999991	0.39330000	-0.00999991	0.39330000	-0.00999992	0.39330000	-0.00999991	0.39330000	-0.00999976	0.39330000	-0.00999992	0.39330000	-0.00999990	0.39330000	-0.00999991	0.39330000	-0.00999993	0.39330000	-0.00999992
0.39800000	-0.00999991	0.39800000	-0.00999991	0.39800000	-0.00999991	0.39800000	-0.00999991	0.39800000	-0.00999992	0.39800000	-0.00999992	0.39800000	-0.00999991	0.39800000	-0.00999991	0.39800000	-0.00999991	0.39800000	-0.00999992	0.39800000	-0.00999992
0.40270000	-0.00999990	0.40270000	-0.00999991	0.40270000	-0.00999991	0.40270000	-0.00999990	0.40270000	-0.00999992	0.40270000	-0.00999982	0.40270000	-0.00999992	0.40270000	-0.00999997	0.40270000	-0.00999991	0.40270000	-0.00999992	0.40270000	-0.00999991
0.40740000	-0.00999991	0.40740000	-0.00999991	0.40740000	-0.00999990	0.40740000	-0.00999990	0.40740000	-0.00999992	0.40740000	-0.01000002	0.40740000	-0.00999991	0.40740000	-0.00999989	0.40740000	-0.00999992	0.40740000	-0.00999992	0.40740000	-0.00999992
0.41210000	-0.00999990	0.41210000	-0.00999992	0.41210000	-0.00999991	0.41210000	-0.00999991	0.41210000	-0.00999992	0.41210000	-0.00999989	0.41210000	-0.00999992	0.41210000	-0.00999993	0.41210000	-0.00999992	0.41210000	-0.00999990	0.41210000	-0.00999992
0.41680000	-0.00999990	0.41680000	-0.00999991	0.41680000	-0.00999991	0.41680000	-0.00999991	0.41680000	-0.00999991	0.41680000	-0.00999995	0.41680000	-0.00999992	0.41680000	-0.00999987	0.41680000	-0.00999992	0.41680000	-0.00999991	0.41680000	-0.00999992
0.42150000	-0.00999990	0.42150000	-0.00999991	0.42150000	-0.00999991	0.42150000	-0.00999990	0.42150000	-0.00999991	0.42150000	-0.00999992	0.42150000	-0.00999991	0.42150000	-0.00999989	0.42150000	-0.00999991	0.42150000	-0.00999994	0.42150000	-0.00999991
0.42615000	-0.00999990	0.42615000	-0.00999991	0.42615000	-0.00999992	0.42615000	-0.00999991	0.42615000	-0.00999992	0.42615000	-0.00999991	0.42615000	-0.00999991	0.42615000	-0.00999988	0.42615000	-0.00999990	0.42615000	-0.00999991	0.42615000	-0.00999991
0.43085000	-0.00999990	0.43085000	-0.00999991	0.43085000	-0.00999991	0.43085000	-0.00999992	0.43085000	-0.00999992	0.43085000	-0.00999990	0.43085000	-0.00999992	0.43085000	-0.00999989	0.43085000	-0.00999990	0.43085000	-0.00999992	0.43085000	-0.00999991
0.43555000	-0.00999992	0.43555000	-0.00999990	0.43555000	-0.00999990	0.43555000	-0.00999990	0.43555000	-0.00999992	0.43555000	-0.00999990	0.43555000	-0.00999992	0.43555000	-0.00999989	0.43555000	-0.00999990	0.43555000	-0.00999991	0.43555000	-0.00999991
0.44025000	-0.00999990	0.44025000	-0.00999991	0.44025000	-0.00999991	0.44025000	-0.00999991	0.44025000	-0.00999991	0.44025000	-0.00999991	0.44025000	-0.00999991	0.44025000	-0.00999988	0.44025000	-0.00999992	0.44025000	-0.00999992	0.44025000	-0.00999991
0.44495000	-0.00999991	0.44495000	-0.00999987	0.44495000	-0.00999991	0.44495000	-0.00999990	0.44495000	-0.00999992	0.44495000	-0.00999991	0.44495000	-0.00999991	0.44495000	-0.00999988	0.44495000	-0.00999991	0.44495000	-0.00999993	0.44495000	-0.00999991
0.44965000	-0.00999990	0.44965000	-0.00999994	0.44965000	-0.00999992	0.44965000	-0.00999991	0.44965000	-0.00999992	0.44965000	-0.00999991	0.44965000	-0.00999992	0.44965000	-0.00999990	0.44965000	-0.00999992	0.44965000	-0.00999992	0.44965000	-0.00999991
0.45435000	-0.00999991	0.45435000	-0.00999994	0.45435000	-0.00999991	0.45435000	-0.00999991	0.45435000	-0.00999992	0.45435000	-0.00999991	0.45435000	-0.00999992	0.45435000	-0.00999988	0.45435000	-0.00999991	0.45435000	-0.00999991	0.45435000	-0.00999991
0.45905000	-0.00999991	0.45905000	-0.00999992	0.45905000	-0.00999991	0.45905000	-0.00999992	0.45905000	-0.00999993	0.45905000	-0.00999991	0.45905000	-0.00999991	0.45905000	-0.00999990	0.45905000	-0.00999990	0.45905000	-0.00999992	0.45905000	-0.00999992
0.46375000	-0.00999992	0.46375000	-0.00999995	0.46375000	-0.00999992	0.46375000	-0.00999991	0.46375000	-0.00999992	0.46375000	-0.00999991	0.46375000	-0.00999991	0.46375000	-0.00999990	0.46375000	-0.00999992	0.46375000	-0.00999991	0.46375000	-0.00999991
0.46845000	-0.00999990	0.46845000	-0.00999995	0.46845000	-0.00999991	0.46845000	-0.00999992	0.46845000	-0.00999991	0.46845000	-0.00999991	0.46845000	-0.00999992	0.46845000	-0.00999988	0.46845000	-0.00999990	0.46845000	-0.00999993	0.46845000	-0.00999990
0.47315000	-0.00999990	0.47315000	-0.00999987	0.47315000	-0.00999990	0.47315000	-0.00999991	0.47315000	-0.00999992	0.47315000	-0.00999991	0.47315000	-0.00999991	0.47315000	-0.00999990	0.47315000	-0.00999989	0.47315000	-0.00999991	0.47315000	-0.00999990
0.47785000	-0.00999990	0.47785000	-0.00999994	0.47785000	-0.00999991	0.47785000	-0.00999990	0.47785000	-0.00999992	0.47785000	-0.00999991	0.47785000	-0.00999991	0.47785000	-0.00999990	0.47785000	-0.00999991	0.47785000	-0.00999992	0.47785000	-0.00999990
0.48255000	-0.00999991	0.48255000	-0.00999991	0.48255000	-0.00999991	0.48255000	-0.00999991	0.48255000	-0.00999992	0.48255000	-0.00999992	0.48255000	-0.00999990	0.48255000	-0.00999990	0.48255000	-0.00999990	0.48255000	-0.00999992	0.48255000	-0.00999992
0.48725000	-0.00999990	0.48725000	-0.00999996	0.48725000	-0.00999991	0.48725000	-0.00999992	0.48725000	-0.00999992	0.48725000	-0.00999992	0.48725000	-0.00999992	0.48725000	-0.00999989	0.48725000	-0.00999991	0.48725000	-0.00999992	0.48725000	-0.00999991
0.49195000	-0.00999990	0.49195000	-0.00999993	0.49195000	-0.00999991	0.49195000	-0.00999991	0.49195000	-0.00999993	0.49195000	-0.00999991	0.49195000	-0.00999990	0.49195000	-0.00999990	0.49195000	-0.00999990	0.49195000	-0.00999991	0.49195000	-0.00999992
0.49665000	-0.00999990	0.49665000	-0.00999996	0.49665000	-0.00999990	0.49665000	-0.00999991	0.49665000	-0.00999992	0.49665000	-0.00999992	0.49665000	-0.00999991	0.49665000	-0.00999989	0.49665000	-0.00999991	0.49665000	-0.00999991	0.49665000	-0.00999990
0.50135000	-0.00999990	0.50135000	-0.00999991	0.50135000	-0.00999991	0.50135000	-0.00999991	0.50135000	-0.00999991	0.50135000	-0.00999990	0.50135000	-0.00999992	0.50135000	-0.00999991	0.50135000	-0.00999992	0.50135000	-0.00999993	0.50135000	-0.00999992
0.50605000	-0.00999991	0.50605000	-0.00999991	0.50605000	-0.00999991	0.50605000	-0.00999991	0.50605000	-0.00999991	0.50605000	-0.00999991	0.50605000	-0.00999991	0.50605000	-0.00999989	0.50605000	-0.00999990	0.50605000	-0.00999992	0.50605000	-0.00999991
0.51075000	-0.00999990	0.51075000	-0.00999995	0.51075000	-0.00999989	0.51075000	-0.00999990	0.51075000	-0.00999991	0.51075000	-0.00999988	0.51075000	-0.00999991	0.51075000	-0.00999992	0.51075000	-0.00999989	0.51075000	-0.00999991	0.51075000	-0.00999991
0.51545000	-0.00999990	0.51545000	-0.00999990	0.51545000	-0.00999991	0.51545000	-0.00999991	0.51545000	-0.00999991	0.51545000	-0.00999983	0.51545000	-0.00999991	0.51545000	-0.00999989	0.51545000	-0.00999991	0.51545000	-0.00999991	0.51545000	-0.00999992
0.52015000	-0.00999991	0.52015000	-0.00999989	0.52015000	-0.00999991	0.52015000	-0.00999991	0.52015000	-0.00999992	0.52015000	-0.00999990	0.52015000	-0.00999992	0.52015000	-0.00999990	0.52015000	-0.00999990	0.52015000	-0.00999992	0.52015000	-0.00999991
0.52485000	-0.00999991	0.52485000	-0.00999994	0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00999992	0.52485000	-0.00999990	0.52485000	-0.00999991	0.52485000	-0.00999991	0.52485000	-0.00999991
0.52955000	-0.00999991	0.52955000	-0.00999985	0.52955000	-0.00999991	0.52955000	-0.00999992	0.52955000	-0.00999992	0.52955000	-0.00999990	0.52955000	-0.00999991	0.52955000	-0.00999991	0.52955000	-0.00999989	0.52955000	-0.00999991	0.52955000	-0.00999991
0.53425000	-0.00999991	0.53425000	-0.00999990	0.53425000	-0.00999992	0.53425000	-0.00999992	0.53425000	-0.00999993	0.53425000	-0.00999991	0.53425000	-0.00999991	0.53425000	-0.00999991	0.53425000	-0.00999990	0.53425000	-0.00999991	0.53425000	-0.00999992
0.53895000	-0.00999990	0.53895000	-0.00999990	0.53895000	-0.00999991	0.53895000	-0.00999992	0.53895000	-0.00999992	0.53895000	-0.00999991	0.53895000	-0.00999990	0.53895000	-0.00999989	0.53895000	-0.00999990	0.53895000	-0.00999991	0.53895000	-0.00999991
0.54360000	-0.00999989	0.54360000	-0.00999991	0.54360000	-0.00999992	0.54360000	-0.00999992	0.54360000	-0.00999992	0.54360000	-0.00999991	0.54360000	-0.00999991	0.54360000	-0.00999991	0.54360000	-0.00999991	0.54360000	-0.00999992	0.54360000	-0.00999992
0.54830000	-0.00999991	0.54830000	-0.00999990	0.54830000	-0.00999991	0.54830000	-0.00999991	0.54830000	-0.00999992	0.54830000	-0.00999990	0.54830000	-0.00999991	0.54830000	-0.00999995	0.54830000	-0.00999990	0.54830000	-0.00999993	0.54830000	-0.00999991
0.55300000	-0.00999991	0.55300000	-0.00999990	0.55300000	-0.00999991	0.55300000	-0.00999992	0.55300000	-0.00999991	0.55300000	-0.00999991	0.55300000	-0.00999991	0.55300000	-0.00999991	0.55300000	-0.00999990	0.55300000	-0.00999992	0.55300000	-0.00999990
0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00999992	0.55770000	-0.00999993	0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00999990	0.55770000	-0.00999991	0.55770000	-0.00999991	0.55770000	-0.00999989
0.56240000	-0.00999992	0.56240000	-0.00999989	0.56240000	-0.00999991	0.56240000	-0.00999990	0.56240000	-0.00999992	0.56240000	-0.00999991	0.56240000	-0.00999990	0.56240000	-0.01000114	0.56240000	-0.00999991	0.56240000	-0.00999990	0.56240000	-0.00999990
0.56710000	-0.00999991	0.56710000	-0.00999990	0.56710000	-0.00999991	0.56710000	-0.00999992	0.56710000	-0.00999992	0.56710000	-0.00999991	0.56710000	-0.00999991	0.56710000	-0.00999991	0.56710000	-0.00999991	0.56710000	-0.00999991	0.56710000	-0.00999991
0.57180000	-0.00999991	0.57180000	-0.00999990	0.57180000	-0.00999991	0.57180000	-0.00999992	0.57180000	-0.00999992	0.57180000	-0.00999991	0.57180000	-0.00999992	0.57180000	-0.00999993	0.57180000	-0.00999990	0.57180000	-0.00999991	0.57180000	-0.00999990
0.57650000	-0.00999991	0.57650000	-0.00999990	0.57650000	-0.00999991	0.57650000	-0.00999993	0.57650000	-0.00999991	0.57650000	-0.00999990	0.57650000	-0.00999991	0.57650000	-0.01000000	0.57650000	-0.00999989	0.57650000	-0.00999990	0.57650000	-0.00999990
0.58120000	-0.00999991	0.58120000	-0.00999990	0.58120000	-0.00999990	0.58120000	-0.00999992	0.58120000	-0.00999992	0.58120000	-0.00999990	0.58120000	-0.00999992	0.58120000	-0.00999999	0.58120000	-0.00999990	0.58120000	-0.00999990	0.58120000	-0.00999990
0.58590000	-0.00999989	0.58590000	-0.00999991	0.58590000	-0.00999991	0.58590000	-0.00999991	0.58590000	-0.00999991	0.58590000	-0.00999991	0.58590000	-0.00999990	0.58590000	-0.00999985	0.58590000	-0.00999991	0.58590000	-0.00999991	0.58590000	-0.00999990
0.59060000	-0.00999990	0.59060000	-0.00999991	0.59060000	-0.00999991	0.59060000	-0.00999991	0.59060000	-0.00999992	0.59060000	-0.00999990	0.59060000	-0.00999992	0.59060000	-0.00999989	0.59060000	-0.00999991	0.59060000	-0.00999991	0.59060000	-0.00999990
0.59530000	-0.00999991	0.59530000	-0.00999990	0.59530000	-0.00999990	0.59530000	-0.00999990	0.59530000	-0.00999991	0.59530000	-0.00999991	0.59530000	-0.00999991	0.59530000	-0.00999987	0.59530000	-0.00999990	0.59530000	-0.00999990	0.59530000	-0.00999990
0.60000000	-0.00999991	0.60000000	-0.00999991	0.60000000	-0.00999990	0.60000000	-0.00999991	0.60000000	-0.00999990	0.60000000	-0.01000002	0.60000000	-0.00999991	0.60000000	-0.00999984	0.60000000	-0.00999989	0.60000000	-0.00999992	0.60000000	-0.00999990
