Mo_300Sb_35Se_2 2026-07-09 11-07-31		Mo_300Sb_35Se_3 2026-07-09 11-09-22		Mo_300Sb_35Se_4 2026-07-09 11-10-46		Mo_300Sb_35Se_5 2026-07-09 11-13-26		Mo_300Sb_35Se_6 2026-07-09 11-14-48		Mo_300Sb_35Se_7 2026-07-09 11-18-27		Mo_300Sb_35Se_8 2026-07-09 11-27-24		Mo_300Sb_35Se_9 2026-07-09 11-33-11		Mo_300Sb_35Se_10 2026-07-09 11-38-09		Mo_300Sb_35Se_11 2026-07-09 11-44-14		Mo_300Sb_35Se_12 2026-07-09 11-50-03	
0.07850000	0.00089356	0.07850000	0.00095895	0.07850000	0.00115432	0.07850000	0.00199330	0.07850000	0.00203814	0.07850000	0.00027550	0.07850000	-0.00122519	0.07850000	0.00147346	0.07850000	0.00214850	0.07850000	0.00225122	0.07850000	0.00226289
0.08320000	0.00082056	0.08320000	0.00089642	0.08320000	0.00112227	0.08320000	0.00195453	0.08320000	0.00198935	0.08320000	0.00019472	0.08320000	-0.00145244	0.08320000	0.00144501	0.08320000	0.00212213	0.08320000	0.00222819	0.08320000	0.00225263
0.08790000	0.00074917	0.08790000	0.00083403	0.08790000	0.00109003	0.08790000	0.00191388	0.08790000	0.00194247	0.08790000	0.00011442	0.08790000	-0.00168223	0.08790000	0.00141707	0.08790000	0.00209934	0.08790000	0.00220601	0.08790000	0.00224153
0.09260000	0.00067684	0.09260000	0.00077179	0.09260000	0.00105830	0.09260000	0.00187339	0.09260000	0.00189447	0.09260000	0.00003445	0.09260000	-0.00191053	0.09260000	0.00138984	0.09260000	0.00207470	0.09260000	0.00218496	0.09260000	0.00222975
0.09730000	0.00060345	0.09730000	0.00070794	0.09730000	0.00102622	0.09730000	0.00183335	0.09730000	0.00184389	0.09730000	-0.00004652	0.09730000	-0.00214396	0.09730000	0.00136167	0.09730000	0.00204661	0.09730000	0.00216131	0.09730000	0.00221653
0.10200000	0.00052951	0.10200000	0.00064567	0.10200000	0.00099416	0.10200000	0.00179187	0.10200000	0.00179654	0.10200000	-0.00013008	0.10200000	-0.00237515	0.10200000	0.00133418	0.10200000	0.00202209	0.10200000	0.00213800	0.10200000	0.00220545
0.10670000	0.00045789	0.10670000	0.00058220	0.10670000	0.00096284	0.10670000	0.00174990	0.10670000	0.00174775	0.10670000	-0.00021145	0.10670000	-0.00261184	0.10670000	0.00130593	0.10670000	0.00199524	0.10670000	0.00211356	0.10670000	0.00219129
0.11140000	0.00038332	0.11140000	0.00051918	0.11140000	0.00092826	0.11140000	0.00170770	0.11140000	0.00169672	0.11140000	-0.00029566	0.11140000	-0.00284829	0.11140000	0.00127619	0.11140000	0.00196681	0.11140000	0.00209127	0.11140000	0.00217697
0.11610000	0.00031035	0.11610000	0.00045406	0.11610000	0.00089562	0.11610000	0.00166479	0.11610000	0.00164745	0.11610000	-0.00037945	0.11610000	-0.00308724	0.11610000	0.00124781	0.11610000	0.00193767	0.11610000	0.00206749	0.11610000	0.00216290
0.12080000	0.00023473	0.12080000	0.00039017	0.12080000	0.00086388	0.12080000	0.00162095	0.12080000	0.00159428	0.12080000	-0.00046485	0.12080000	-0.00332785	0.12080000	0.00121913	0.12080000	0.00190825	0.12080000	0.00204203	0.12080000	0.00215013
0.12550000	0.00016047	0.12550000	0.00032480	0.12550000	0.00083073	0.12550000	0.00157821	0.12550000	0.00154468	0.12550000	-0.00055003	0.12550000	-0.00356826	0.12550000	0.00119007	0.12550000	0.00187964	0.12550000	0.00201558	0.12550000	0.00213327
0.13020000	0.00008442	0.13020000	0.00025976	0.13020000	0.00079845	0.13020000	0.00153335	0.13020000	0.00149184	0.13020000	-0.00063521	0.13020000	-0.00381339	0.13020000	0.00116090	0.13020000	0.00184967	0.13020000	0.00198890	0.13020000	0.00211654
0.13490000	0.00000780	0.13490000	0.00019287	0.13490000	0.00076447	0.13490000	0.00148929	0.13490000	0.00143867	0.13490000	-0.00072201	0.13490000	-0.00406156	0.13490000	0.00113239	0.13490000	0.00181997	0.13490000	0.00195995	0.13490000	0.00209885
0.13960000	-0.00007242	0.13960000	0.00012876	0.13960000	0.00073131	0.13960000	0.00144453	0.13960000	0.00138362	0.13960000	-0.00080993	0.13960000	-0.00431305	0.13960000	0.00110243	0.13960000	0.00179104	0.13960000	0.00193227	0.13960000	0.00207981
0.14430000	-0.00015012	0.14430000	0.00006230	0.14430000	0.00069829	0.14430000	0.00139973	0.14430000	0.00133099	0.14430000	-0.00089919	0.14430000	-0.00456475	0.14430000	0.00107288	0.14430000	0.00175859	0.14430000	0.00190700	0.14430000	0.00206216
0.14900000	-0.00022780	0.14900000	-0.00000637	0.14900000	0.00066443	0.14900000	0.00135395	0.14900000	0.00127657	0.14900000	-0.00098777	0.14900000	-0.00482177	0.14900000	0.00104232	0.14900000	0.00172552	0.14900000	0.00187739	0.14900000	0.00204170
0.15370000	-0.00030683	0.15370000	-0.00007512	0.15370000	0.00063143	0.15370000	0.00130744	0.15370000	0.00122356	0.15370000	-0.00107988	0.15370000	-0.00508118	0.15370000	0.00100977	0.15370000	0.00169317	0.15370000	0.00184866	0.15370000	0.00202099
0.15840000	-0.00038663	0.15840000	-0.00014410	0.15840000	0.00059703	0.15840000	0.00126061	0.15840000	0.00116912	0.15840000	-0.00117030	0.15840000	-0.00534547	0.15840000	0.00097903	0.15840000	0.00165927	0.15840000	0.00181876	0.15840000	0.00199950
0.16310000	-0.00046777	0.16310000	-0.00021145	0.16310000	0.00056314	0.16310000	0.00121396	0.16310000	0.00111449	0.16310000	-0.00126442	0.16310000	-0.00561290	0.16310000	0.00094656	0.16310000	0.00162505	0.16310000	0.00179036	0.16310000	0.00197634
0.16780000	-0.00054939	0.16780000	-0.00028121	0.16780000	0.00052736	0.16780000	0.00116447	0.16780000	0.00105835	0.16780000	-0.00135997	0.16780000	-0.00588406	0.16780000	0.00091551	0.16780000	0.00158933	0.16780000	0.00175840	0.16780000	0.00195305
0.17250000	-0.00063086	0.17250000	-0.00034979	0.17250000	0.00049283	0.17250000	0.00111769	0.17250000	0.00100186	0.17250000	-0.00145732	0.17250000	-0.00616136	0.17250000	0.00088327	0.17250000	0.00155357	0.17250000	0.00172792	0.17250000	0.00192693
0.17720000	-0.00071402	0.17720000	-0.00042011	0.17720000	0.00045878	0.17720000	0.00106970	0.17720000	0.00094480	0.17720000	-0.00155555	0.17720000	-0.00644259	0.17720000	0.00085114	0.17720000	0.00151770	0.17720000	0.00169630	0.17720000	0.00190078
0.18190000	-0.00079825	0.18190000	-0.00049017	0.18190000	0.00042393	0.18190000	0.00102196	0.18190000	0.00088661	0.18190000	-0.00165373	0.18190000	-0.00673292	0.18190000	0.00081774	0.18190000	0.00148108	0.18190000	0.00166369	0.18190000	0.00187374
0.18660000	-0.00088316	0.18660000	-0.00055998	0.18660000	0.00038764	0.18660000	0.00097044	0.18660000	0.00082953	0.18660000	-0.00175601	0.18660000	-0.00702811	0.18660000	0.00078483	0.18660000	0.00144159	0.18660000	0.00163087	0.18660000	0.00184530
0.19130000	-0.00097042	0.19130000	-0.00063135	0.19130000	0.00035191	0.19130000	0.00092065	0.19130000	0.00077118	0.19130000	-0.00185970	0.19130000	-0.00732986	0.19130000	0.00075248	0.19130000	0.00140329	0.19130000	0.00159690	0.19130000	0.00181474
0.19595000	-0.00105576	0.19595000	-0.00070282	0.19595000	0.00031659	0.19595000	0.00087003	0.19595000	0.00071202	0.19595000	-0.00196335	0.19595000	-0.00763640	0.19595000	0.00071923	0.19595000	0.00136423	0.19595000	0.00156092	0.19595000	0.00178554
0.20065000	-0.00114628	0.20065000	-0.00077553	0.20065000	0.00027842	0.20065000	0.00081902	0.20065000	0.00065320	0.20065000	-0.00206993	0.20065000	-0.00795762	0.20065000	0.00068496	0.20065000	0.00132385	0.20065000	0.00152544	0.20065000	0.00175470
0.20535000	-0.00123682	0.20535000	-0.00085041	0.20535000	0.00024195	0.20535000	0.00076704	0.20535000	0.00059297	0.20535000	-0.00217935	0.20535000	-0.00829162	0.20535000	0.00065155	0.20535000	0.00128096	0.20535000	0.00148882	0.20535000	0.00172238
0.21005000	-0.00132939	0.21005000	-0.00092484	0.21005000	0.00020564	0.21005000	0.00071450	0.21005000	0.00053297	0.21005000	-0.00229166	0.21005000	-0.00863764	0.21005000	0.00061644	0.21005000	0.00123958	0.21005000	0.00145226	0.21005000	0.00168692
0.21475000	-0.00142368	0.21475000	-0.00100218	0.21475000	0.00016866	0.21475000	0.00066104	0.21475000	0.00047106	0.21475000	-0.00240510	0.21475000	-0.00900057	0.21475000	0.00058023	0.21475000	0.00119566	0.21475000	0.00141468	0.21475000	0.00165203
0.21945000	-0.00152008	0.21945000	-0.00108010	0.21945000	0.00013111	0.21945000	0.00060796	0.21945000	0.00040719	0.21945000	-0.00252207	0.21945000	-0.00938457	0.21945000	0.00054449	0.21945000	0.00115222	0.21945000	0.00137737	0.21945000	0.00161435
0.22415000	-0.00161882	0.22415000	-0.00115972	0.22415000	0.00009297	0.22415000	0.00055389	0.22415000	0.00034190	0.22415000	-0.00263960	0.22415000	-0.00981113	0.22415000	0.00050693	0.22415000	0.00110690	0.22415000	0.00133711	0.22415000	0.00157440
0.22885000	-0.00171946	0.22885000	-0.00123917	0.22885000	0.00005457	0.22885000	0.00049835	0.22885000	0.00027776	0.22885000	-0.00275801	0.22885000	-0.01000033	0.22885000	0.00046831	0.22885000	0.00105995	0.22885000	0.00129728	0.22885000	0.00153548
0.23355000	-0.00182211	0.23355000	-0.00132070	0.23355000	0.00001529	0.23355000	0.00044473	0.23355000	0.00021457	0.23355000	-0.00288113	0.23355000	-0.01000032	0.23355000	0.00042984	0.23355000	0.00101305	0.23355000	0.00125577	0.23355000	0.00149594
0.23825000	-0.00192878	0.23825000	-0.00140530	0.23825000	-0.00002565	0.23825000	0.00038808	0.23825000	0.00014824	0.23825000	-0.00300552	0.23825000	-0.01000032	0.23825000	0.00039229	0.23825000	0.00096441	0.23825000	0.00121461	0.23825000	0.00145230
0.24295000	-0.00203781	0.24295000	-0.00148982	0.24295000	-0.00006717	0.24295000	0.00033020	0.24295000	0.00007963	0.24295000	-0.00313136	0.24295000	-0.01000032	0.24295000	0.00035246	0.24295000	0.00091472	0.24295000	0.00117215	0.24295000	0.00140785
0.24765000	-0.00214954	0.24765000	-0.00157724	0.24765000	-0.00010855	0.24765000	0.00027218	0.24765000	0.00001350	0.24765000	-0.00325976	0.24765000	-0.01000032	0.24765000	0.00031152	0.24765000	0.00086456	0.24765000	0.00112803	0.24765000	0.00136190
0.25235000	-0.00226299	0.25235000	-0.00166698	0.25235000	-0.00015216	0.25235000	0.00021325	0.25235000	-0.00005581	0.25235000	-0.00339190	0.25235000	-0.01000032	0.25235000	0.00027062	0.25235000	0.00081319	0.25235000	0.00108314	0.25235000	0.00131371
0.25705000	-0.00238107	0.25705000	-0.00175806	0.25705000	-0.00019589	0.25705000	0.00015450	0.25705000	-0.00012699	0.25705000	-0.00352668	0.25705000	-0.01000032	0.25705000	0.00022840	0.25705000	0.00076026	0.25705000	0.00103861	0.25705000	0.00126533
0.26175000	-0.00249947	0.26175000	-0.00185101	0.26175000	-0.00024149	0.26175000	0.00009448	0.26175000	-0.00019667	0.26175000	-0.00366296	0.26175000	-0.01000033	0.26175000	0.00018533	0.26175000	0.00070627	0.26175000	0.00099006	0.26175000	0.00121389
0.26645000	-0.00262338	0.26645000	-0.00194583	0.26645000	-0.00028737	0.26645000	0.00003289	0.26645000	-0.00027028	0.26645000	-0.00380251	0.26645000	-0.01000033	0.26645000	0.00014209	0.26645000	0.00065047	0.26645000	0.00094332	0.26645000	0.00116093
0.27115000	-0.00275027	0.27115000	-0.00204302	0.27115000	-0.00033429	0.27115000	-0.00003001	0.27115000	-0.00034512	0.27115000	-0.00394496	0.27115000	-0.01000032	0.27115000	0.00009742	0.27115000	0.00059317	0.27115000	0.00089452	0.27115000	0.00110691
0.27585000	-0.00288104	0.27585000	-0.00214267	0.27585000	-0.00038215	0.27585000	-0.00009487	0.27585000	-0.00042019	0.27585000	-0.00409075	0.27585000	-0.01000032	0.27585000	0.00005091	0.27585000	0.00053513	0.27585000	0.00084418	0.27585000	0.00104939
0.28055000	-0.00301607	0.28055000	-0.00224533	0.28055000	-0.00043204	0.28055000	-0.00015928	0.28055000	-0.00049796	0.28055000	-0.00423903	0.28055000	-0.01000032	0.28055000	0.00000442	0.28055000	0.00047548	0.28055000	0.00079182	0.28055000	0.00099241
0.28525000	-0.00315355	0.28525000	-0.00234978	0.28525000	-0.00048296	0.28525000	-0.00022572	0.28525000	-0.00057640	0.28525000	-0.00438971	0.28525000	-0.01000033	0.28525000	-0.00004516	0.28525000	0.00041325	0.28525000	0.00073877	0.28525000	0.00093143
0.28995000	-0.00329464	0.28995000	-0.00245654	0.28995000	-0.00053591	0.28995000	-0.00029341	0.28995000	-0.00065702	0.28995000	-0.00454336	0.28995000	-0.01000032	0.28995000	-0.00009402	0.28995000	0.00035031	0.28995000	0.00068365	0.28995000	0.00086913
0.29465000	-0.00344028	0.29465000	-0.00256601	0.29465000	-0.00059055	0.29465000	-0.00036305	0.29465000	-0.00073873	0.29465000	-0.00470261	0.29465000	-0.01000033	0.29465000	-0.00014520	0.29465000	0.00028437	0.29465000	0.00062712	0.29465000	0.00080427
0.29935000	-0.00358896	0.29935000	-0.00267797	0.29935000	-0.00064678	0.29935000	-0.00043323	0.29935000	-0.00082308	0.29935000	-0.00486362	0.29935000	-0.01000033	0.29935000	-0.00019629	0.29935000	0.00021834	0.29935000	0.00056847	0.29935000	0.00073713
0.30405000	-0.00374413	0.30405000	-0.00279350	0.30405000	-0.00070528	0.30405000	-0.00050625	0.30405000	-0.00091027	0.30405000	-0.00502855	0.30405000	-0.01000032	0.30405000	-0.00024886	0.30405000	0.00015204	0.30405000	0.00050763	0.30405000	0.00066741
0.30870000	-0.00390155	0.30870000	-0.00291129	0.30870000	-0.00076355	0.30870000	-0.00057902	0.30870000	-0.00099826	0.30870000	-0.00519605	0.30870000	-0.01000032	0.30870000	-0.00030249	0.30870000	0.00008180	0.30870000	0.00044786	0.30870000	0.00059636
0.31340000	-0.00406487	0.31340000	-0.00303261	0.31340000	-0.00082582	0.31340000	-0.00065726	0.31340000	-0.00108994	0.31340000	-0.00536918	0.31340000	-0.01000032	0.31340000	-0.00035841	0.31340000	0.00001034	0.31340000	0.00038316	0.31340000	0.00052272
0.31810000	-0.00423320	0.31810000	-0.00315693	0.31810000	-0.00088861	0.31810000	-0.00073722	0.31810000	-0.00118312	0.31810000	-0.00554684	0.31810000	-0.01000032	0.31810000	-0.00041514	0.31810000	-0.00006363	0.31810000	0.00031732	0.31810000	0.00044532
0.32280000	-0.00440803	0.32280000	-0.00328425	0.32280000	-0.00095516	0.32280000	-0.00081949	0.32280000	-0.00128038	0.32280000	-0.00573012	0.32280000	-0.01000032	0.32280000	-0.00047332	0.32280000	-0.00014393	0.32280000	0.00024920	0.32280000	0.00036601
0.32750000	-0.00458765	0.32750000	-0.00341584	0.32750000	-0.00102301	0.32750000	-0.00090465	0.32750000	-0.00137983	0.32750000	-0.00591693	0.32750000	-0.01000032	0.32750000	-0.00053288	0.32750000	-0.00022043	0.32750000	0.00017843	0.32750000	0.00028303
0.33220000	-0.00477443	0.33220000	-0.00355200	0.33220000	-0.00109500	0.33220000	-0.00099256	0.33220000	-0.00148221	0.33220000	-0.00611261	0.33220000	-0.01000032	0.33220000	-0.00059534	0.33220000	-0.00030013	0.33220000	0.00010515	0.33220000	0.00019684
0.33690000	-0.00496828	0.33690000	-0.00369027	0.33690000	-0.00117031	0.33690000	-0.00108338	0.33690000	-0.00158552	0.33690000	-0.00631352	0.33690000	-0.01000033	0.33690000	-0.00065930	0.33690000	-0.00038138	0.33690000	0.00002979	0.33690000	0.00010814
0.34160000	-0.00517010	0.34160000	-0.00383306	0.34160000	-0.00124708	0.34160000	-0.00117800	0.34160000	-0.00169321	0.34160000	-0.00652294	0.34160000	-0.01000032	0.34160000	-0.00072547	0.34160000	-0.00046569	0.34160000	-0.00004967	0.34160000	0.00001500
0.34630000	-0.00538151	0.34630000	-0.00398146	0.34630000	-0.00132713	0.34630000	-0.00127694	0.34630000	-0.00180270	0.34630000	-0.00674055	0.34630000	-0.01000033	0.34630000	-0.00079331	0.34630000	-0.00055041	0.34630000	-0.00013211	0.34630000	-0.00008265
